,source,target,value
4059,G1,G46,0.020665101
4060,G10,G46,0.030338889
4061,G100,G46,0.029673466
4062,G11,G46,0.05048628
4063,G12,G46,0.079366456
4064,G13,G46,0.025174856
4065,G14,G46,0.023365443
4066,G15,G46,0.102570873
4067,G16,G46,0.052776385
4068,G17,G46,0.024331479
4069,G18,G46,0.03795345
4070,G19,G46,0.027083209
4071,G2,G46,0.021686699
4072,G20,G46,0.038045359
4073,G21,G46,0.058311361
4074,G22,G46,0.038277304
4075,G23,G46,0.040415514
4076,G24,G46,0.028482849
4077,G25,G46,0.036312972
4078,G26,G46,0.227361562
4079,G27,G46,0.050609872
4080,G28,G46,0.0213187
4081,G29,G46,0.039442048
4082,G3,G46,0.039621739
4083,G30,G46,0.03285798
4084,G31,G46,0.055496129
4085,G32,G46,0.026746756
4086,G33,G46,0.041917303
4087,G34,G46,0.029218535
4088,G35,G46,0.026681271
4089,G36,G46,0.024619351
4090,G37,G46,0.063098907
4091,G38,G46,0.033013232
4092,G39,G46,0.028200813
4093,G4,G46,0.022761432
4094,G40,G46,0.030944019
4095,G41,G46,0.033470155
4096,G42,G46,0.013196285
4097,G43,G46,0.022680462
4098,G44,G46,0.035235288
4099,G45,G46,0.035021132
4100,G47,G46,0.026331111
4101,G48,G46,0.211167503
4102,G49,G46,0.026917232
4103,G5,G46,0.107707396
4104,G50,G46,0.020221848
4105,G51,G46,0.045356973
4106,G52,G46,0.024822284
4107,G53,G46,0.064516609
4108,G54,G46,0.022983921
4109,G55,G46,0.029006313
4110,G56,G46,0.03235514
4111,G57,G46,0.032992062
4112,G58,G46,0.028653988
4113,G59,G46,0.025314965
4114,G6,G46,0.014763454
4115,G60,G46,0.032181837
4116,G61,G46,0.048239026
4117,G62,G46,0.037404413
4118,G63,G46,0.265957187
4119,G64,G46,0.031156983
4120,G65,G46,0.032067808
4121,G66,G46,0.021360576
4122,G67,G46,0.026400846
4123,G68,G46,0.020070953
4124,G69,G46,0.051586076
4125,G7,G46,0.067990213
4126,G70,G46,0.051781528
4127,G71,G46,0.048922411
4128,G72,G46,0.022592093
4129,G73,G46,0.019925737
4130,G74,G46,0.034702286
4131,G75,G46,0.031349386
4132,G76,G46,0.025988753
4133,G77,G46,0.042728704
4134,G78,G46,0.048819378
4135,G79,G46,0.041835256
4136,G8,G46,0.041901018
4137,G80,G46,0.034928469
4138,G81,G46,0.025968791
4139,G82,G46,0.094467442
4140,G83,G46,0.016282331
4141,G84,G46,0.027927615
4142,G85,G46,0.05571027
4143,G86,G46,0.032934658
4144,G87,G46,0.05281164
4145,G88,G46,0.042576555
4146,G89,G46,0.030615478
4147,G9,G46,0.036606813
4148,G90,G46,0.031462014
4149,G91,G46,0.01940221
4150,G92,G46,0.029470398
4151,G93,G46,0.028421103
4152,G94,G46,0.029614689
4153,G95,G46,0.032039514
4154,G96,G46,0.033531419
4155,G97,G46,0.021412941
4156,G98,G46,0.034515482
4157,G99,G46,0.03099059
