,Unnamed: 0,source,target,value,z_score
0,4455,G1,G5,0.030514139,-0.5248203907190554
1,4456,G10,G5,0.053785781,0.547235343541997
2,4457,G100,G5,0.040751649,-0.0532085766470243
3,4458,G11,G5,0.040145301,-0.0811412360768024
4,4459,G12,G5,0.045489749,0.16506168011020386
5,4460,G13,G5,0.031412312,-0.48344421644615915
6,4461,G14,G5,0.039729718,-0.10028591603584507
7,4462,G15,G5,0.075341642,1.540250120581975
8,4463,G16,G5,0.018806622,-1.0641510805693355
9,4464,G17,G5,0.03348932,-0.38776259945900865
10,4465,G18,G5,0.049752164,0.36141853548595787
11,4466,G19,G5,0.022529869,-0.8926321006700976
12,4467,G2,G5,0.027762358,-0.6515868045578644
13,4468,G20,G5,0.078314323,1.6771927442343535
14,4469,G21,G5,0.078721022,1.695928164582786
15,4470,G22,G5,0.135212616,4.298328858321855
16,4471,G23,G5,0.019724245,-1.02187890230878
17,4472,G24,G5,0.030781198,-0.5125177722645422
18,4473,G25,G5,0.034107255,-0.35929616120120955
19,4474,G26,G5,0.036987186,-0.22662625579332465
20,4475,G27,G5,0.034314869,-0.34973199812183303
21,4476,G28,G5,0.04689794,0.22993287555420397
22,4477,G29,G5,0.029830038,-0.5563349009484462
23,4478,G3,G5,0.034224351,-0.3539018947261998
24,4479,G30,G5,0.029070476,-0.5913256763147392
25,4480,G31,G5,0.026819981,-0.6949993264025083
26,4481,G32,G5,0.041006578,-0.04146475142491764
27,4482,G33,G5,0.018966412,-1.0567900277576099
28,4483,G34,G5,0.018814557,-1.0637855385825965
29,4484,G35,G5,0.035172757,-0.31021163467890334
30,4485,G36,G5,0.026246095,-0.7214365574802353
31,4486,G37,G5,0.037615363,-0.19768799888043015
32,4487,G38,G5,0.037689911,-0.1942537929538482
33,4488,G39,G5,0.083637591,1.9224199604491938
34,4489,G4,G5,0.050252843,0.3844833365418561
35,4490,G40,G5,0.043027484,0.051632412312070164
36,4491,G41,G5,0.037065144,-0.22303496124988303
37,4492,G42,G5,0.060068699,0.8366707976363832
38,4493,G43,G5,0.043673253,0.08138108064660497
39,4494,G44,G5,0.045293305,0.15601208590188878
40,4495,G45,G5,0.062471664,0.9473682897806252
41,4496,G46,G5,0.087558195,2.1030305937670675
42,4497,G47,G5,0.020887294,-0.9683006739363865
43,4498,G48,G5,0.046722083,0.22183166356151574
44,4499,G49,G5,0.020341076,-0.9934633220665273
45,4500,G50,G5,0.04577612,0.1782539453004326
46,4501,G51,G5,0.05431028,0.571397461563759
47,4502,G52,G5,0.030972869,-0.5036880560527875
48,4503,G53,G5,0.046774264,0.22423548793581136
49,4504,G54,G5,0.028922631,-0.5981364582970259
50,4505,G55,G5,0.071604132,1.368074086447468
51,4506,G56,G5,0.025714456,-0.7459275941894976
52,4507,G57,G5,0.047525114,0.25882492722290196
53,4508,G58,G5,0.05185388,0.4582383769732151
54,4509,G59,G5,0.065749756,1.0983802951232342
55,4510,G6,G5,0.045069769,0.1457144433627944
56,4511,G60,G5,0.019046789,-1.0530872970369884
57,4512,G61,G5,0.025203149,-0.7694819957791154
58,4513,G62,G5,0.050495795,0.39567541678914575
59,4514,G63,G5,0.071624853,1.369028641646866
60,4515,G64,G5,0.033492213,-0.38762932750341506
61,4516,G65,G5,0.033221468,-0.4001017490786744
62,4517,G66,G5,0.021169389,-0.9553053914223134
63,4518,G67,G5,0.023478303,-0.8489405507455953
64,4519,G68,G5,0.021908945,-0.9212362333196249
65,4520,G69,G5,0.032794608,-0.4197659270823867
66,4521,G7,G5,0.027135944,-0.6804438452738314
67,4522,G70,G5,0.052512182,0.48856440355851233
68,4523,G71,G5,0.118088464,3.5094698106466686
69,4524,G72,G5,0.023375818,-0.8536617316543487
70,4525,G73,G5,0.081974439,1.8458034656377087
71,4526,G74,G5,0.035559187,-0.2924099472264022
72,4527,G75,G5,0.020474566,-0.987313832487472
73,4528,G76,G5,0.02094555,-0.9656169922754573
74,4529,G77,G5,0.044439003,0.11665691887539846
75,4530,G78,G5,0.028656211,-0.610409639911019
76,4531,G79,G5,0.049877018,0.367170190081084
77,4532,G8,G5,0.040544311,-0.06276002522251457
78,4533,G80,G5,0.035727023,-0.284678238986157
79,4534,G81,G5,0.029566285,-0.5684852217585786
80,4535,G82,G5,0.115606014,3.3951106795842216
81,4536,G83,G5,0.040891212,-0.04677932191542102
82,4537,G84,G5,0.013090335,-1.3274835199834476
83,4538,G85,G5,0.06137313,0.896762076691719
84,4539,G86,G5,0.044435577,0.11649909318584982
85,4540,G87,G5,0.02699014,-0.6871606044212176
86,4541,G88,G5,0.029718608,-0.5614681515574366
87,4542,G89,G5,0.02294786,-0.8733764912713491
88,4543,G9,G5,0.047758913,0.26959535582499633
89,4544,G90,G5,0.031643712,-0.47278430268038335
90,4545,G91,G5,0.039333463,-0.11854021218648245
91,4546,G92,G5,0.034121738,-0.3586289722164659
92,4547,G93,G5,0.029061064,-0.5917592593240888
93,4548,G94,G5,0.02500116,-0.7787870317412385
94,4549,G95,G5,0.035128638,-0.31224406655199016
95,4550,G96,G5,0.065073863,1.0672439031833394
96,4551,G97,G5,0.021070262,-0.9598718792004468
97,4552,G98,G5,0.033998235,-0.36431839023640794
98,4553,G99,G5,0.034905569,-0.3225201957819722
