,source,target,value
2079,G1,G28,0.014608761
2080,G10,G28,0.05764861
2081,G100,G28,0.047791589
2082,G11,G28,0.045243623
2083,G12,G28,0.041932075
2084,G13,G28,0.024640141
2085,G14,G28,0.011871601
2086,G15,G28,0.056498975
2087,G16,G28,0.02640686
2088,G17,G28,0.020742653
2089,G18,G28,0.034146815
2090,G19,G28,0.08597353
2091,G2,G28,0.037665956
2092,G20,G28,0.040878138
2093,G21,G28,0.077339957
2094,G22,G28,0.050250624
2095,G23,G28,0.022568675
2096,G24,G28,0.024921792
2097,G25,G28,0.030101527
2098,G26,G28,0.230658691
2099,G27,G28,0.065162517
2100,G29,G28,0.034247562
2101,G3,G28,0.023483777
2102,G30,G28,0.037135589
2103,G31,G28,0.118292619
2104,G32,G28,0.033842489
2105,G33,G28,0.019164889
2106,G34,G28,0.030796585
2107,G35,G28,0.01999565
2108,G36,G28,0.027674437
2109,G37,G28,0.045533142
2110,G38,G28,0.027173892
2111,G39,G28,0.046541422
2112,G4,G28,0.032265826
2113,G40,G28,0.020834232
2114,G41,G28,0.069332067
2115,G42,G28,0.026061353
2116,G43,G28,0.031643207
2117,G44,G28,0.032480564
2118,G45,G28,0.022319434
2119,G46,G28,0.01749455
2120,G47,G28,0.021282106
2121,G48,G28,0.048928705
2122,G49,G28,0.045643574
2123,G5,G28,0.045390841
2124,G50,G28,0.045648871
2125,G51,G28,0.056999588
2126,G52,G28,0.024803666
2127,G53,G28,0.040409933
2128,G54,G28,0.02217838
2129,G55,G28,0.035255296
2130,G56,G28,0.091041586
2131,G57,G28,0.027876157
2132,G58,G28,0.04847273
2133,G59,G28,0.062155344
2134,G6,G28,0.020807449
2135,G60,G28,0.022241162
2136,G61,G28,0.032454766
2137,G62,G28,0.042577929
2138,G63,G28,0.040473053
2139,G64,G28,0.029767921
2140,G65,G28,0.038652614
2141,G66,G28,0.046642331
2142,G67,G28,0.057309113
2143,G68,G28,0.025877698
2144,G69,G28,0.058623006
2145,G7,G28,0.090168904
2146,G70,G28,0.047419173
2147,G71,G28,0.055418149
2148,G72,G28,0.034477099
2149,G73,G28,0.02965939
2150,G74,G28,0.034103567
2151,G75,G28,0.085263425
2152,G76,G28,0.027208923
2153,G77,G28,0.029620442
2154,G78,G28,0.048218496
2155,G79,G28,0.025569908
2156,G8,G28,0.050430527
2157,G80,G28,0.048923287
2158,G81,G28,0.02289516
2159,G82,G28,0.067495506
2160,G83,G28,0.032402299
2161,G84,G28,0.017628098
2162,G85,G28,0.064118747
2163,G86,G28,0.046098655
2164,G87,G28,0.030224358
2165,G88,G28,0.020637557
2166,G89,G28,0.034250463
2167,G9,G28,0.043403493
2168,G90,G28,0.067064359
2169,G91,G28,0.06316018
2170,G92,G28,0.024790996
2171,G93,G28,0.027204762
2172,G94,G28,0.02094849
2173,G95,G28,0.02265614
2174,G96,G28,0.03320844
2175,G97,G28,0.022521963
2176,G98,G28,0.015747037
2177,G99,G28,0.046075663
