,source,target,value
5841,G1,G62,0.020453886
5842,G10,G62,0.037184641
5843,G100,G62,0.054478541
5844,G11,G62,0.033323858
5845,G12,G62,0.078772925
5846,G13,G62,0.021266098
5847,G14,G62,0.032467295
5848,G15,G62,0.048216834
5849,G16,G62,0.13643175
5850,G17,G62,0.035821585
5851,G18,G62,0.018170091
5852,G19,G62,0.026551227
5853,G2,G62,0.027130787
5854,G20,G62,0.055210093
5855,G21,G62,0.05316724
5856,G22,G62,0.020455063
5857,G23,G62,0.024028054
5858,G24,G62,0.078487877
5859,G25,G62,0.042806032
5860,G26,G62,0.043947706
5861,G27,G62,0.03189954
5862,G28,G62,0.040770213
5863,G29,G62,0.041300088
5864,G3,G62,0.043660931
5865,G30,G62,0.022349948
5866,G31,G62,0.033614916
5867,G32,G62,0.029493006
5868,G33,G62,0.018246581
5869,G34,G62,0.057492047
5870,G35,G62,0.016912823
5871,G36,G62,0.019175368
5872,G37,G62,0.036931409
5873,G38,G62,0.036060278
5874,G39,G62,0.035521072
5875,G4,G62,0.061259818
5876,G40,G62,0.038125426
5877,G41,G62,0.074341085
5878,G42,G62,0.017268297
5879,G43,G62,0.017833263
5880,G44,G62,0.020829835
5881,G45,G62,0.087635
5882,G46,G62,0.022711323
5883,G47,G62,0.03389399
5884,G48,G62,0.065567461
5885,G49,G62,0.172394538
5886,G5,G62,0.052419614
5887,G50,G62,0.031930141
5888,G51,G62,0.049728041
5889,G52,G62,0.106221642
5890,G53,G62,0.039960058
5891,G54,G62,0.036730724
5892,G55,G62,0.040469812
5893,G56,G62,0.027061596
5894,G57,G62,0.031276492
5895,G58,G62,0.027221672
5896,G59,G62,0.033510645
5897,G6,G62,0.029167977
5898,G60,G62,0.040709543
5899,G61,G62,0.028768149
5900,G63,G62,0.049716734
5901,G64,G62,0.019194413
5902,G65,G62,0.017170865
5903,G66,G62,0.026382622
5904,G67,G62,0.02664724
5905,G68,G62,0.032870625
5906,G69,G62,0.055212049
5907,G7,G62,0.031165293
5908,G70,G62,0.033635024
5909,G71,G62,0.065318112
5910,G72,G62,0.0272957
5911,G73,G62,0.026432819
5912,G74,G62,0.037439647
5913,G75,G62,0.031483509
5914,G76,G62,0.015926429
5915,G77,G62,0.019015521
5916,G78,G62,0.077241029
5917,G79,G62,0.072032578
5918,G8,G62,0.036976137
5919,G80,G62,0.170366834
5920,G81,G62,0.024696115
5921,G82,G62,0.048442225
5922,G83,G62,0.028333801
5923,G84,G62,0.028868549
5924,G85,G62,0.037983053
5925,G86,G62,0.02547729
5926,G87,G62,0.020961362
5927,G88,G62,0.027137859
5928,G89,G62,0.020788732
5929,G9,G62,0.05098956
5930,G90,G62,0.026274088
5931,G91,G62,0.02756738
5932,G92,G62,0.033652195
5933,G93,G62,0.024320919
5934,G94,G62,0.03894332
5935,G95,G62,0.079590204
5936,G96,G62,0.033489268
5937,G97,G62,0.02173881
5938,G98,G62,0.044536236
5939,G99,G62,0.062154003
