,source,target,value
3267,G1,G39,0.025000182
3268,G10,G39,0.025123422
3269,G100,G39,0.030562079
3270,G11,G39,0.035137222
3271,G12,G39,0.015691516
3272,G13,G39,0.025035735
3273,G14,G39,0.023550673
3274,G15,G39,0.046281871
3275,G16,G39,0.018904448
3276,G17,G39,0.017031647
3277,G18,G39,0.018653005
3278,G19,G39,0.018676453
3279,G2,G39,0.01464817
3280,G20,G39,1.025122688
3281,G21,G39,0.049389549
3282,G22,G39,0.02415117
3283,G23,G39,0.007298257
3284,G24,G39,0.027420309
3285,G25,G39,0.032124416
3286,G26,G39,0.070485329
3287,G27,G39,0.013598288
3288,G28,G39,0.031201301
3289,G29,G39,0.029507972
3290,G3,G39,0.028279095
3291,G30,G39,0.077764695
3292,G31,G39,0.050202591
3293,G32,G39,0.019522028
3294,G33,G39,0.02318798
3295,G34,G39,0.017045855
3296,G35,G39,0.011639048
3297,G36,G39,0.018490527
3298,G37,G39,0.038382897
3299,G38,G39,0.023508939
3300,G4,G39,0.035293245
3301,G40,G39,0.009394239
3302,G41,G39,0.015203902
3303,G42,G39,0.014329124
3304,G43,G39,0.014600801
3305,G44,G39,0.045090092
3306,G45,G39,0.031734501
3307,G46,G39,0.023522801
3308,G47,G39,0.016526929
3309,G48,G39,0.021568815
3310,G49,G39,0.040601243
3311,G5,G39,0.022808166
3312,G50,G39,0.016241708
3313,G51,G39,0.044187099
3314,G52,G39,0.01519324
3315,G53,G39,0.028660351
3316,G54,G39,0.028393371
3317,G55,G39,0.026739259
3318,G56,G39,0.016034784
3319,G57,G39,0.03346511
3320,G58,G39,0.014003289
3321,G59,G39,0.021720441
3322,G6,G39,0.026605072
3323,G60,G39,0.038333636
3324,G61,G39,0.022079255
3325,G62,G39,0.016462421
3326,G63,G39,0.032306556
3327,G64,G39,0.054180667
3328,G65,G39,0.018915901
3329,G66,G39,0.017064706
3330,G67,G39,0.021710598
3331,G68,G39,0.033170341
3332,G69,G39,0.031507136
3333,G7,G39,0.020876661
3334,G70,G39,0.102683551
3335,G71,G39,0.050433215
3336,G72,G39,0.01318958
3337,G73,G39,0.281723897
3338,G74,G39,0.036716126
3339,G75,G39,0.012241172
3340,G76,G39,0.006897021
3341,G77,G39,0.060466636
3342,G78,G39,0.026752009
3343,G79,G39,0.035857426
3344,G8,G39,0.119628163
3345,G80,G39,0.051237948
3346,G81,G39,0.043723404
3347,G82,G39,0.057198655
3348,G83,G39,0.025153483
3349,G84,G39,0.010442095
3350,G85,G39,0.054588479
3351,G86,G39,0.019406575
3352,G87,G39,0.010854888
3353,G88,G39,0.026860072
3354,G89,G39,0.014105081
3355,G9,G39,0.029573577
3356,G90,G39,0.020686444
3357,G91,G39,0.013717634
3358,G92,G39,0.030165601
3359,G93,G39,0.022185537
3360,G94,G39,0.022697883
3361,G95,G39,0.013915811
3362,G96,G39,0.019498094
3363,G97,G39,0.020205316
3364,G98,G39,0.017146905
3365,G99,G39,0.071851536
