,source,target,value
7029,G1,G73,0.021761123
7030,G10,G73,0.050890359
7031,G100,G73,0.070243038
7032,G11,G73,0.047856743
7033,G12,G73,0.062575736
7034,G13,G73,0.016443432
7035,G14,G73,0.084888485
7036,G15,G73,0.057954412
7037,G16,G73,0.027607286
7038,G17,G73,0.028528437
7039,G18,G73,0.015214468
7040,G19,G73,0.023698503
7041,G2,G73,0.020864258
7042,G20,G73,0.137393565
7043,G21,G73,0.042547411
7044,G22,G73,0.022792546
7045,G23,G73,0.016217271
7046,G24,G73,0.057581185
7047,G25,G73,0.050795524
7048,G26,G73,0.045195916
7049,G27,G73,0.025711985
7050,G28,G73,0.018784233
7051,G29,G73,0.025136084
7052,G3,G73,0.042835578
7053,G30,G73,0.014187546
7054,G31,G73,0.034343789
7055,G32,G73,0.014355123
7056,G33,G73,0.014123709
7057,G34,G73,0.01712516
7058,G35,G73,0.062913153
7059,G36,G73,0.033290195
7060,G37,G73,0.030051591
7061,G38,G73,0.043242248
7062,G39,G73,0.515558488
7063,G4,G73,0.074642412
7064,G40,G73,0.029560544
7065,G41,G73,0.035997573
7066,G42,G73,0.038594417
7067,G43,G73,0.015275754
7068,G44,G73,0.032754069
7069,G45,G73,0.043542685
7070,G46,G73,0.014509539
7071,G47,G73,0.060949223
7072,G48,G73,0.0376687
7073,G49,G73,0.012544425
7074,G5,G73,0.052245067
7075,G50,G73,0.028359074
7076,G51,G73,0.038598729
7077,G52,G73,0.026786007
7078,G53,G73,0.075602704
7079,G54,G73,0.026538568
7080,G55,G73,0.087721454
7081,G56,G73,0.026742458
7082,G57,G73,0.02249176
7083,G58,G73,0.035243803
7084,G59,G73,0.029490728
7085,G6,G73,0.021516185
7086,G60,G73,0.03269806
7087,G61,G73,0.023025524
7088,G62,G73,0.025519539
7089,G63,G73,0.029018335
7090,G64,G73,0.020597247
7091,G65,G73,0.016511349
7092,G66,G73,0.039374798
7093,G67,G73,0.018302524
7094,G68,G73,0.017433149
7095,G69,G73,0.025646415
7096,G7,G73,0.027357196
7097,G70,G73,0.033061006
7098,G71,G73,0.068248754
7099,G72,G73,0.023592125
7100,G74,G73,0.030797154
7101,G75,G73,0.024852665
7102,G76,G73,0.022982328
7103,G77,G73,0.042725105
7104,G78,G73,0.035008072
7105,G79,G73,0.02605449
7106,G8,G73,0.030788751
7107,G80,G73,0.062872747
7108,G81,G73,0.029616479
7109,G82,G73,0.053771671
7110,G83,G73,0.030991599
7111,G84,G73,0.017506031
7112,G85,G73,0.03872096
7113,G86,G73,0.024396808
7114,G87,G73,0.021805891
7115,G88,G73,0.04209213
7116,G89,G73,0.021918911
7117,G9,G73,0.035226344
7118,G90,G73,0.018773442
7119,G91,G73,0.037344581
7120,G92,G73,0.023689273
7121,G93,G73,0.085439522
7122,G94,G73,0.028026702
7123,G95,G73,0.037230097
7124,G96,G73,0.06522228
7125,G97,G73,0.016197643
7126,G98,G73,0.092364896
7127,G99,G73,0.032067737
