,source,target,value
6534,G1,G69,0.01748095
6535,G10,G69,0.181449304
6536,G100,G69,0.042699183
6537,G11,G69,0.043374557
6538,G12,G69,0.035091577
6539,G13,G69,0.034432962
6540,G14,G69,0.02283251
6541,G15,G69,0.100250126
6542,G16,G69,0.030914115
6543,G17,G69,0.032692964
6544,G18,G69,0.02138073
6545,G19,G69,0.030087628
6546,G2,G69,0.020546416
6547,G20,G69,0.042916702
6548,G21,G69,0.11132906
6549,G22,G69,0.016279324
6550,G23,G69,0.017295434
6551,G24,G69,0.036036611
6552,G25,G69,0.057839769
6553,G26,G69,0.040585734
6554,G27,G69,0.028458922
6555,G28,G69,0.039178514
6556,G29,G69,0.159993549
6557,G3,G69,0.037032376
6558,G30,G69,0.019560282
6559,G31,G69,0.030496883
6560,G32,G69,0.026341661
6561,G33,G69,0.027340569
6562,G34,G69,0.019398004
6563,G35,G69,0.027616175
6564,G36,G69,0.009723743
6565,G37,G69,0.168656567
6566,G38,G69,0.049408748
6567,G39,G69,0.040400489
6568,G4,G69,0.032504099
6569,G40,G69,0.022611951
6570,G41,G69,0.052308802
6571,G42,G69,0.038130403
6572,G43,G69,0.03454955
6573,G44,G69,0.040679114
6574,G45,G69,0.032093951
6575,G46,G69,0.036700452
6576,G47,G69,0.037744963
6577,G48,G69,0.036958045
6578,G49,G69,0.031313617
6579,G5,G69,0.028154954
6580,G50,G69,0.021161571
6581,G51,G69,0.062946625
6582,G52,G69,0.023809408
6583,G53,G69,0.214134233
6584,G54,G69,0.022965515
6585,G55,G69,0.180692005
6586,G56,G69,0.015988326
6587,G57,G69,0.019473773
6588,G58,G69,0.042982053
6589,G59,G69,0.03170219
6590,G6,G69,0.018374235
6591,G60,G69,0.072872197
6592,G61,G69,0.018105076
6593,G62,G69,0.035884715
6594,G63,G69,0.044749526
6595,G64,G69,0.021535897
6596,G65,G69,0.030615258
6597,G66,G69,0.018072915
6598,G67,G69,0.028323985
6599,G68,G69,0.021111677
6600,G7,G69,0.028711809
6601,G70,G69,0.043456945
6602,G71,G69,0.052109872
6603,G72,G69,0.027157799
6604,G73,G69,0.027200676
6605,G74,G69,0.032718209
6606,G75,G69,0.015250439
6607,G76,G69,0.034528609
6608,G77,G69,0.020106289
6609,G78,G69,0.014378284
6610,G79,G69,0.032069238
6611,G8,G69,0.065369629
6612,G80,G69,0.03985936
6613,G81,G69,0.025657672
6614,G82,G69,0.039471504
6615,G83,G69,0.014332034
6616,G84,G69,0.036853615
6617,G85,G69,0.06774127
6618,G86,G69,0.019145099
6619,G87,G69,0.034309578
6620,G88,G69,0.034318093
6621,G89,G69,0.026610857
6622,G9,G69,0.039460681
6623,G90,G69,0.0180513
6624,G91,G69,0.028052968
6625,G92,G69,0.067286275
6626,G93,G69,0.015824608
6627,G94,G69,0.034663736
6628,G95,G69,0.021570401
6629,G96,G69,0.022374367
6630,G97,G69,0.02803003
6631,G98,G69,0.022911679
6632,G99,G69,0.071940726
