,source,target,value
8613,G1,G88,0.03033404
8614,G10,G88,0.047916681
8615,G100,G88,0.020142743
8616,G11,G88,0.184905949
8617,G12,G88,0.024592728
8618,G13,G88,0.020873473
8619,G14,G88,0.027770048
8620,G15,G88,0.029638407
8621,G16,G88,0.019499612
8622,G17,G88,0.025933464
8623,G18,G88,0.037139912
8624,G19,G88,0.017750204
8625,G2,G88,0.026422282
8626,G20,G88,0.054371507
8627,G21,G88,0.048715625
8628,G22,G88,0.025421771
8629,G23,G88,0.068552086
8630,G24,G88,0.048011055
8631,G25,G88,0.028897827
8632,G26,G88,0.042382289
8633,G27,G88,0.041230143
8634,G28,G88,0.00764432
8635,G29,G88,0.034500903
8636,G3,G88,0.031627597
8637,G30,G88,0.019974121
8638,G31,G88,0.040791876
8639,G32,G88,0.048890445
8640,G33,G88,0.026959358
8641,G34,G88,0.024495843
8642,G35,G88,0.029026048
8643,G36,G88,0.029851794
8644,G37,G88,0.049447718
8645,G38,G88,0.034345475
8646,G39,G88,0.038311617
8647,G4,G88,0.040202462
8648,G40,G88,0.03122885
8649,G41,G88,0.015690828
8650,G42,G88,0.047243596
8651,G43,G88,0.017032633
8652,G44,G88,0.032261518
8653,G45,G88,0.036986249
8654,G46,G88,0.033787409
8655,G47,G88,0.02352628
8656,G48,G88,0.249275407
8657,G49,G88,0.036307571
8658,G5,G88,0.022211451
8659,G50,G88,0.025625344
8660,G51,G88,0.117444654
8661,G52,G88,0.024848383
8662,G53,G88,0.048868142
8663,G54,G88,0.020145582
8664,G55,G88,0.092487301
8665,G56,G88,0.0212065
8666,G57,G88,0.036411337
8667,G58,G88,0.020709634
8668,G59,G88,0.027171443
8669,G6,G88,0.015993235
8670,G60,G88,0.013371247
8671,G61,G88,0.018071881
8672,G62,G88,0.028791816
8673,G63,G88,0.044437509
8674,G64,G88,0.02317023
8675,G65,G88,0.042390012
8676,G66,G88,0.019337958
8677,G67,G88,0.056442897
8678,G68,G88,0.085140605
8679,G69,G88,0.055756343
8680,G7,G88,0.028913746
8681,G70,G88,0.051317468
8682,G71,G88,0.126462847
8683,G72,G88,0.019902973
8684,G73,G88,0.028008826
8685,G74,G88,0.038495797
8686,G75,G88,0.028219074
8687,G76,G88,0.024500751
8688,G77,G88,0.013385992
8689,G78,G88,0.018627237
8690,G79,G88,0.029044256
8691,G8,G88,0.051847738
8692,G80,G88,0.061122887
8693,G81,G88,0.020776116
8694,G82,G88,0.418097078
8695,G83,G88,0.006467004
8696,G84,G88,0.015958615
8697,G85,G88,0.032515613
8698,G86,G88,0.016508075
8699,G87,G88,0.014970519
8700,G89,G88,0.021727095
8701,G9,G88,0.113981502
8702,G90,G88,0.025323644
8703,G91,G88,0.014577974
8704,G92,G88,0.032692115
8705,G93,G88,0.024841013
8706,G94,G88,0.018726254
8707,G95,G88,0.011042286
8708,G96,G88,0.033702778
8709,G97,G88,0.020034167
8710,G98,G88,0.013488582
8711,G99,G88,0.064494582
