,source,target,value
6237,G1,G66,0.043756141
6238,G10,G66,0.039571526
6239,G100,G66,0.044246508
6240,G11,G66,0.070824904
6241,G12,G66,0.026699292
6242,G13,G66,0.038163121
6243,G14,G66,0.020266886
6244,G15,G66,0.043815663
6245,G16,G66,0.046082458
6246,G17,G66,0.026083034
6247,G18,G66,0.044448502
6248,G19,G66,0.028131878
6249,G2,G66,0.027680782
6250,G20,G66,0.056225456
6251,G21,G66,0.075574131
6252,G22,G66,0.031240869
6253,G23,G66,0.015767071
6254,G24,G66,0.02390995
6255,G25,G66,0.025742324
6256,G26,G66,0.054338271
6257,G27,G66,0.038162588
6258,G28,G66,0.019911333
6259,G29,G66,0.041262613
6260,G3,G66,0.020455266
6261,G30,G66,0.023469909
6262,G31,G66,0.03833405
6263,G32,G66,0.031646286
6264,G33,G66,0.024696164
6265,G34,G66,0.035399407
6266,G35,G66,0.023099939
6267,G36,G66,0.032029447
6268,G37,G66,0.061472385
6269,G38,G66,0.094022469
6270,G39,G66,0.02962021
6271,G4,G66,0.023714681
6272,G40,G66,0.035293022
6273,G41,G66,0.063729668
6274,G42,G66,0.040180215
6275,G43,G66,0.023386416
6276,G44,G66,0.049355895
6277,G45,G66,0.035481217
6278,G46,G66,0.021675424
6279,G47,G66,0.056363901
6280,G48,G66,0.067058341
6281,G49,G66,0.028063029
6282,G5,G66,0.026161746
6283,G50,G66,0.021652956
6284,G51,G66,0.059754713
6285,G52,G66,0.027586334
6286,G53,G66,0.071051104
6287,G54,G66,0.031682678
6288,G55,G66,0.029498301
6289,G56,G66,0.027183986
6290,G57,G66,0.042671077
6291,G58,G66,0.064229968
6292,G59,G66,0.036035511
6293,G6,G66,0.034341331
6294,G60,G66,0.012561334
6295,G61,G66,0.024442122
6296,G62,G66,0.036248468
6297,G63,G66,0.03123794
6298,G64,G66,0.021548313
6299,G65,G66,0.025041417
6300,G67,G66,0.030659169
6301,G68,G66,0.026596285
6302,G69,G66,0.032204273
6303,G7,G66,0.444626357
6304,G70,G66,0.051143011
6305,G71,G66,0.051972011
6306,G72,G66,0.0278081
6307,G73,G66,0.029239231
6308,G74,G66,0.04666273
6309,G75,G66,0.040617804
6310,G76,G66,0.045485785
6311,G77,G66,0.071717927
6312,G78,G66,0.035082383
6313,G79,G66,0.023356577
6314,G8,G66,0.024764249
6315,G80,G66,0.049783832
6316,G81,G66,0.019290325
6317,G82,G66,0.059465981
6318,G83,G66,0.01794527
6319,G84,G66,0.015462184
6320,G85,G66,0.04427435
6321,G86,G66,0.026677334
6322,G87,G66,0.020239981
6323,G88,G66,0.042148513
6324,G89,G66,0.071380937
6325,G9,G66,0.059590575
6326,G90,G66,0.02277593
6327,G91,G66,0.033220069
6328,G92,G66,0.024438311
6329,G93,G66,0.065237863
6330,G94,G66,0.017520817
6331,G95,G66,0.022112602
6332,G96,G66,0.027218068
6333,G97,G66,0.045510691
6334,G98,G66,0.026474532
6335,G99,G66,0.043035986
