,source,target,value
8415,G1,G86,0.036852742
8416,G10,G86,0.051353285
8417,G100,G86,0.029206692
8418,G11,G86,0.072239768
8419,G12,G86,0.02885499
8420,G13,G86,0.027172697
8421,G14,G86,0.018765976
8422,G15,G86,0.039389908
8423,G16,G86,0.041461071
8424,G17,G86,0.020087673
8425,G18,G86,0.037282732
8426,G19,G86,0.022854956
8427,G2,G86,0.039458914
8428,G20,G86,0.031573436
8429,G21,G86,0.067260664
8430,G22,G86,0.029010987
8431,G23,G86,0.021069946
8432,G24,G86,0.032360406
8433,G25,G86,0.030856456
8434,G26,G86,0.033373559
8435,G27,G86,0.021335655
8436,G28,G86,0.046839133
8437,G29,G86,0.049132185
8438,G3,G86,0.038122459
8439,G30,G86,0.049922003
8440,G31,G86,0.021727117
8441,G32,G86,0.034033575
8442,G33,G86,0.23749799
8443,G34,G86,0.015850537
8444,G35,G86,0.026275817
8445,G36,G86,0.034721271
8446,G37,G86,0.041785041
8447,G38,G86,0.043837484
8448,G39,G86,0.037856985
8449,G4,G86,0.03374134
8450,G40,G86,0.030460199
8451,G41,G86,0.137512252
8452,G42,G86,0.019501937
8453,G43,G86,0.158414468
8454,G44,G86,0.064518825
8455,G45,G86,0.026884749
8456,G46,G86,0.065830273
8457,G47,G86,0.025488876
8458,G48,G86,0.03975827
8459,G49,G86,0.030887916
8460,G5,G86,0.070984589
8461,G50,G86,0.020930863
8462,G51,G86,0.076001254
8463,G52,G86,0.266086374
8464,G53,G86,0.051858089
8465,G54,G86,0.023698725
8466,G55,G86,0.040575329
8467,G56,G86,0.020715881
8468,G57,G86,0.040657217
8469,G58,G86,0.019291313
8470,G59,G86,0.02962181
8471,G6,G86,0.035690548
8472,G60,G86,0.037914933
8473,G61,G86,0.051362535
8474,G62,G86,0.027972744
8475,G63,G86,0.033933621
8476,G64,G86,0.03397165
8477,G65,G86,0.033274228
8478,G66,G86,0.01851079
8479,G67,G86,0.022224786
8480,G68,G86,0.0223904
8481,G69,G86,0.031889094
8482,G7,G86,0.054492351
8483,G70,G86,0.024042932
8484,G71,G86,0.043649071
8485,G72,G86,0.050945652
8486,G73,G86,0.025952007
8487,G74,G86,0.056880764
8488,G75,G86,0.021850265
8489,G76,G86,0.010466886
8490,G77,G86,0.026068224
8491,G78,G86,0.029357754
8492,G79,G86,0.03300194
8493,G8,G86,0.02873497
8494,G80,G86,0.046874301
8495,G81,G86,0.030315496
8496,G82,G86,0.056778493
8497,G83,G86,0.019151583
8498,G84,G86,0.027786201
8499,G85,G86,0.050073557
8500,G87,G86,0.022473222
8501,G88,G86,0.03544047
8502,G89,G86,0.062330438
8503,G9,G86,0.037557308
8504,G90,G86,0.02233352
8505,G91,G86,0.027331927
8506,G92,G86,0.023881366
8507,G93,G86,0.023513506
8508,G94,G86,0.035451993
8509,G95,G86,0.02516463
8510,G96,G86,0.034081193
8511,G97,G86,0.016127938
8512,G98,G86,0.025855369
8513,G99,G86,0.033952386
