,source,target,value
1584,G1,G23,0.046477668
1585,G10,G23,0.035973331
1586,G100,G23,0.049519882
1587,G11,G23,0.054845165
1588,G12,G23,0.034043932
1589,G13,G23,0.014948074
1590,G14,G23,0.060829603
1591,G15,G23,0.042910896
1592,G16,G23,0.01405612
1593,G17,G23,0.027042459
1594,G18,G23,0.016986635
1595,G19,G23,0.043618884
1596,G2,G23,0.023598692
1597,G20,G23,0.049565924
1598,G21,G23,0.044771259
1599,G22,G23,0.025405473
1600,G24,G23,0.056959561
1601,G25,G23,0.031487318
1602,G26,G23,0.072853532
1603,G27,G23,0.021473938
1604,G28,G23,0.019458969
1605,G29,G23,0.047128179
1606,G3,G23,0.022260123
1607,G30,G23,0.023722794
1608,G31,G23,0.07280351
1609,G32,G23,0.09744839
1610,G33,G23,0.020414931
1611,G34,G23,0.059044683
1612,G35,G23,0.066140135
1613,G36,G23,0.026538226
1614,G37,G23,0.028905923
1615,G38,G23,0.033438116
1616,G39,G23,0.029134977
1617,G4,G23,0.039755654
1618,G40,G23,0.012316256
1619,G41,G23,0.059307848
1620,G42,G23,0.019857833
1621,G43,G23,0.039719481
1622,G44,G23,0.031974649
1623,G45,G23,0.047750879
1624,G46,G23,0.042464705
1625,G47,G23,0.024709569
1626,G48,G23,0.0578981
1627,G49,G23,0.046101273
1628,G5,G23,0.030221851
1629,G50,G23,0.022965672
1630,G51,G23,0.090507453
1631,G52,G23,0.024540473
1632,G53,G23,0.044834323
1633,G54,G23,0.057742028
1634,G55,G23,0.072247696
1635,G56,G23,0.027485681
1636,G57,G23,0.028159438
1637,G58,G23,0.024663006
1638,G59,G23,0.046053165
1639,G6,G23,0.022133122
1640,G60,G23,0.021549803
1641,G61,G23,0.087912611
1642,G62,G23,0.017052797
1643,G63,G23,0.060791216
1644,G64,G23,0.036460648
1645,G65,G23,0.026505288
1646,G66,G23,0.021105866
1647,G67,G23,0.041239371
1648,G68,G23,0.033550046
1649,G69,G23,0.028041515
1650,G7,G23,0.045044861
1651,G70,G23,0.043969436
1652,G71,G23,0.091093933
1653,G72,G23,0.032885171
1654,G73,G23,0.040467268
1655,G74,G23,0.029056946
1656,G75,G23,0.138276425
1657,G76,G23,0.022044301
1658,G77,G23,0.025565427
1659,G78,G23,0.031647975
1660,G79,G23,0.033055343
1661,G8,G23,0.038671437
1662,G80,G23,0.086824543
1663,G81,G23,0.020738406
1664,G82,G23,0.05442191
1665,G83,G23,0.019365761
1666,G84,G23,0.023301396
1667,G85,G23,0.040862171
1668,G86,G23,0.028017981
1669,G87,G23,0.071093243
1670,G88,G23,0.088422038
1671,G89,G23,0.028593966
1672,G9,G23,0.03748176
1673,G90,G23,0.034529278
1674,G91,G23,0.044537831
1675,G92,G23,0.031942893
1676,G93,G23,0.03640674
1677,G94,G23,0.032646097
1678,G95,G23,0.022894932
1679,G96,G23,0.048250723
1680,G97,G23,0.072871534
1681,G98,G23,0.029464793
1682,G99,G23,0.048950554
