,source,target,value
4554,G1,G50,0.034737808
4555,G10,G50,0.043949129
4556,G100,G50,0.034362209
4557,G11,G50,0.098216328
4558,G12,G50,0.056916616
4559,G13,G50,0.015443591
4560,G14,G50,0.036030092
4561,G15,G50,0.043412655
4562,G16,G50,0.038336253
4563,G17,G50,0.03306887
4564,G18,G50,0.032770111
4565,G19,G50,0.022464377
4566,G2,G50,0.016759536
4567,G20,G50,0.050345305
4568,G21,G50,0.050365338
4569,G22,G50,0.03745201
4570,G23,G50,0.021375758
4571,G24,G50,0.028653162
4572,G25,G50,0.032914522
4573,G26,G50,0.046799916
4574,G27,G50,0.03292932
4575,G28,G50,0.020453593
4576,G29,G50,0.037992576
4577,G3,G50,0.030245256
4578,G30,G50,0.035631286
4579,G31,G50,0.05846296
4580,G32,G50,0.044947448
4581,G33,G50,0.017930777
4582,G34,G50,0.019916171
4583,G35,G50,0.027411645
4584,G36,G50,0.023796813
4585,G37,G50,0.039776671
4586,G38,G50,0.050433372
4587,G39,G50,0.040574536
4588,G4,G50,0.059512859
4589,G40,G50,0.038742396
4590,G41,G50,0.02841305
4591,G42,G50,0.027252972
4592,G43,G50,0.024802066
4593,G44,G50,0.025008021
4594,G45,G50,0.045948695
4595,G46,G50,0.023606931
4596,G47,G50,0.030018383
4597,G48,G50,0.052787458
4598,G49,G50,0.018878404
4599,G5,G50,0.041437925
4600,G51,G50,0.075543521
4601,G52,G50,0.021594067
4602,G53,G50,0.017295768
4603,G54,G50,0.039059106
4604,G55,G50,0.0272453
4605,G56,G50,0.033364291
4606,G57,G50,0.038385497
4607,G58,G50,0.03478897
4608,G59,G50,0.046282973
4609,G6,G50,0.040321694
4610,G60,G50,0.034331845
4611,G61,G50,0.067629139
4612,G62,G50,0.030718868
4613,G63,G50,0.027515838
4614,G64,G50,0.031967523
4615,G65,G50,0.021448261
4616,G66,G50,0.013856161
4617,G67,G50,0.056318651
4618,G68,G50,0.216870985
4619,G69,G50,0.030608787
4620,G7,G50,0.064245026
4621,G70,G50,0.044018101
4622,G71,G50,0.050877315
4623,G72,G50,0.025822625
4624,G73,G50,0.035962063
4625,G74,G50,0.058065296
4626,G75,G50,0.026870083
4627,G76,G50,0.013895999
4628,G77,G50,0.031435042
4629,G78,G50,0.025290484
4630,G79,G50,0.031466669
4631,G8,G50,0.082247483
4632,G80,G50,0.061611753
4633,G81,G50,0.03795428
4634,G82,G50,0.063742477
4635,G83,G50,0.030897068
4636,G84,G50,0.017607096
4637,G85,G50,0.056380618
4638,G86,G50,0.021641381
4639,G87,G50,0.032573572
4640,G88,G50,0.042950685
4641,G89,G50,0.038820374
4642,G9,G50,0.119518061
4643,G90,G50,0.023247035
4644,G91,G50,0.041257876
4645,G92,G50,0.036018198
4646,G93,G50,0.016212461
4647,G94,G50,0.051229987
4648,G95,G50,0.02646212
4649,G96,G50,0.027580718
4650,G97,G50,0.029834376
4651,G98,G50,0.019251598
4652,G99,G50,0.222149717
