,source,target,value
792,G1,G16,0.017719367
793,G10,G16,0.154688436
794,G100,G16,0.031412324
795,G11,G16,0.034232088
796,G12,G16,0.0350872
797,G13,G16,0.051995556
798,G14,G16,0.041407299
799,G15,G16,0.088751186
800,G17,G16,0.032826905
801,G18,G16,0.026338293
802,G19,G16,0.017722193
803,G2,G16,0.037379442
804,G20,G16,0.043182117
805,G21,G16,0.08464675
806,G22,G16,0.026431548
807,G23,G16,0.026170411
808,G24,G16,0.02592135
809,G25,G16,0.043111831
810,G26,G16,0.047118943
811,G27,G16,0.030860389
812,G28,G16,0.027972751
813,G29,G16,0.0752975
814,G3,G16,0.024694074
815,G30,G16,0.029134433
816,G31,G16,0.032940579
817,G32,G16,0.051758644
818,G33,G16,0.030499624
819,G34,G16,0.042707188
820,G35,G16,0.030004855
821,G36,G16,0.033981773
822,G37,G16,0.062204915
823,G38,G16,0.033891953
824,G39,G16,0.043052711
825,G4,G16,0.016997019
826,G40,G16,0.051584402
827,G41,G16,0.031753382
828,G42,G16,0.024118328
829,G43,G16,0.029022029
830,G44,G16,0.03571324
831,G45,G16,0.041812722
832,G46,G16,0.058483715
833,G47,G16,0.024898411
834,G48,G16,0.063186811
835,G49,G16,0.025099667
836,G5,G16,0.031168133
837,G50,G16,0.027845717
838,G51,G16,0.051233148
839,G52,G16,0.128145394
840,G53,G16,0.047909543
841,G54,G16,0.020971253
842,G55,G16,0.055950765
843,G56,G16,0.025750487
844,G57,G16,0.020435214
845,G58,G16,0.023737892
846,G59,G16,0.031424887
847,G6,G16,0.02090584
848,G60,G16,0.033311953
849,G61,G16,0.054681966
850,G62,G16,0.208262556
851,G63,G16,0.068215083
852,G64,G16,0.028684455
853,G65,G16,0.023439324
854,G66,G16,0.039599923
855,G67,G16,0.065113271
856,G68,G16,0.033236352
857,G69,G16,0.059612782
858,G7,G16,0.072625692
859,G70,G16,0.052469987
860,G71,G16,0.059083745
861,G72,G16,0.025986058
862,G73,G16,0.025169567
863,G74,G16,0.033857206
864,G75,G16,0.02915063
865,G76,G16,0.029366938
866,G77,G16,0.014765567
867,G78,G16,0.038900887
868,G79,G16,0.019164428
869,G8,G16,0.035999409
870,G80,G16,0.015760267
871,G81,G16,0.027816313
872,G82,G16,0.087930172
873,G83,G16,0.017528757
874,G84,G16,0.030041658
875,G85,G16,0.061433195
876,G86,G16,0.042351707
877,G87,G16,0.037196237
878,G88,G16,0.022019875
879,G89,G16,0.053330572
880,G9,G16,0.038232114
881,G90,G16,0.029921968
882,G91,G16,0.031430704
883,G92,G16,0.015568074
884,G93,G16,0.030662214
885,G94,G16,0.022579518
886,G95,G16,0.043277465
887,G96,G16,0.017900067
888,G97,G16,0.025644873
889,G98,G16,0.017525859
890,G99,G16,0.072209071
