,source,target,value
4257,G1,G48,0.012581013
4258,G10,G48,0.033227279
4259,G100,G48,0.049373995
4260,G11,G48,0.224447721
4261,G12,G48,0.045507286
4262,G13,G48,0.005619941
4263,G14,G48,0.014281152
4264,G15,G48,0.065112947
4265,G16,G48,0.015191912
4266,G17,G48,0.017482016
4267,G18,G48,0.019693814
4268,G19,G48,0.01486546
4269,G2,G48,0.010414879
4270,G20,G48,0.0342217
4271,G21,G48,0.08525278
4272,G22,G48,0.048710796
4273,G23,G48,0.021795454
4274,G24,G48,0.009614988
4275,G25,G48,0.151591921
4276,G26,G48,0.018616105
4277,G27,G48,0.019034169
4278,G28,G48,0.009984315
4279,G29,G48,0.049224057
4280,G3,G48,0.012293563
4281,G30,G48,0.018314642
4282,G31,G48,0.026746293
4283,G32,G48,0.020112539
4284,G33,G48,0.006911457
4285,G34,G48,0.005807134
4286,G35,G48,0.05646017
4287,G36,G48,0.015247209
4288,G37,G48,0.041966237
4289,G38,G48,0.028953073
4290,G39,G48,0.019530411
4291,G4,G48,0.01970044
4292,G40,G48,0.038695083
4293,G41,G48,0.03568505
4294,G42,G48,0.012311402
4295,G43,G48,0.015466957
4296,G44,G48,0.023281772
4297,G45,G48,0.031557597
4298,G46,G48,0.103371073
4299,G47,G48,0.01959957
4300,G49,G48,0.011275581
4301,G5,G48,0.017498513
4302,G50,G48,0.025043125
4303,G51,G48,0.07019532
4304,G52,G48,0.017965161
4305,G53,G48,0.034274125
4306,G54,G48,0.005881226
4307,G55,G48,0.070980558
4308,G56,G48,0.074562335
4309,G57,G48,0.02268437
4310,G58,G48,0.007250507
4311,G59,G48,0.043670446
4312,G6,G48,0.014196508
4313,G60,G48,0.009855855
4314,G61,G48,0.005233599
4315,G62,G48,0.021092594
4316,G63,G48,0.021897422
4317,G64,G48,0.004813393
4318,G65,G48,0.019811334
4319,G66,G48,0.023398582
4320,G67,G48,0.01211868
4321,G68,G48,0.043834991
4322,G69,G48,0.028096048
4323,G7,G48,0.014988414
4324,G70,G48,0.151021678
4325,G71,G48,0.089868334
4326,G72,G48,0.017960743
4327,G73,G48,0.014788733
4328,G74,G48,0.032963022
4329,G75,G48,0.031172346
4330,G76,G48,0.007195378
4331,G77,G48,0.016690941
4332,G78,G48,0.013733078
4333,G79,G48,0.029837365
4334,G8,G48,0.023934368
4335,G80,G48,0.027596415
4336,G81,G48,0.023272056
4337,G82,G48,0.896870553
4338,G83,G48,0.007350981
4339,G84,G48,0.0135147
4340,G85,G48,0.053101646
4341,G86,G48,0.016546619
4342,G87,G48,0.043742139
4343,G88,G48,0.106634131
4344,G89,G48,0.020876264
4345,G9,G48,0.05181929
4346,G90,G48,0.022743415
4347,G91,G48,0.015354141
4348,G92,G48,0.023281633
4349,G93,G48,0.020426448
4350,G94,G48,0.014814179
4351,G95,G48,0.005539717
4352,G96,G48,0.009288412
4353,G97,G48,0.014644281
4354,G98,G48,0.015269826
4355,G99,G48,0.060059653
