,source,target,value
5742,G1,G61,0.025797856
5743,G10,G61,0.035840787
5744,G100,G61,0.134846193
5745,G11,G61,0.054555545
5746,G12,G61,0.02860847
5747,G13,G61,0.029333461
5748,G14,G61,0.03788985
5749,G15,G61,0.062369243
5750,G16,G61,0.056194528
5751,G17,G61,0.04084388
5752,G18,G61,0.034892944
5753,G19,G61,0.043783686
5754,G2,G61,0.025044626
5755,G20,G61,0.061934062
5756,G21,G61,0.064892195
5757,G22,G61,0.026972771
5758,G23,G61,0.048659253
5759,G24,G61,0.029994013
5760,G25,G61,0.052729769
5761,G26,G61,0.054380253
5762,G27,G61,0.040842251
5763,G28,G61,0.043993223
5764,G29,G61,0.035165057
5765,G3,G61,0.024058252
5766,G30,G61,0.034624083
5767,G31,G61,0.038844924
5768,G32,G61,0.03905832
5769,G33,G61,0.025055221
5770,G34,G61,0.031783345
5771,G35,G61,0.021713419
5772,G36,G61,0.026042416
5773,G37,G61,0.036720739
5774,G38,G61,0.027523158
5775,G39,G61,0.065434225
5776,G4,G61,0.051612029
5777,G40,G61,0.045907291
5778,G41,G61,0.063407698
5779,G42,G61,0.03009491
5780,G43,G61,0.044349618
5781,G44,G61,0.0218691
5782,G45,G61,0.042932592
5783,G46,G61,0.051086801
5784,G47,G61,0.030193644
5785,G48,G61,0.033690887
5786,G49,G61,0.023023109
5787,G5,G61,0.016616456
5788,G50,G61,0.104441025
5789,G51,G61,0.057087778
5790,G52,G61,0.036208876
5791,G53,G61,0.065058728
5792,G54,G61,0.026171054
5793,G55,G61,0.052643572
5794,G56,G61,0.03586016
5795,G57,G61,0.037265303
5796,G58,G61,0.052273632
5797,G59,G61,0.052856348
5798,G6,G61,0.024586897
5799,G60,G61,0.032089505
5800,G62,G61,0.031651144
5801,G63,G61,0.025718925
5802,G64,G61,0.029079751
5803,G65,G61,0.050989887
5804,G66,G61,0.032572435
5805,G67,G61,0.046891003
5806,G68,G61,0.044951309
5807,G69,G61,0.027500023
5808,G7,G61,0.034939423
5809,G70,G61,0.040782778
5810,G71,G61,0.06665655
5811,G72,G61,0.034966373
5812,G73,G61,0.046503983
5813,G74,G61,0.048639383
5814,G75,G61,0.033728688
5815,G76,G61,0.059219619
5816,G77,G61,0.013980558
5817,G78,G61,0.017531416
5818,G79,G61,0.029660694
5819,G8,G61,0.041444055
5820,G80,G61,0.036064366
5821,G81,G61,0.04253215
5822,G82,G61,0.061207595
5823,G83,G61,0.021474635
5824,G84,G61,0.014910816
5825,G85,G61,0.036885369
5826,G86,G61,0.060532171
5827,G87,G61,0.038198132
5828,G88,G61,0.044863095
5829,G89,G61,0.063544356
5830,G9,G61,0.041981829
5831,G90,G61,0.042524947
5832,G91,G61,0.060830765
5833,G92,G61,0.095354271
5834,G93,G61,0.028958094
5835,G94,G61,0.020383566
5836,G95,G61,0.015475606
5837,G96,G61,0.040846849
5838,G97,G61,0.024422054
5839,G98,G61,0.031414658
5840,G99,G61,0.044576423
