,source,target,value
9504,G1,G96,0.038137877
9505,G10,G96,0.038309561
9506,G100,G96,0.034170799
9507,G11,G96,0.043547883
9508,G12,G96,0.030280191
9509,G13,G96,0.018801232
9510,G14,G96,0.097574445
9511,G15,G96,0.077507986
9512,G16,G96,0.017153247
9513,G17,G96,0.036781849
9514,G18,G96,0.024089844
9515,G19,G96,0.059881493
9516,G2,G96,0.067829231
9517,G20,G96,0.033357296
9518,G21,G96,0.066061479
9519,G22,G96,0.027880548
9520,G23,G96,0.039040323
9521,G24,G96,0.029562457
9522,G25,G96,0.037170099
9523,G26,G96,0.047709365
9524,G27,G96,0.046512201
9525,G28,G96,0.026177819
9526,G29,G96,0.036740715
9527,G3,G96,0.041328874
9528,G30,G96,0.065432599
9529,G31,G96,0.028739091
9530,G32,G96,0.028586841
9531,G33,G96,0.01733905
9532,G34,G96,0.028663953
9533,G35,G96,0.016354683
9534,G36,G96,0.03978528
9535,G37,G96,0.041046859
9536,G38,G96,0.042959436
9537,G39,G96,0.041225744
9538,G4,G96,0.023078603
9539,G40,G96,0.023531369
9540,G41,G96,0.041360746
9541,G42,G96,0.049139118
9542,G43,G96,0.04470191
9543,G44,G96,0.02116057
9544,G45,G96,0.028973663
9545,G46,G96,0.06972412
9546,G47,G96,0.039263749
9547,G48,G96,0.045549275
9548,G49,G96,0.021218324
9549,G5,G96,0.058433344
9550,G50,G96,0.033014629
9551,G51,G96,0.055035745
9552,G52,G96,0.026619286
9553,G53,G96,0.05597786
9554,G54,G96,0.032210014
9555,G55,G96,0.119088168
9556,G56,G96,0.022627161
9557,G57,G96,0.066193482
9558,G58,G96,0.036258178
9559,G59,G96,0.013835456
9560,G6,G96,0.047844986
9561,G60,G96,0.059800127
9562,G61,G96,0.022414374
9563,G62,G96,0.035396277
9564,G63,G96,0.034692696
9565,G64,G96,0.02019742
9566,G65,G96,0.035395452
9567,G66,G96,0.029012459
9568,G67,G96,0.05717476
9569,G68,G96,0.03263842
9570,G69,G96,0.043295054
9571,G7,G96,0.025996573
9572,G70,G96,0.043460822
9573,G71,G96,0.049106697
9574,G72,G96,0.070525098
9575,G73,G96,0.060046402
9576,G74,G96,0.046305224
9577,G75,G96,0.024230394
9578,G76,G96,0.02342808
9579,G77,G96,0.021393368
9580,G78,G96,0.077575237
9581,G79,G96,0.058721432
9582,G8,G96,0.035821962
9583,G80,G96,0.072805496
9584,G81,G96,0.022819972
9585,G82,G96,0.053087224
9586,G83,G96,0.029033856
9587,G84,G96,0.024243714
9588,G85,G96,0.051430678
9589,G86,G96,0.046614947
9590,G87,G96,0.022290991
9591,G88,G96,0.045402997
9592,G89,G96,0.028875399
9593,G9,G96,0.040700072
9594,G90,G96,0.029475308
9595,G91,G96,0.047613732
9596,G92,G96,0.040545182
9597,G93,G96,0.036332316
9598,G94,G96,0.061607398
9599,G95,G96,0.021177396
9600,G97,G96,0.01986059
9601,G98,G96,0.063602685
9602,G99,G96,0.061166422
