,Unnamed: 0,source,target,value,z_score
0,6930,G1,G72,0.018585692,-0.35905232245781743
1,6931,G10,G72,0.038169586,-0.053783546288674426
2,6932,G100,G72,0.076789442,0.5482129809059957
3,6933,G11,G72,0.027698786,-0.216999722883169
4,6934,G12,G72,0.022874358,-0.29220168380453354
5,6935,G13,G72,0.021160583,-0.31891557415132943
6,6936,G14,G72,0.026406927,-0.23713689355581932
7,6937,G15,G72,0.057986101,0.25511126707109283
8,6938,G16,G72,0.017666871,-0.3733746713322807
9,6939,G17,G72,0.021507325,-0.31351064773646825
10,6940,G18,G72,0.047329035,0.0889916232773823
11,6941,G19,G72,0.020127244,-0.33502300058541074
12,6942,G2,G72,0.157468661,1.8058201986744473
13,6943,G20,G72,0.038394474,-0.05027804914213523
14,6944,G21,G72,0.063257232,0.33727632114038214
15,6945,G22,G72,0.023911216,-0.27603940409033656
16,6946,G23,G72,0.023325223,-0.2851737144554603
17,6947,G24,G72,0.188436485,2.2885387904469217
18,6948,G25,G72,0.036152312,-0.08522830212619233
19,6949,G26,G72,0.034254426,-0.11481206807838501
20,6950,G27,G72,0.022259983,-0.30177840559229024
21,6951,G28,G72,0.027808858,-0.21528394844472026
22,6952,G29,G72,0.039240811,-0.03708556248873194
23,6953,G3,G72,0.234970554,3.0139000640424825
24,6954,G30,G72,0.019516873,-0.344537309035974
25,6955,G31,G72,0.058515161,0.2633581202617835
26,6956,G32,G72,0.028442979,-0.20539943101355188
27,6957,G33,G72,0.021634543,-0.31152760579564254
28,6958,G34,G72,0.016993577,-0.38386980755912237
29,6959,G35,G72,0.019214272,-0.3492541767302926
30,6960,G36,G72,0.031133072,-0.16346694312880442
31,6961,G37,G72,0.031207188,-0.16231164170537188
32,6962,G38,G72,0.033689742,-0.12361421915223657
33,6963,G39,G72,0.036211471,-0.08430614662793486
34,6964,G4,G72,0.026717766,-0.23229161400540713
35,6965,G40,G72,0.034444582,-0.11184796454508256
36,6966,G41,G72,0.027103852,-0.22627340329021228
37,6967,G42,G72,0.022368494,-0.30008696362620885
38,6968,G43,G72,0.016319116,-0.39438313468618996
39,6969,G44,G72,0.016730217,-0.3879749964910021
40,6970,G45,G72,0.036873788,-0.07398211709499228
41,6971,G46,G72,0.018468275,-0.3608825888946891
42,6972,G47,G72,0.019365178,-0.34690189224914797
43,6973,G48,G72,0.038256578,-0.052427537040640994
44,6974,G49,G72,0.04092109,-0.01089379930043489
45,6975,G5,G72,0.021815534,-0.30870636395948725
46,6976,G50,G72,0.024887511,-0.2608211650705556
47,6977,G51,G72,0.064916294,0.3631373591100899
48,6978,G52,G72,0.028992046,-0.19684071377759957
49,6979,G53,G72,0.028304653,-0.20755562164307498
50,6980,G54,G72,0.021966067,-0.30635989370780653
51,6981,G55,G72,0.047965937,0.09891949023171122
52,6982,G56,G72,0.033318927,-0.12939438938983905
53,6983,G57,G72,0.018925528,-0.3537550450206429
54,6984,G58,G72,0.039324185,-0.03578594970772295
55,6985,G59,G72,0.04561505,0.06227445950381057
56,6986,G6,G72,0.026970251,-0.22835594181727814
57,6987,G60,G72,0.022883588,-0.29205780890386057
58,6988,G61,G72,0.016414149,-0.3929017843681336
59,6989,G62,G72,0.023969773,-0.2751266324155033
60,6990,G63,G72,0.027998538,-0.2123272646787765
61,6991,G64,G72,0.027414413,-0.2214324571333415
62,6992,G65,G72,0.041877312,0.004011546882811925
63,6993,G66,G72,0.018876238,-0.3545233650481807
64,6994,G67,G72,0.016171347,-0.3966865204064016
65,6995,G68,G72,0.021015534,-0.3211765612009202
66,6996,G69,G72,0.02684503,-0.23030785502824
67,6997,G7,G72,0.02681756,-0.23073605042601766
68,6998,G70,G72,0.0305937,-0.1718745371619371
69,6999,G71,G72,0.099150141,0.896765889638885
70,7000,G73,G72,0.025461418,-0.2518752482102568
71,7001,G74,G72,0.033355589,-0.12882291142575727
72,7002,G75,G72,0.014535094,-0.4221920174650095
73,7003,G76,G72,0.029985027,-0.18136237761885546
74,7004,G77,G72,0.020120262,-0.33513183423183535
75,7005,G78,G72,0.021472757,-0.3140494849592706
76,7006,G79,G72,0.05264585,0.1718687879601437
77,7007,G8,G72,0.037492418,-0.0643390694456577
78,7008,G80,G72,0.025694126,-0.24824785488568257
79,7009,G81,G72,0.024111613,-0.27291566644459725
80,7010,G82,G72,0.054679227,0.20356455328038506
81,7011,G83,G72,0.034061143,-0.11782491449515478
82,7012,G84,G72,0.020218453,-0.3336012578101684
83,7013,G85,G72,0.044898445,0.051104202386064355
84,7014,G86,G72,0.025859494,-0.245670140413906
85,7015,G87,G72,0.078115287,0.5688799167329552
86,7016,G88,G72,0.025548836,-0.2505125985821924
87,7017,G89,G72,0.029671651,-0.18624720328226957
88,7018,G9,G72,0.040835694,-0.012224930504971667
89,7019,G90,G72,0.042973077,0.021092053983135312
90,7020,G91,G72,0.016041774,-0.3987062714903568
91,7021,G92,G72,0.017208477,-0.3805200008251425
92,7022,G93,G72,0.012512388,-0.45372144594179675
93,7023,G94,G72,0.592344095,8.584548245466618
94,7024,G95,G72,0.017619775,-0.37410879184388385
95,7025,G96,G72,0.029018982,-0.19642084223648057
96,7026,G97,G72,0.014458807,-0.423381159886206
97,7027,G98,G72,0.02445367,-0.26758376862233124
98,7028,G99,G72,0.032043248,-0.14927935032328132
