,source,target,value
99,G1,G10,0.041888329
100,G100,G10,0.090820797
101,G11,G10,0.0415316
102,G12,G10,0.029406099
103,G13,G10,0.014893682
104,G14,G10,0.024655442
105,G15,G10,0.155925837
106,G16,G10,0.056411176
107,G17,G10,0.025278198
108,G18,G10,0.038374602
109,G19,G10,0.016513056
110,G2,G10,0.032538528
111,G20,G10,0.062991786
112,G21,G10,0.240185834
113,G22,G10,0.02294838
114,G23,G10,0.033141956
115,G24,G10,0.014845492
116,G25,G10,0.033519998
117,G26,G10,0.038255204
118,G27,G10,0.013914935
119,G28,G10,0.030987026
120,G29,G10,0.12945695
121,G3,G10,0.023227006
122,G30,G10,0.022144205
123,G31,G10,0.029469153
124,G32,G10,0.025231175
125,G33,G10,0.035192454
126,G34,G10,0.022066696
127,G35,G10,0.02107405
128,G36,G10,0.026448681
129,G37,G10,0.044471521
130,G38,G10,0.030885559
131,G39,G10,0.034733422
132,G4,G10,0.023153873
133,G40,G10,0.026339643
134,G41,G10,0.027044511
135,G42,G10,0.027783326
136,G43,G10,0.015304826
137,G44,G10,0.028229948
138,G45,G10,0.056152559
139,G46,G10,0.024870202
140,G47,G10,0.022314957
141,G48,G10,0.038603986
142,G49,G10,0.02440822
143,G5,G10,0.029288793
144,G50,G10,0.02658085
145,G51,G10,0.089487271
146,G52,G10,0.109496659
147,G53,G10,0.077348223
148,G54,G10,0.043181425
149,G55,G10,0.16684273
150,G56,G10,0.010665199
151,G57,G10,0.034665486
152,G58,G10,0.023779466
153,G59,G10,0.037453994
154,G6,G10,0.018121195
155,G60,G10,0.031550649
156,G61,G10,0.016654488
157,G62,G10,0.038042554
158,G63,G10,0.055191569
159,G64,G10,0.026586524
160,G65,G10,0.02901196
161,G66,G10,0.024835881
162,G67,G10,0.012637622
163,G68,G10,0.029570655
164,G69,G10,0.170120086
165,G7,G10,0.028687641
166,G70,G10,0.033646357
167,G71,G10,0.103341679
168,G72,G10,0.030053678
169,G73,G10,0.048592345
170,G74,G10,0.049884564
171,G75,G10,0.028402129
172,G76,G10,0.016559508
173,G77,G10,0.016017625
174,G78,G10,0.043247188
175,G79,G10,0.029914899
176,G8,G10,0.031792546
177,G80,G10,0.050038313
178,G81,G10,0.020528971
179,G82,G10,0.054102503
180,G83,G10,0.015650463
181,G84,G10,0.036789919
182,G85,G10,0.06382256
183,G86,G10,0.045445943
184,G87,G10,0.019336297
185,G88,G10,0.025096614
186,G89,G10,0.086849754
187,G9,G10,0.038753398
188,G90,G10,0.024976198
189,G91,G10,0.019284382
190,G92,G10,0.044341352
191,G93,G10,0.015982756
192,G94,G10,0.02655625
193,G95,G10,0.017377241
194,G96,G10,0.019695824
195,G97,G10,0.014489583
196,G98,G10,0.013579153
197,G99,G10,0.033511745
