,source,target,value
8712,G1,G89,0.020100715
8713,G10,G89,0.094416004
8714,G100,G89,0.034199454
8715,G11,G89,0.03482248
8716,G12,G89,0.051814398
8717,G13,G89,0.017346058
8718,G14,G89,0.023422445
8719,G15,G89,0.104370454
8720,G16,G89,0.03530712
8721,G17,G89,0.078892131
8722,G18,G89,0.078806761
8723,G19,G89,0.017095142
8724,G2,G89,0.043248255
8725,G20,G89,0.056046069
8726,G21,G89,0.105727145
8727,G22,G89,0.028099097
8728,G23,G89,0.021020546
8729,G24,G89,0.037340668
8730,G25,G89,0.033710464
8731,G26,G89,0.041978033
8732,G27,G89,0.018008288
8733,G28,G89,0.034237159
8734,G29,G89,0.041987691
8735,G3,G89,0.016087677
8736,G30,G89,0.037817716
8737,G31,G89,0.023412183
8738,G32,G89,0.032026056
8739,G33,G89,0.077381916
8740,G34,G89,0.043700921
8741,G35,G89,0.030450323
8742,G36,G89,0.04538184
8743,G37,G89,0.150175175
8744,G38,G89,0.088983204
8745,G39,G89,0.050997341
8746,G4,G89,0.028136654
8747,G40,G89,0.019789538
8748,G41,G89,0.042910459
8749,G42,G89,0.014726652
8750,G43,G89,0.076124333
8751,G44,G89,0.022926326
8752,G45,G89,0.036098555
8753,G46,G89,0.021418258
8754,G47,G89,0.019430283
8755,G48,G89,0.034760746
8756,G49,G89,0.028488283
8757,G5,G89,0.022532314
8758,G50,G89,0.021176215
8759,G51,G89,0.057498289
8760,G52,G89,0.020844945
8761,G53,G89,0.05558708
8762,G54,G89,0.026360988
8763,G55,G89,0.053400514
8764,G56,G89,0.030816009
8765,G57,G89,0.029080031
8766,G58,G89,0.028616869
8767,G59,G89,0.021828452
8768,G6,G89,0.039109797
8769,G60,G89,0.014929709
8770,G61,G89,0.057625192
8771,G62,G89,0.023610709
8772,G63,G89,0.036343226
8773,G64,G89,0.025042755
8774,G65,G89,0.037240798
8775,G66,G89,0.058041427
8776,G67,G89,0.020862298
8777,G68,G89,0.024056505
8778,G69,G89,0.066723561
8779,G7,G89,0.026200857
8780,G70,G89,0.033788395
8781,G71,G89,0.049833035
8782,G72,G89,0.026354883
8783,G73,G89,0.028452869
8784,G74,G89,0.045212743
8785,G75,G89,0.017676006
8786,G76,G89,0.035872694
8787,G77,G89,0.025677121
8788,G78,G89,0.023136666
8789,G79,G89,0.022403645
8790,G8,G89,0.048959216
8791,G80,G89,0.027838221
8792,G81,G89,0.040520042
8793,G82,G89,0.079185416
8794,G83,G89,0.018240415
8795,G84,G89,0.052801653
8796,G85,G89,0.16798118
8797,G86,G89,0.060405095
8798,G87,G89,0.039563035
8799,G88,G89,0.032639587
8800,G9,G89,0.038979679
8801,G90,G89,0.041202551
8802,G91,G89,0.040867701
8803,G92,G89,0.026332785
8804,G93,G89,0.022306574
8805,G94,G89,0.021793735
8806,G95,G89,0.020281226
8807,G96,G89,0.022225811
8808,G97,G89,0.075684254
8809,G98,G89,0.027210335
8810,G99,G89,0.036662267
