,Unnamed: 0,source,target,value,z_score
0,4554,G1,G50,0.034737808,-0.21067741500073056
1,4555,G10,G50,0.043949129,0.0874033395996624
2,4556,G100,G50,0.034362209,-0.22283189678973284
3,4557,G11,G50,0.098216328,1.8435040799787772
4,4558,G12,G50,0.056916616,0.5070346074960679
5,4559,G13,G50,0.015443591,-0.835043318955628
6,4560,G14,G50,0.036030092,-0.16885876706977543
7,4561,G15,G50,0.043412655,0.07004290077188821
8,4562,G16,G50,0.038336253,-0.094230794479308
9,4563,G17,G50,0.03306887,-0.2646846847963734
10,4564,G18,G50,0.032770111,-0.27435260410606416
11,4565,G19,G50,0.022464377,-0.6078488493710945
12,4566,G2,G50,0.016759536,-0.7924589948817395
13,4567,G20,G50,0.050345305,0.2943852663653154
14,4568,G21,G50,0.050365338,0.29503353948020417
15,4569,G22,G50,0.03745201,-0.12284512902373601
16,4570,G23,G50,0.021375758,-0.6430768446816829
17,4571,G24,G50,0.028653162,-0.40757814955946137
18,4572,G25,G50,0.032914522,-0.26967942640955367
19,4573,G26,G50,0.046799916,0.17965555186812948
20,4574,G27,G50,0.03292932,-0.2692005592626401
21,4575,G28,G50,0.020453593,-0.6729183450556327
22,4576,G29,G50,0.037992576,-0.10535227200666802
23,4577,G3,G50,0.030245256,-0.35605757168417523
24,4578,G30,G50,0.035631286,-0.18176423344307463
25,4579,G31,G50,0.05846296,0.5570747034162719
26,4580,G32,G50,0.044947448,0.1197092033136627
27,4581,G33,G50,0.017930777,-0.7545573300609263
28,4582,G34,G50,0.019916171,-0.6903094614111319
29,4583,G35,G50,0.027411645,-0.44775396410432594
30,4584,G36,G50,0.023796813,-0.564730872227889
31,4585,G37,G50,0.039776671,-0.0476184915989732
32,4586,G38,G50,0.050433372,0.29723513749839087
33,4587,G39,G50,0.040574536,-0.02179937170626259
34,4588,G4,G50,0.059512859,0.5910497094088105
35,4589,G40,G50,0.038742396,-0.08108790086875348
36,4590,G41,G50,0.02841305,-0.4153482366239128
37,4591,G42,G50,0.027252972,-0.45288866384768606
38,4592,G43,G50,0.024802066,-0.5322006224619424
39,4593,G44,G50,0.025008021,-0.5255358648431684
40,4594,G45,G50,0.045948695,0.1521098178727882
41,4595,G46,G50,0.023606931,-0.5708755033665749
42,4596,G47,G50,0.030018383,-0.3633992412491004
43,4597,G48,G50,0.052787458,0.37341397561229683
44,4598,G49,G50,0.018878404,-0.723891872713418
45,4599,G5,G50,0.041437925,0.0061401219487385045
46,4600,G51,G50,0.075543521,1.1098061207534857
47,4601,G52,G50,0.021594067,-0.6360123083946447
48,4602,G53,G50,0.017295768,-0.7751063872372033
49,4603,G54,G50,0.039059106,-0.07083908250822822
50,4604,G55,G50,0.0272453,-0.45313693177248143
51,4605,G56,G50,0.033364291,-0.2551247840389466
52,4606,G57,G50,0.038385497,-0.09263724577119753
53,4607,G58,G50,0.03478897,-0.20902179931142112
54,4608,G59,G50,0.046282973,0.16292714130406483
55,4609,G6,G50,0.040321694,-0.029981404897231997
56,4610,G60,G50,0.034331845,-0.22381448376424884
57,4611,G61,G50,0.067629139,0.8536946511004613
58,4612,G62,G50,0.030718868,-0.3407313636030758
59,4613,G63,G50,0.027515838,-0.4443822513973125
60,4614,G64,G50,0.031967523,-0.3003245615129573
61,4615,G65,G50,0.021448261,-0.6407306286556872
62,4616,G66,G50,0.013856161,-0.886412968572149
63,4617,G67,G50,0.056318651,0.4876843038398794
64,4618,G68,G50,0.216870985,5.683199786534958
65,4619,G69,G50,0.030608787,-0.34429361352870175
66,4620,G7,G50,0.064245026,0.7441838701068338
67,4621,G70,G50,0.044018101,0.0896352915429609
68,4622,G71,G50,0.050877315,0.3116012489865871
69,4623,G72,G50,0.025822625,-0.49917506653633503
70,4624,G73,G50,0.035962063,-0.17106020328665564
71,4625,G74,G50,0.058065296,0.5442061924613925
72,4626,G75,G50,0.026870083,-0.4652790519416619
73,4627,G76,G50,0.013895999,-0.885123800481951
74,4628,G77,G50,0.031435042,-0.3175557858173073
75,4629,G78,G50,0.025290484,-0.5163952883518388
76,4630,G79,G50,0.031466669,-0.31653232783275265
77,4631,G8,G50,0.082247483,1.326748082907704
78,4632,G80,G50,0.061611753,0.6589704677176608
79,4633,G81,G50,0.03795428,-0.10659154057392094
80,4634,G82,G50,0.063742477,0.7279212531441126
81,4635,G83,G50,0.030897068,-0.33496476503705147
82,4636,G84,G50,0.017607096,-0.7650317318030662
83,4637,G85,G50,0.056380618,0.4896895721526787
84,4638,G86,G50,0.021641381,-0.6344812149908687
85,4639,G87,G50,0.032573572,-0.2807126575043124
86,4640,G88,G50,0.042950685,0.05509343085299783
87,4641,G89,G50,0.038820374,-0.0785645124120675
88,4642,G9,G50,0.119518061,2.5328337262842404
89,4643,G90,G50,0.023247035,-0.5825218319721749
90,4644,G91,G50,0.041257876,0.000313689259545868
91,4645,G92,G50,0.036018198,-0.1692436600178354
92,4646,G93,G50,0.016212461,-0.8101624848396956
93,4647,G94,G50,0.051229987,0.32301380706445987
94,4648,G95,G50,0.02646212,-0.4784808412278067
95,4649,G96,G50,0.027580718,-0.44228271764330773
96,4650,G97,G50,0.029834376,-0.36935375585257085
97,4651,G98,G50,0.019251598,-0.7118152173528742
98,4652,G99,G50,0.222149717,5.854020933457669
