,source,target,value
693,G1,G15,0.013344003
694,G10,G15,0.227737944
695,G100,G15,0.132550772
696,G11,G15,0.025067119
697,G12,G15,0.028987234
698,G13,G15,0.014564145
699,G14,G15,0.031786264
700,G16,G15,0.032787792
701,G17,G15,0.02630091
702,G18,G15,0.009174438
703,G19,G15,0.029733226
704,G2,G15,0.027669215
705,G20,G15,0.040548509
706,G21,G15,0.216707749
707,G22,G15,0.045063002
708,G23,G15,0.007065602
709,G24,G15,0.010000228
710,G25,G15,0.095562262
711,G26,G15,0.032392307
712,G27,G15,0.012117145
713,G28,G15,0.016737602
714,G29,G15,0.350029885
715,G3,G15,0.019421173
716,G30,G15,0.061845552
717,G31,G15,0.02621432
718,G32,G15,0.028582691
719,G33,G15,0.008177311
720,G34,G15,0.007711812
721,G35,G15,0.013698719
722,G36,G15,0.018195873
723,G37,G15,0.133699289
724,G38,G15,0.085208848
725,G39,G15,0.037746557
726,G4,G15,0.015164636
727,G40,G15,0.013779942
728,G41,G15,0.026645691
729,G42,G15,0.015899908
730,G43,G15,0.022742499
731,G44,G15,0.013733043
732,G45,G15,0.056199325
733,G46,G15,0.031778179
734,G47,G15,0.008283369
735,G48,G15,0.063103946
736,G49,G15,0.025275368
737,G5,G15,0.02535687
738,G50,G15,0.012941257
739,G51,G15,0.05684275
740,G52,G15,0.012411262
741,G53,G15,0.11376244
742,G54,G15,0.006991754
743,G55,G15,0.131452495
744,G56,G15,0.012325108
745,G57,G15,0.012184662
746,G58,G15,0.019885076
747,G59,G15,0.021374804
748,G6,G15,0.004677172
749,G60,G15,0.019633314
750,G61,G15,0.010587792
751,G62,G15,0.021633729
752,G63,G15,0.061544261
753,G64,G15,0.016630939
754,G65,G15,0.015963153
755,G66,G15,0.003986976
756,G67,G15,0.025271767
757,G68,G15,0.043385059
758,G69,G15,0.139756522
759,G7,G15,0.039910467
760,G70,G15,0.045637149
761,G71,G15,0.081420948
762,G72,G15,0.019274305
763,G73,G15,0.033938852
764,G74,G15,0.073587142
765,G75,G15,0.019382629
766,G76,G15,0.005895046
767,G77,G15,0.045707606
768,G78,G15,0.010805893
769,G79,G15,0.025923411
770,G8,G15,0.034844429
771,G80,G15,0.024014797
772,G81,G15,0.023068549
773,G82,G15,0.04538939
774,G83,G15,0.014434081
775,G84,G15,0.030586801
776,G85,G15,0.197525945
777,G86,G15,0.010597168
778,G87,G15,0.02718402
779,G88,G15,0.014937441
780,G89,G15,0.04979886
781,G9,G15,0.040657685
782,G90,G15,0.010247515
783,G91,G15,0.01021836
784,G92,G15,0.019695517
785,G93,G15,0.015641823
786,G94,G15,0.019266571
787,G95,G15,0.016607249
788,G96,G15,0.017179615
789,G97,G15,0.012806213
790,G98,G15,0.017715861
791,G99,G15,0.028473846
