,source,target,value
7722,G1,G8,0.030619158
7723,G10,G8,0.029041638
7724,G100,G8,0.02621292
7725,G11,G8,0.064854426
7726,G12,G8,0.02034649
7727,G13,G8,0.06106137
7728,G14,G8,0.022320842
7729,G15,G8,0.054380863
7730,G16,G8,0.018425373
7731,G17,G8,0.008308201
7732,G18,G8,0.020139133
7733,G19,G8,0.032290558
7734,G2,G8,0.017029009
7735,G20,G8,0.530711602
7736,G21,G8,0.035603803
7737,G22,G8,0.037138722
7738,G23,G8,0.02177466
7739,G24,G8,0.015769074
7740,G25,G8,0.030891716
7741,G26,G8,0.051040632
7742,G27,G8,0.017832205
7743,G28,G8,0.024959423
7744,G29,G8,0.029222021
7745,G3,G8,0.026289473
7746,G30,G8,0.015170172
7747,G31,G8,0.023980002
7748,G32,G8,0.029521568
7749,G33,G8,0.009998192
7750,G34,G8,0.03132324
7751,G35,G8,0.022278523
7752,G36,G8,0.027736668
7753,G37,G8,0.033185349
7754,G38,G8,0.036009549
7755,G39,G8,0.121194222
7756,G4,G8,0.041645536
7757,G40,G8,0.020589691
7758,G41,G8,0.021662435
7759,G42,G8,0.01985203
7760,G43,G8,0.017421596
7761,G44,G8,0.021283036
7762,G45,G8,0.033456284
7763,G46,G8,0.020890735
7764,G47,G8,0.019183917
7765,G48,G8,0.035604048
7766,G49,G8,0.033409876
7767,G5,G8,0.023340004
7768,G50,G8,0.035138738
7769,G51,G8,0.105646204
7770,G52,G8,0.015860638
7771,G53,G8,0.043196196
7772,G54,G8,0.01145575
7773,G55,G8,0.037476428
7774,G56,G8,0.015932177
7775,G57,G8,0.036308904
7776,G58,G8,0.035139936
7777,G59,G8,0.020601424
7778,G6,G8,0.014185355
7779,G60,G8,0.045207294
7780,G61,G8,0.028484164
7781,G62,G8,0.015961846
7782,G63,G8,0.02575066
7783,G64,G8,0.019981342
7784,G65,G8,0.015487319
7785,G66,G8,0.017537176
7786,G67,G8,0.026981845
7787,G68,G8,0.053164595
7788,G69,G8,0.056571057
7789,G7,G8,0.023052307
7790,G70,G8,0.055206114
7791,G71,G8,0.035659555
7792,G72,G8,0.026860907
7793,G73,G8,0.019114991
7794,G74,G8,0.289260034
7795,G75,G8,0.016723386
7796,G76,G8,0.025911265
7797,G77,G8,0.025847118
7798,G78,G8,0.01337674
7799,G79,G8,0.078251419
7800,G80,G8,0.023467172
7801,G81,G8,0.027015738
7802,G82,G8,0.129964549
7803,G83,G8,0.019154547
7804,G84,G8,0.009309351
7805,G85,G8,0.043362945
7806,G86,G8,0.016520986
7807,G87,G8,0.037576533
7808,G88,G8,0.059623615
7809,G89,G8,0.042185714
7810,G9,G8,0.052844634
7811,G90,G8,0.047834307
7812,G91,G8,0.016351706
7813,G92,G8,0.021154232
7814,G93,G8,0.044038186
7815,G94,G8,0.02765045
7816,G95,G8,0.02862236
7817,G96,G8,0.02509549
7818,G97,G8,0.013201154
7819,G98,G8,0.014372333
7820,G99,G8,0.322362875
