,source,target,value
6831,G1,G71,0.020998644
6832,G10,G71,0.047573532
6833,G100,G71,0.029139493
6834,G11,G71,0.021837575
6835,G12,G71,0.017839677
6836,G13,G71,0.021130928
6837,G14,G71,0.025897581
6838,G15,G71,0.050145541
6839,G16,G71,0.025366373
6840,G17,G71,0.017938908
6841,G18,G71,0.031341306
6842,G19,G71,0.005635387
6843,G2,G71,0.066975504
6844,G20,G71,0.044311574
6845,G21,G71,0.050573542
6846,G22,G71,0.020008792
6847,G23,G71,0.027586291
6848,G24,G71,0.025151718
6849,G25,G71,0.024134306
6850,G26,G71,0.068327915
6851,G27,G71,0.018694573
6852,G28,G71,0.022405902
6853,G29,G71,0.026024859
6854,G3,G71,0.020159374
6855,G30,G71,0.020761007
6856,G31,G71,0.043489303
6857,G32,G71,0.056911783
6858,G33,G71,0.02873759
6859,G34,G71,0.013950901
6860,G35,G71,0.011659162
6861,G36,G71,0.019011609
6862,G37,G71,0.038225627
6863,G38,G71,0.210259075
6864,G39,G71,0.042814214
6865,G4,G71,0.026159812
6866,G40,G71,0.015455954
6867,G41,G71,0.029409765
6868,G42,G71,0.022917791
6869,G43,G71,0.012895047
6870,G44,G71,0.013262842
6871,G45,G71,0.025880937
6872,G46,G71,0.023932394
6873,G47,G71,0.033774082
6874,G48,G71,0.11110102
6875,G49,G71,0.034002931
6876,G5,G71,0.064795483
6877,G50,G71,0.014768861
6878,G51,G71,0.710019471
6879,G52,G71,0.020569883
6880,G53,G71,0.059741157
6881,G54,G71,0.009114559
6882,G55,G71,0.030963258
6883,G56,G71,0.015930963
6884,G57,G71,0.029439477
6885,G58,G71,0.012721184
6886,G59,G71,0.026229229
6887,G6,G71,0.010699523
6888,G60,G71,0.013964489
6889,G61,G71,0.0168054
6890,G62,G71,0.02844981
6891,G63,G71,0.084878446
6892,G64,G71,0.018267131
6893,G65,G71,0.032223608
6894,G66,G71,0.017003213
6895,G67,G71,0.012745735
6896,G68,G71,0.024334826
6897,G69,G71,0.021449323
6898,G7,G71,0.0256477
6899,G70,G71,0.047406779
6900,G72,G71,0.040733783
6901,G73,G71,0.038327075
6902,G74,G71,0.030929452
6903,G75,G71,0.0156023
6904,G76,G71,0.020714778
6905,G77,G71,0.017039351
6906,G78,G71,0.014959998
6907,G79,G71,0.032123016
6908,G8,G71,0.030167669
6909,G80,G71,0.020792295
6910,G81,G71,0.015547265
6911,G82,G71,0.274895023
6912,G83,G71,0.017175879
6913,G84,G71,0.007741162
6914,G85,G71,0.041162305
6915,G86,G71,0.019945876
6916,G87,G71,0.022295503
6917,G88,G71,0.108731014
6918,G89,G71,0.013238651
6919,G9,G71,0.137358111
6920,G90,G71,0.101034118
6921,G91,G71,0.015553913
6922,G92,G71,0.018812252
6923,G93,G71,0.029332305
6924,G94,G71,0.029266
6925,G95,G71,0.013760336
6926,G96,G71,0.013024698
6927,G97,G71,0.012106839
6928,G98,G71,0.010980549
6929,G99,G71,0.027527682
