,source,target,value
5940,G1,G63,0.049439831
5941,G10,G63,0.035804361
5942,G100,G63,0.03601884
5943,G11,G63,0.023440734
5944,G12,G63,0.036894631
5945,G13,G63,0.025618411
5946,G14,G63,0.013692011
5947,G15,G63,0.077246523
5948,G16,G63,0.028323972
5949,G17,G63,0.015780574
5950,G18,G63,0.02428408
5951,G19,G63,0.008140188
5952,G2,G63,0.018064527
5953,G20,G63,0.053079494
5954,G21,G63,0.056481257
5955,G22,G63,0.045933642
5956,G23,G63,0.02987378
5957,G24,G63,0.009458553
5958,G25,G63,0.082774362
5959,G26,G63,0.853116832
5960,G27,G63,0.021491424
5961,G28,G63,0.026559752
5962,G29,G63,0.029928582
5963,G3,G63,0.013895776
5964,G30,G63,0.015218323
5965,G31,G63,0.180707515
5966,G32,G63,0.024419526
5967,G33,G63,0.021866245
5968,G34,G63,0.020423805
5969,G35,G63,0.026311093
5970,G36,G63,0.021167887
5971,G37,G63,0.132683502
5972,G38,G63,0.021897952
5973,G39,G63,0.054203793
5974,G4,G63,0.022530498
5975,G40,G63,0.021820611
5976,G41,G63,0.036334259
5977,G42,G63,0.013652572
5978,G43,G63,0.044598604
5979,G44,G63,0.035453386
5980,G45,G63,0.014350448
5981,G46,G63,0.110234472
5982,G47,G63,0.019908419
5983,G48,G63,0.024905433
5984,G49,G63,0.032202744
5985,G5,G63,0.038723693
5986,G50,G63,0.022359573
5987,G51,G63,0.079868413
5988,G52,G63,0.024461463
5989,G53,G63,0.067726287
5990,G54,G63,0.022628809
5991,G55,G63,0.040118985
5992,G56,G63,0.025800581
5993,G57,G63,0.048263716
5994,G58,G63,0.013945617
5995,G59,G63,0.019238404
5996,G6,G63,0.025691844
5997,G60,G63,0.020795305
5998,G61,G63,0.009059338
5999,G62,G63,0.028797425
6000,G64,G63,0.05655356
6001,G65,G63,0.04529657
6002,G66,G63,0.029326306
6003,G67,G63,0.014244846
6004,G68,G63,0.04938248
6005,G69,G63,0.021744856
6006,G7,G63,0.037878859
6007,G70,G63,0.039297118
6008,G71,G63,0.089586734
6009,G72,G63,0.016969344
6010,G73,G63,0.022667098
6011,G74,G63,0.028087866
6012,G75,G63,0.014537588
6013,G76,G63,0.027410257
6014,G77,G63,0.016705301
6015,G78,G63,0.046774166
6016,G79,G63,0.045820288
6017,G8,G63,0.027261708
6018,G80,G63,0.02816699
6019,G81,G63,0.019057792
6020,G82,G63,0.053064595
6021,G83,G63,0.018516564
6022,G84,G63,0.028475271
6023,G85,G63,0.039756038
6024,G86,G63,0.019009265
6025,G87,G63,0.02037152
6026,G88,G63,0.039580053
6027,G89,G63,0.015712456
6028,G9,G63,0.038944214
6029,G90,G63,0.019743406
6030,G91,G63,0.008358376
6031,G92,G63,0.015413454
6032,G93,G63,0.0401094
6033,G94,G63,0.01852804
6034,G95,G63,0.013113344
6035,G96,G63,0.023130816
6036,G97,G63,0.018845496
6037,G98,G63,0.006144784
6038,G99,G63,0.019134862
