,Unnamed: 0,source,target,value,z_score
0,7029,G1,G73,0.021761123,-0.37382682477202195
1,7030,G10,G73,0.050890359,0.18341378217191504
2,7031,G100,G73,0.070243038,0.5536294167993107
3,7032,G11,G73,0.047856743,0.12538088281695633
4,7033,G12,G73,0.062575736,0.40695437114749694
5,7034,G13,G73,0.016443432,-0.4755539473227236
6,7035,G14,G73,0.084888485,0.8337959743858283
7,7036,G15,G73,0.057954412,0.3185487091986361
8,7037,G16,G73,0.027607286,-0.2619900632993494
9,7038,G17,G73,0.028528437,-0.2443684977242339
10,7039,G18,G73,0.015214468,-0.4990639578589508
11,7040,G19,G73,0.023698503,-0.33676485695793157
12,7041,G2,G73,0.020864258,-0.3909838005659211
13,7042,G20,G73,0.137393565,1.8382151306877637
14,7043,G21,G73,0.042547411,0.02381366745480724
15,7044,G22,G73,0.022792546,-0.3540957621881651
16,7045,G23,G73,0.016217271,-0.47988039422668805
17,7046,G24,G73,0.057581185,0.31140889818512846
18,7047,G25,G73,0.050795524,0.18159959408405962
19,7048,G26,G73,0.045195916,0.0744794155607326
20,7049,G27,G73,0.025711985,-0.2982470622670343
21,7050,G28,G73,0.018784233,-0.43077455901418804
22,7051,G29,G73,0.025136084,-0.3092640152272706
23,7052,G3,G73,0.042835578,0.029326285567455746
24,7053,G30,G73,0.014187546,-0.5187089165720485
25,7054,G31,G73,0.034343789,-0.1331211489069619
26,7055,G32,G73,0.014355123,-0.5155031782138629
27,7056,G33,G73,0.014123709,-0.519930114705274
28,7057,G34,G73,0.01712516,-0.46251252994773046
29,7058,G35,G73,0.062913153,0.4134091389235278
30,7059,G36,G73,0.033290195,-0.15327634144385127
31,7060,G37,G73,0.030051591,-0.2152306494322607
32,7061,G38,G73,0.043242248,0.037105859244770514
33,7062,G39,G73,0.515558488,9.072488326779387
34,7063,G4,G73,0.074642412,0.6377891880316692
35,7064,G40,G73,0.029560544,-0.2246243502597729
36,7065,G41,G73,0.035997573,-0.10148435623879266
37,7066,G42,G73,0.038594417,-0.05180688008738514
38,7067,G43,G73,0.015275754,-0.4978915602087973
39,7068,G44,G73,0.032754069,-0.16353240094498023
40,7069,G45,G73,0.043542685,0.042853201750712513
41,7070,G46,G73,0.014509539,-0.5125492090276523
42,7071,G47,G73,0.060949223,0.3758392711386189
43,7072,G48,G73,0.0376687,-0.06951579297951593
44,7073,G49,G73,0.012544425,-0.5501417266643672
45,7074,G5,G73,0.052245067,0.20932926818575368
46,7075,G50,G73,0.028359074,-0.2476084021595526
47,7076,G51,G73,0.038598729,-0.051724391775740376
48,7077,G52,G73,0.026786007,-0.277701083266722
49,7078,G53,G73,0.075602704,0.6561595186824081
50,7079,G54,G73,0.026538568,-0.28243457708515246
51,7080,G55,G73,0.087721454,0.8879905081873108
52,7081,G56,G73,0.026742458,-0.27853417312846096
53,7082,G57,G73,0.02249176,-0.359849781044006
54,7083,G58,G73,0.035243803,-0.11590393292443357
55,7084,G59,G73,0.029490728,-0.22595992631863
56,7085,G6,G73,0.021516185,-0.3785124746045007
57,7086,G60,G73,0.03269806,-0.16460384988906926
58,7087,G61,G73,0.023025524,-0.3496389064668347
59,7088,G62,G73,0.025519539,-0.3019285431628578
60,7089,G63,G73,0.029018335,-0.23499677720054354
61,7090,G64,G73,0.020597247,-0.3960917056170768
62,7091,G65,G73,0.016511349,-0.4742546990244912
63,7092,G66,G73,0.039374798,-0.03687823650443918
64,7093,G67,G73,0.018302524,-0.4399896244395345
65,7094,G68,G73,0.017433149,-0.45662071811675575
66,7095,G69,G73,0.025646415,-0.29950141259044527
67,7096,G7,G73,0.027357196,-0.266774270595092
68,7097,G70,G73,0.033061006,-0.15766071381341415
69,7098,G71,G73,0.068248754,0.5154788787426797
70,7099,G72,G73,0.023592125,-0.3387998619709529
71,7100,G74,G73,0.030797154,-0.20096807218392698
72,7101,G75,G73,0.024852665,-0.3146858043733863
73,7102,G76,G73,0.022982328,-0.3504652434589051
74,7103,G77,G73,0.042725105,0.02721294344029122
75,7104,G78,G73,0.035008072,-0.12041345337720133
76,7105,G79,G73,0.02605449,-0.29169496134405326
77,7106,G8,G73,0.030788751,-0.20112882108994531
78,7107,G80,G73,0.062872747,0.41263617447076384
79,7108,G81,G73,0.029616479,-0.22355431693142164
80,7109,G82,G73,0.053771671,0.23853311477901973
81,7110,G83,G73,0.030991599,-0.1972483505332385
82,7111,G84,G73,0.017506031,-0.4552264896544889
83,7112,G85,G73,0.03872096,-0.049386119785793076
84,7113,G86,G73,0.024396808,-0.3234063225277122
85,7114,G87,G73,0.021805891,-0.37297041551049287
86,7115,G88,G73,0.04209213,0.015104168147305886
87,7116,G89,G73,0.021918911,-0.37080834942002616
88,7117,G9,G73,0.035226344,-0.11623792258885982
89,7118,G90,G73,0.018773442,-0.4309809902226664
90,7119,G91,G73,0.037344581,-0.07571617078146242
91,7120,G92,G73,0.023689273,-0.33694142632631774
92,7121,G93,G73,0.085439522,0.8443372804581389
93,7122,G94,G73,0.028026702,-0.2539666593761569
94,7123,G95,G73,0.037230097,-0.07790624310760831
95,7124,G96,G73,0.06522228,0.45758260543636836
96,7125,G97,G73,0.016197643,-0.4802558767361879
97,7126,G98,G73,0.092364896,0.9768192862022566
98,7127,G99,G73,0.032067737,-0.1766618925748
