,source,target,value
8910,G1,G90,0.019214601
8911,G10,G90,0.036063784
8912,G100,G90,0.036579687
8913,G11,G90,0.056751689
8914,G12,G90,0.020714008
8915,G13,G90,0.047059382
8916,G14,G90,0.017310593
8917,G15,G90,0.047351756
8918,G16,G90,0.028667816
8919,G17,G90,0.027548347
8920,G18,G90,0.028440287
8921,G19,G90,0.022669238
8922,G2,G90,0.051798882
8923,G20,G90,0.027883499
8924,G21,G90,0.057045836
8925,G22,G90,0.04209448
8926,G23,G90,0.026879914
8927,G24,G90,0.029530511
8928,G25,G90,0.070062731
8929,G26,G90,0.092549413
8930,G27,G90,0.021958252
8931,G28,G90,0.026700443
8932,G29,G90,0.057957117
8933,G3,G90,0.025786004
8934,G30,G90,0.031246804
8935,G31,G90,0.034391241
8936,G32,G90,0.069797503
8937,G33,G90,0.07388291
8938,G34,G90,0.045009226
8939,G35,G90,0.016512852
8940,G36,G90,0.022923263
8941,G37,G90,0.042522214
8942,G38,G90,0.03073212
8943,G39,G90,0.02830038
8944,G4,G90,0.128070854
8945,G40,G90,0.02201811
8946,G41,G90,0.03018331
8947,G42,G90,0.027779338
8948,G43,G90,0.028485144
8949,G44,G90,0.031961058
8950,G45,G90,0.029441449
8951,G46,G90,0.039639304
8952,G47,G90,0.014381741
8953,G48,G90,0.08199332
8954,G49,G90,0.027042271
8955,G5,G90,0.026211666
8956,G50,G90,0.018637707
8957,G51,G90,0.101741379
8958,G52,G90,0.023603475
8959,G53,G90,0.029198673
8960,G54,G90,0.032679155
8961,G55,G90,0.047886519
8962,G56,G90,0.016604354
8963,G57,G90,0.02859607
8964,G58,G90,0.011967539
8965,G59,G90,0.057204415
8966,G6,G90,0.025120556
8967,G60,G90,0.017037194
8968,G61,G90,0.025824796
8969,G62,G90,0.02624433
8970,G63,G90,0.031161453
8971,G64,G90,0.023126404
8972,G65,G90,0.024819933
8973,G66,G90,0.026410428
8974,G67,G90,0.025877914
8975,G68,G90,0.027140272
8976,G69,G90,0.03169323
8977,G7,G90,0.036455118
8978,G70,G90,0.092645046
8979,G71,G90,0.298793019
8980,G72,G90,0.04496112
8981,G73,G90,0.039580562
8982,G74,G90,0.044294397
8983,G75,G90,0.019260703
8984,G76,G90,0.043014623
8985,G77,G90,0.028853472
8986,G78,G90,0.060714939
8987,G79,G90,0.026274947
8988,G8,G90,0.07282234
8989,G80,G90,0.020217697
8990,G81,G90,0.060487856
8991,G82,G90,0.164378433
8992,G83,G90,0.031952661
8993,G84,G90,0.029188858
8994,G85,G90,0.049020865
8995,G86,G90,0.024605531
8996,G87,G90,0.025537244
8997,G88,G90,0.019554203
8998,G89,G90,0.027652139
8999,G9,G90,0.105988061
9000,G91,G90,0.021156193
9001,G92,G90,0.072196435
9002,G93,G90,0.030031427
9003,G94,G90,0.044964852
9004,G95,G90,0.025021482
9005,G96,G90,0.014651934
9006,G97,G90,0.031910745
9007,G98,G90,0.02778722
9008,G99,G90,0.053316639
