,source,target,value
990,G1,G18,0.023613558
991,G10,G18,0.036731305
992,G100,G18,0.037583085
993,G11,G18,0.031820796
994,G12,G18,0.027155396
995,G13,G18,0.026772074
996,G14,G18,0.009850131
997,G15,G18,0.042642731
998,G16,G18,0.019911345
999,G17,G18,0.048137239
1000,G19,G18,0.014717636
1001,G2,G18,0.03740797
1002,G20,G18,0.036406143
1003,G21,G18,0.038973312
1004,G22,G18,0.173601412
1005,G23,G18,0.017607405
1006,G24,G18,0.026469425
1007,G25,G18,0.020463916
1008,G26,G18,0.054979771
1009,G27,G18,0.054563598
1010,G28,G18,0.03026067
1011,G29,G18,0.066357664
1012,G3,G18,0.017848682
1013,G30,G18,0.042014878
1014,G31,G18,0.035830832
1015,G32,G18,0.034121555
1016,G33,G18,0.022489383
1017,G34,G18,0.027537392
1018,G35,G18,0.03047984
1019,G36,G18,0.045219532
1020,G37,G18,0.036955608
1021,G38,G18,0.045431773
1022,G39,G18,0.039086938
1023,G4,G18,0.031193037
1024,G40,G18,0.03969178
1025,G41,G18,0.033120789
1026,G42,G18,0.037514504
1027,G43,G18,0.022879355
1028,G44,G18,0.017863122
1029,G45,G18,0.019840796
1030,G46,G18,0.025647549
1031,G47,G18,0.029674063
1032,G48,G18,0.03159754
1033,G49,G18,0.080221851
1034,G5,G18,0.032839328
1035,G50,G18,0.039209605
1036,G51,G18,0.053012772
1037,G52,G18,0.028170757
1038,G53,G18,0.028625747
1039,G54,G18,0.017355261
1040,G55,G18,0.033121621
1041,G56,G18,0.022591779
1042,G57,G18,0.042442261
1043,G58,G18,0.020799354
1044,G59,G18,0.107207992
1045,G6,G18,0.019386551
1046,G60,G18,0.036842309
1047,G61,G18,0.014100905
1048,G62,G18,0.024157557
1049,G63,G18,0.021264805
1050,G64,G18,0.042413533
1051,G65,G18,0.039414994
1052,G66,G18,0.040243682
1053,G67,G18,0.018780368
1054,G68,G18,0.024547336
1055,G69,G18,0.041468266
1056,G7,G18,0.558952519
1057,G70,G18,0.056253961
1058,G71,G18,0.062403724
1059,G72,G18,0.036890736
1060,G73,G18,0.014732976
1061,G74,G18,0.031665232
1062,G75,G18,0.018827913
1063,G76,G18,0.024493833
1064,G77,G18,0.026835626
1065,G78,G18,0.025799591
1066,G79,G18,0.050632074
1067,G8,G18,0.0360728
1068,G80,G18,0.026276858
1069,G81,G18,0.018295747
1070,G82,G18,0.058490704
1071,G83,G18,0.016175425
1072,G84,G18,0.016151725
1073,G85,G18,0.033423605
1074,G86,G18,0.028254859
1075,G87,G18,0.020685683
1076,G88,G18,0.045271227
1077,G89,G18,0.081739537
1078,G9,G18,0.04554222
1079,G90,G18,0.024670688
1080,G91,G18,0.012806588
1081,G92,G18,0.038012788
1082,G93,G18,0.06178718
1083,G94,G18,0.02756392
1084,G95,G18,0.017132724
1085,G96,G18,0.025662288
1086,G97,G18,0.016221024
1087,G98,G18,0.100576757
1088,G99,G18,0.035375885
