,source,target,value
1386,G1,G21,0.022710781
1387,G10,G21,0.295402292
1388,G100,G21,0.139920406
1389,G11,G21,0.032105138
1390,G12,G21,0.01169095
1391,G13,G21,0.017217848
1392,G14,G21,0.014217055
1393,G15,G21,0.245831733
1394,G16,G21,0.02689524
1395,G17,G21,0.012669826
1396,G18,G21,0.018343468
1397,G19,G21,0.007086483
1398,G2,G21,0.014402643
1399,G20,G21,0.02240858
1400,G22,G21,0.025139266
1401,G23,G21,0.015807974
1402,G24,G21,0.003706907
1403,G25,G21,0.068455526
1404,G26,G21,0.050581704
1405,G27,G21,0.011714773
1406,G28,G21,0.016906548
1407,G29,G21,0.410381441
1408,G3,G21,0.018968442
1409,G30,G21,0.034306021
1410,G31,G21,0.027030136
1411,G32,G21,0.029113039
1412,G33,G21,0.006414404
1413,G34,G21,0.03708097
1414,G35,G21,0.006008776
1415,G36,G21,0.032545897
1416,G37,G21,0.156748537
1417,G38,G21,0.028424271
1418,G39,G21,0.015475362
1419,G4,G21,0.010726775
1420,G40,G21,0.020233779
1421,G41,G21,0.017099765
1422,G42,G21,0.013257698
1423,G43,G21,0.008402381
1424,G44,G21,0.018403558
1425,G45,G21,0.057670439
1426,G46,G21,0.009600289
1427,G47,G21,0.010672909
1428,G48,G21,0.098476972
1429,G49,G21,0.021616806
1430,G5,G21,0.03402454
1431,G50,G21,0.011144638
1432,G51,G21,0.064056309
1433,G52,G21,0.026131234
1434,G53,G21,0.109485162
1435,G54,G21,0.09092461
1436,G55,G21,0.194597634
1437,G56,G21,0.012614049
1438,G57,G21,0.023057918
1439,G58,G21,0.011850127
1440,G59,G21,0.03257065
1441,G6,G21,0.009354893
1442,G60,G21,0.012905816
1443,G61,G21,0.016033402
1444,G62,G21,0.020180672
1445,G63,G21,0.01977753
1446,G64,G21,0.015882142
1447,G65,G21,0.007300812
1448,G66,G21,0.022275919
1449,G67,G21,0.010590221
1450,G68,G21,0.016319218
1451,G69,G21,0.159588121
1452,G7,G21,0.02577705
1453,G70,G21,0.045005758
1454,G71,G21,0.071086024
1455,G72,G21,0.018117187
1456,G73,G21,0.015249644
1457,G74,G21,0.061242787
1458,G75,G21,0.008504158
1459,G76,G21,0.008412886
1460,G77,G21,0.024744457
1461,G78,G21,0.008831577
1462,G79,G21,0.012305729
1463,G8,G21,0.012321219
1464,G80,G21,0.014133971
1465,G81,G21,0.011639412
1466,G82,G21,0.038362091
1467,G83,G21,0.023343795
1468,G84,G21,0.059013837
1469,G85,G21,0.191004168
1470,G86,G21,0.017696871
1471,G87,G21,0.023344534
1472,G88,G21,0.01381677
1473,G89,G21,0.049410872
1474,G9,G21,0.032875562
1475,G90,G21,0.013447754
1476,G91,G21,0.01145396
1477,G92,G21,0.009638763
1478,G93,G21,0.011059226
1479,G94,G21,0.016645631
1480,G95,G21,0.012263913
1481,G96,G21,0.01420163
1482,G97,G21,0.024216944
1483,G98,G21,0.012542403
1484,G99,G21,0.015036231
