,source,target,value
164,G86,G41,0.062371
283,G28,G41,0.041834
361,G66,G41,0.033724
425,G82,G41,0.030112
451,G29,G41,0.028745
531,G16,G41,0.025119
608,G60,G41,0.023051
683,G8,G41,0.021034
821,G14,G41,0.018579
893,G64,G41,0.017474
926,G51,G41,0.017039
965,G74,G41,0.016489
1206,G57,G41,0.014189
1282,G25,G41,0.013537
1283,G69,G41,0.013532
1299,G71,G41,0.013411
1306,G22,G41,0.01335
1318,G35,G41,0.01326
1321,G65,G41,0.013223
1376,G62,G41,0.012802
1394,G6,G41,0.012661
1514,G15,G41,0.011922
1574,G77,G41,0.011639
1672,G43,G41,0.011194
1678,G89,G41,0.011165
1693,G10,G41,0.011088
1726,G95,G41,0.010953
1766,G70,G41,0.010797
1784,G94,G41,0.01075
1822,G23,G41,0.010593
1894,G26,G41,0.010306
2002,G83,G41,0.009875
2077,G98,G41,0.009632
2103,G72,G41,0.009565
2279,G67,G41,0.00901
2359,G56,G41,0.008792
2374,G100,G41,0.008758
2395,G99,G41,0.008691
2409,G24,G41,0.008643
2414,G50,G41,0.008623
2501,G17,G41,0.008427
2531,G19,G41,0.008343
2533,G79,G41,0.008337
2642,G3,G41,0.008117
2663,G27,G41,0.008059
2674,G85,G41,0.008036
2713,G12,G41,0.007953
2731,G96,G41,0.007918
2777,G9,G41,0.007847
2832,G68,G41,0.007746
2864,G5,G41,0.00768
3044,G92,G41,0.007386
3079,G81,G41,0.007314
3103,G45,G41,0.007275
3122,G30,G41,0.007245
3187,G38,G41,0.00714
3302,G42,G41,0.006938
3368,G20,G41,0.006834
3535,G4,G41,0.006598
3582,G88,G41,0.006519
3626,G46,G41,0.006462
3664,G49,G41,0.006405
3680,G73,G41,0.006383
3683,G21,G41,0.006377
3717,G97,G41,0.00633
3840,G61,G41,0.006181
3900,G91,G41,0.006106
3974,G36,G41,0.006016
4000,G44,G41,0.005986
4042,G75,G41,0.005932
4070,G90,G41,0.005892
4307,G87,G41,0.005657
4378,G59,G41,0.005579
4458,G33,G41,0.005502
4469,G18,G41,0.005482
4480,G54,G41,0.005464
4576,G1,G41,0.005373
4763,G11,G41,0.005181
4879,G47,G41,0.005061
4951,G34,G41,0.005001
5034,G2,G41,0.004922
5399,G76,G41,0.004603
5652,G80,G41,0.00439
5656,G84,G41,0.00439
5749,G53,G41,0.004325
5758,G78,G41,0.004319
5819,G55,G41,0.004284
5907,G52,G41,0.004211
6033,G39,G41,0.004111
6100,G58,G41,0.004062
6265,G93,G41,0.003925
6351,G37,G41,0.003864
6407,G31,G41,0.003827
6556,G63,G41,0.003728
6959,G32,G41,0.003416
7027,G40,G41,0.003357
7365,G7,G41,0.00312
7397,G48,G41,0.003094
7618,G13,G41,0.002929
