,source,target,value
89,G62,G95,0.102974
364,G29,G95,0.033635
401,G43,G95,0.031501
503,G9,G95,0.025998
516,G17,G95,0.025577
637,G93,G95,0.022231
654,G12,G95,0.02182
656,G38,G95,0.021714
682,G47,G95,0.021055
720,G44,G95,0.020362
991,G92,G95,0.016192
1110,G34,G95,0.015002
1113,G73,G95,0.014983
1127,G53,G95,0.014789
1238,G24,G95,0.013952
1303,G79,G95,0.013372
1325,G48,G95,0.01319
1342,G74,G95,0.013069
1375,G87,G95,0.012819
1508,G41,G95,0.011952
1562,G69,G95,0.011702
1580,G32,G95,0.011623
1691,G67,G95,0.011091
1770,G72,G95,0.010789
1782,G65,G95,0.010754
1929,G59,G95,0.010124
1965,G19,G95,0.009998
2021,G85,G95,0.009803
2046,G45,G95,0.009737
2147,G15,G95,0.009433
2223,G4,G95,0.009179
2275,G2,G95,0.009032
2296,G78,G95,0.008964
2360,G25,G95,0.008792
2408,G46,G95,0.008651
2435,G16,G95,0.008569
2511,G40,G95,0.008399
2546,G89,G95,0.008324
2616,G90,G95,0.008164
2723,G5,G95,0.007939
2729,G35,G95,0.007925
2741,G60,G95,0.007904
2775,G23,G95,0.007851
2798,G77,G95,0.007803
2806,G56,G95,0.00779
2822,G49,G95,0.007767
2840,G13,G95,0.007723
2847,G39,G95,0.007707
2877,G97,G95,0.007649
2895,G27,G95,0.007624
2966,G86,G95,0.007499
3116,G14,G95,0.007254
3157,G11,G95,0.007183
3270,G52,G95,0.006994
3340,G71,G95,0.006869
3353,G98,G95,0.006847
3358,G100,G95,0.006841
3375,G33,G95,0.006821
3379,G58,G95,0.006816
3501,G30,G95,0.006649
3502,G94,G95,0.006649
3789,G61,G95,0.006244
3799,G1,G95,0.006229
3809,G26,G95,0.006219
4005,G55,G95,0.005978
4022,G51,G95,0.005958
4089,G82,G95,0.005877
4104,G42,G95,0.005863
4128,G84,G95,0.005835
4232,G66,G95,0.005726
4365,G88,G95,0.00559
4501,G91,G95,0.005444
4559,G8,G95,0.005384
4599,G54,G95,0.005349
4653,G70,G95,0.00528
4819,G28,G95,0.005132
4945,G96,G95,0.005005
5395,G76,G95,0.004608
5413,G63,G95,0.004593
5489,G22,G95,0.004531
5496,G36,G95,0.004525
5588,G80,G95,0.004441
5603,G37,G95,0.00443
5609,G31,G95,0.004427
5625,G83,G95,0.004418
5846,G68,G95,0.004257
5930,G10,G95,0.004194
5934,G81,G95,0.004191
5997,G75,G95,0.004141
6043,G99,G95,0.004105
6140,G7,G95,0.004037
6141,G6,G95,0.004036
6623,G21,G95,0.00368
6688,G18,G95,0.003631
7015,G3,G95,0.003366
7045,G64,G95,0.00335
7447,G50,G95,0.003063
7514,G20,G95,0.003002
7648,G57,G95,0.002908
