,source,target,value
67,G100,G61,0.129019
306,G41,G61,0.03959
521,G92,G61,0.02544
576,G86,G61,0.023981
762,G91,G61,0.019539
885,G76,G61,0.017568
897,G16,G61,0.017439
910,G43,G61,0.017217
930,G50,G61,0.01697
1046,G71,G61,0.015628
1152,G87,G61,0.014553
1222,G42,G61,0.014087
1288,G25,G61,0.013463
1297,G8,G61,0.013428
1330,G28,G61,0.013157
1336,G23,G61,0.013109
1455,G89,G61,0.012328
1456,G67,G61,0.012327
1474,G26,G61,0.012157
1534,G49,G61,0.011809
1571,G58,G61,0.011652
1581,G15,G61,0.011623
1647,G47,G61,0.011309
1685,G93,G61,0.011103
1698,G14,G61,0.011067
1704,G56,G61,0.011042
1706,G96,G61,0.011037
1721,G40,G61,0.010978
1741,G1,G61,0.010886
1792,G75,G61,0.010715
1853,G65,G61,0.010483
1860,G74,G61,0.010442
1891,G90,G61,0.01031
2000,G11,G61,0.00988
2038,G60,G61,0.009764
2066,G55,G61,0.00966
2110,G62,G61,0.009551
2138,G4,G61,0.009468
2226,G19,G61,0.00916
2301,G53,G61,0.008951
2402,G30,G61,0.008674
2411,G32,G61,0.008634
2433,G21,G61,0.008575
2461,G10,G61,0.008518
2722,G36,G61,0.00794
2837,G24,G61,0.007726
2846,G6,G61,0.007708
2854,G52,G61,0.007693
2975,G88,G61,0.007493
2977,G18,G61,0.007487
2991,G20,G61,0.007465
3396,G98,G61,0.006789
3538,G12,G61,0.006591
3546,G5,G61,0.006575
3570,G46,G61,0.006541
3576,G81,G61,0.006528
3620,G3,G61,0.006474
3628,G85,G61,0.006461
3638,G34,G61,0.006436
3653,G17,G61,0.006414
3673,G66,G61,0.006391
3714,G37,G61,0.006331
3865,G22,G61,0.006147
3937,G2,G61,0.006063
4063,G68,G61,0.005898
4078,G72,G61,0.005887
4112,G27,G61,0.005852
4114,G13,G61,0.00585
4199,G57,G61,0.005762
4212,G84,G61,0.005747
4246,G45,G61,0.00571
4375,G33,G61,0.005583
4734,G80,G61,0.005212
5086,G78,G61,0.004868
5127,G79,G61,0.004826
5153,G64,G61,0.004801
5166,G83,G61,0.004792
5177,G69,G61,0.004787
5182,G9,G61,0.004784
5313,G59,G61,0.004671
5328,G70,G61,0.004658
5341,G29,G61,0.004649
5381,G7,G61,0.004618
5547,G73,G61,0.004484
5550,G63,G61,0.004478
5594,G31,G61,0.004436
5894,G54,G61,0.00422
6018,G99,G61,0.004121
6327,G97,G61,0.003879
6371,G51,G61,0.003849
6520,G39,G61,0.003755
6678,G95,G61,0.003639
6783,G35,G61,0.003558
6891,G48,G61,0.003473
6932,G77,G61,0.00344
6952,G38,G61,0.003422
6980,G94,G61,0.0034
7001,G82,G61,0.00338
7136,G44,G61,0.003281
