,source,target,value
23,G39,G73,0.296594
261,G14,G73,0.043756
349,G35,G73,0.034773
398,G5,G73,0.031655
469,G96,G73,0.027662
546,G98,G73,0.024517
783,G55,G73,0.019148
818,G80,G73,0.018592
1066,G93,G73,0.015422
1112,G47,G73,0.014989
1296,G4,G73,0.013433
1339,G77,G73,0.013095
1495,G38,G73,0.012015
1526,G88,G73,0.011841
1600,G78,G73,0.011551
1902,G75,G73,0.010248
1942,G56,G73,0.010078
1953,G42,G73,0.010044
2406,G20,G73,0.008659
2410,G15,G73,0.00864
2505,G66,G73,0.008417
2547,G45,G73,0.008324
2584,G58,G73,0.008237
2645,G3,G73,0.008114
2699,G53,G73,0.007988
2804,G41,G73,0.007792
3055,G25,G73,0.007352
3099,G24,G73,0.007282
3107,G13,G73,0.007271
3128,G40,G73,0.007235
3219,G91,G73,0.007081
3403,G10,G73,0.00678
3801,G11,G73,0.006227
4012,G60,G73,0.005969
4119,G87,G73,0.005843
4223,G95,G73,0.005742
4237,G81,G73,0.005718
4254,G50,G73,0.005702
4258,G79,G73,0.0057
4439,G62,G73,0.005517
4488,G57,G73,0.005458
4510,G52,G73,0.00544
4748,G31,G73,0.005192
4890,G29,G73,0.005047
4973,G17,G73,0.004986
5061,G1,G73,0.004893
5186,G26,G73,0.004782
5206,G90,G73,0.00477
5355,G44,G73,0.004633
5388,G71,G73,0.004611
5632,G92,G73,0.00441
5668,G19,G73,0.004383
5686,G21,G73,0.004372
5831,G46,G73,0.004265
5838,G61,G73,0.00426
5895,G100,G73,0.004219
5905,G22,G73,0.004212
5925,G28,G73,0.004199
5926,G48,G73,0.004198
6021,G64,G73,0.004121
6050,G69,G73,0.004099
6117,G6,G73,0.004054
6137,G33,G73,0.004038
6194,G30,G73,0.003979
6215,G94,G73,0.00396
6274,G89,G73,0.00392
6293,G27,G73,0.003904
6332,G68,G73,0.003877
6560,G63,G73,0.003726
6698,G99,G73,0.003624
6725,G23,G73,0.003599
6762,G12,G73,0.003571
6779,G16,G73,0.003559
6858,G9,G73,0.003495
6869,G43,G73,0.003489
7008,G49,G73,0.003373
7048,G86,G73,0.003349
7059,G7,G73,0.003344
7155,G37,G73,0.00327
7230,G74,G73,0.003212
7267,G59,G73,0.003188
7432,G36,G73,0.003072
7472,G8,G73,0.003034
7484,G54,G73,0.003023
7563,G67,G73,0.002961
7650,G82,G73,0.002908
7685,G34,G73,0.00287
7858,G83,G73,0.00274
7879,G76,G73,0.002719
7951,G97,G73,0.002674
8009,G84,G73,0.00263
8101,G51,G73,0.002567
8169,G70,G73,0.002503
8214,G72,G73,0.002461
8253,G65,G73,0.00243
8276,G85,G73,0.002417
8413,G32,G73,0.002299
8904,G18,G73,0.001862
9083,G2,G73,0.001651
