,source,target,value
2,G20,G39,0.635008
195,G73,G39,0.053475
864,G64,G39,0.017782
945,G54,G39,0.016783
1040,G30,G39,0.015694
1429,G44,G39,0.012446
3153,G19,G39,0.007195
3195,G24,G39,0.007127
3397,G97,G39,0.006789
3437,G45,G39,0.006738
3618,G67,G39,0.006475
3798,G34,G39,0.00623
4136,G15,G39,0.00583
4509,G60,G39,0.005441
4871,G33,G39,0.005069
5546,G38,G39,0.004484
5598,G21,G39,0.004436
6099,G14,G39,0.004062
6229,G99,G39,0.003948
6333,G42,G39,0.003877
6637,G92,G39,0.003671
6673,G55,G39,0.003642
6777,G63,G39,0.003561
6950,G6,G39,0.003424
7057,G93,G39,0.003344
7102,G3,G39,0.003307
7226,G88,G39,0.003216
7272,G13,G39,0.003186
7279,G43,G39,0.003181
7433,G31,G39,0.003072
7532,G79,G39,0.002987
7571,G53,G39,0.002956
7582,G25,G39,0.002951
7772,G71,G39,0.002801
7865,G95,G39,0.002731
7957,G56,G39,0.002671
7984,G90,G39,0.002657
8003,G2,G39,0.002638
8026,G52,G39,0.002614
8051,G62,G39,0.0026
8092,G8,G39,0.002577
8130,G81,G39,0.002535
8239,G78,G39,0.00244
8240,G18,G39,0.002439
8420,G75,G39,0.002293
8439,G49,G39,0.002283
8471,G36,G39,0.002257
8554,G100,G39,0.002184
8592,G94,G39,0.002156
8612,G69,G39,0.002132
8625,G40,G39,0.00212
8645,G23,G39,0.002102
8663,G74,G39,0.002089
8728,G48,G39,0.00203
8742,G7,G39,0.002019
8755,G80,G39,0.002007
8771,G41,G39,0.001992
8781,G83,G39,0.001985
8811,G10,G39,0.001959
8818,G58,G39,0.001948
8848,G1,G39,0.001922
8850,G12,G39,0.001919
8858,G47,G39,0.001917
8882,G57,G39,0.001889
8896,G72,G39,0.001869
8945,G91,G39,0.001819
8967,G76,G39,0.001787
8979,G98,G39,0.001771
8988,G35,G39,0.00176
9004,G84,G39,0.001743
9021,G37,G39,0.001722
9036,G65,G39,0.001707
9047,G16,G39,0.001694
9056,G29,G39,0.001685
9072,G89,G39,0.001657
9090,G22,G39,0.001644
9092,G61,G39,0.001643
9095,G96,G39,0.001638
9114,G4,G39,0.001612
9116,G5,G39,0.001611
9147,G17,G39,0.001576
9222,G85,G39,0.001483
9232,G46,G39,0.001472
9234,G59,G39,0.001472
9251,G9,G39,0.00145
9266,G66,G39,0.00143
9270,G77,G39,0.001429
9333,G70,G39,0.001363
9370,G11,G39,0.001325
9388,G51,G39,0.001292
9418,G50,G39,0.001249
9448,G28,G39,0.001212
9453,G87,G39,0.001203
9455,G32,G39,0.0012
9497,G86,G39,0.001136
9500,G68,G39,0.001135
9600,G27,G39,0.000991
9640,G26,G39,0.00091
9740,G82,G39,0.000757
