,source,target,value
20,G51,G70,0.325627
25,G82,G70,0.295265
660,G9,G70,0.021638
1043,G48,G70,0.015659
1069,G11,G70,0.015389
1420,G87,G70,0.012503
1642,G18,G70,0.011328
2353,G64,G70,0.008801
2658,G20,G70,0.008077
2676,G99,G70,0.008032
2784,G39,G70,0.007838
2987,G10,G70,0.007475
3208,G69,G70,0.007104
3255,G37,G70,0.007024
3336,G93,G70,0.006875
3458,G40,G70,0.006703
3561,G59,G70,0.006556
3562,G54,G70,0.006555
3778,G53,G70,0.00625
3966,G35,G70,0.006025
4236,G46,G70,0.005719
4273,G26,G70,0.005683
4545,G57,G70,0.0054
5196,G88,G70,0.004774
5320,G7,G70,0.004667
5509,G22,G70,0.004518
5960,G98,G70,0.004174
6348,G92,G70,0.003865
6428,G16,G70,0.003813
6435,G43,G70,0.003809
6467,G15,G70,0.003789
6645,G100,G70,0.003668
6668,G5,G70,0.003647
6685,G91,G70,0.003633
6979,G68,G70,0.0034
7257,G61,G70,0.003195
7314,G1,G70,0.003151
7356,G55,G70,0.003125
7381,G32,G70,0.003106
7497,G50,G70,0.003014
7511,G79,G70,0.003004
7626,G90,G70,0.002922
7720,G66,G70,0.002846
7862,G75,G70,0.002735
7996,G4,G70,0.002643
8074,G71,G70,0.002588
8195,G73,G70,0.002479
8259,G96,G70,0.002427
8264,G27,G70,0.002423
8294,G83,G70,0.002403
8321,G49,G70,0.002375
8325,G85,G70,0.002373
8349,G41,G70,0.002352
8361,G45,G70,0.002341
8371,G24,G70,0.002334
8385,G3,G70,0.002324
8397,G81,G70,0.002313
8558,G65,G70,0.00218
8618,G28,G70,0.002125
8672,G42,G70,0.00208
8682,G8,G70,0.002068
8690,G6,G70,0.002063
8694,G13,G70,0.002059
8714,G94,G70,0.002042
8745,G47,G70,0.002012
8749,G44,G70,0.002011
8768,G52,G70,0.001995
8802,G36,G70,0.001967
8817,G60,G70,0.001951
8846,G56,G70,0.001924
8883,G2,G70,0.001888
8927,G67,G70,0.001837
8929,G23,G70,0.001832
8949,G19,G70,0.001807
8957,G31,G70,0.0018
9014,G63,G70,0.00173
9028,G80,G70,0.001714
9087,G33,G70,0.001647
9096,G84,G70,0.001638
9136,G29,G70,0.001593
9170,G14,G70,0.001543
9192,G30,G70,0.001516
9216,G62,G70,0.001488
9217,G76,G70,0.001487
9240,G25,G70,0.001461
9296,G97,G70,0.001403
9319,G34,G70,0.001381
9338,G21,G70,0.00136
9361,G74,G70,0.001336
9373,G12,G70,0.001317
9377,G77,G70,0.001311
9411,G86,G70,0.001263
9424,G95,G70,0.001245
9518,G38,G70,0.001105
9556,G72,G70,0.001056
9590,G78,G70,0.001
9635,G89,G70,0.000916
9654,G58,G70,0.000893
9674,G17,G70,0.00086
