,source,target,value
102,G92,G47,0.091518
137,G31,G47,0.072991
302,G25,G47,0.039742
309,G49,G47,0.039346
347,G42,G47,0.034975
677,G71,G47,0.02111
756,G52,G47,0.019678
780,G35,G47,0.01922
805,G69,G47,0.01879
953,G97,G47,0.016659
1220,G58,G47,0.0141
1289,G14,G47,0.01346
1316,G29,G47,0.013285
1435,G24,G47,0.012419
1510,G98,G47,0.01193
1537,G94,G47,0.011801
1556,G37,G47,0.011722
1633,G2,G47,0.011378
1747,G87,G47,0.01086
1757,G3,G47,0.010824
1804,G73,G47,0.010661
1809,G83,G47,0.010636
2031,G61,G47,0.009788
2063,G95,G47,0.009681
2173,G96,G47,0.009342
2206,G1,G47,0.009247
2217,G66,G47,0.009208
2270,G59,G47,0.009044
2383,G89,G47,0.008728
2422,G76,G47,0.008601
2488,G23,G47,0.008459
2619,G79,G47,0.008161
2677,G5,G47,0.008029
2760,G63,G47,0.007879
2776,G99,G47,0.00785
2844,G33,G47,0.007714
2845,G34,G47,0.007709
2852,G85,G47,0.007702
2978,G78,G47,0.007484
3069,G32,G47,0.00733
3109,G18,G47,0.007267
3147,G57,G47,0.007205
3154,G72,G47,0.007192
3175,G50,G47,0.007151
3191,G80,G47,0.007134
3224,G86,G47,0.007076
3236,G38,G47,0.007054
3316,G39,G47,0.006914
3335,G27,G47,0.006876
3341,G45,G47,0.006868
3373,G22,G47,0.006824
3374,G7,G47,0.006823
3398,G56,G47,0.006788
3418,G20,G47,0.006756
3519,G91,G47,0.006631
3543,G30,G47,0.006581
3609,G17,G47,0.006495
3674,G40,G47,0.006391
3678,G48,G47,0.006384
3803,G100,G47,0.006225
3935,G64,G47,0.006064
4027,G43,G47,0.005951
4108,G67,G47,0.00586
4124,G70,G47,0.005838
4139,G74,G47,0.005828
4215,G4,G47,0.005745
4245,G21,G47,0.00571
4305,G81,G47,0.005658
4426,G88,G47,0.005531
4446,G54,G47,0.005511
4532,G65,G47,0.005423
4572,G12,G47,0.005374
4581,G68,G47,0.005366
4635,G16,G47,0.005313
4640,G15,G47,0.005304
4813,G55,G47,0.005138
4863,G75,G47,0.005085
4984,G13,G47,0.004974
5114,G82,G47,0.004841
5151,G53,G47,0.004802
5242,G60,G47,0.004738
5262,G93,G47,0.004717
5287,G77,G47,0.004691
5319,G44,G47,0.004667
5339,G90,G47,0.004649
5444,G19,G47,0.004572
5664,G62,G47,0.004385
5803,G9,G47,0.004291
6000,G36,G47,0.004141
6049,G26,G47,0.004099
6206,G10,G47,0.003967
6231,G41,G47,0.003948
6275,G46,G47,0.00392
6476,G84,G47,0.003782
6504,G6,G47,0.003762
6726,G11,G47,0.003599
6853,G28,G47,0.003501
7698,G51,G47,0.002859
8322,G8,G47,0.002374
