,source,target,value
87,G62,G45,0.103138
158,G87,G45,0.063664
237,G100,G45,0.046715
282,G32,G45,0.041849
284,G95,G45,0.041795
335,G74,G45,0.036177
353,G16,G45,0.034648
356,G11,G45,0.034466
389,G72,G45,0.032392
409,G25,G45,0.030829
514,G48,G45,0.025642
549,G21,G45,0.024459
552,G49,G45,0.024359
748,G39,G45,0.019836
775,G8,G45,0.019255
860,G85,G45,0.017848
978,G15,G45,0.016392
1032,G20,G45,0.015738
1087,G13,G45,0.015208
1351,G55,G45,0.013022
1543,G53,G45,0.011783
1563,G3,G45,0.011699
1630,G30,G45,0.011392
1677,G2,G45,0.011178
1702,G46,G45,0.011048
1710,G93,G45,0.011022
1992,G5,G45,0.009907
2502,G82,G45,0.008425
2548,G70,G45,0.008324
2737,G83,G45,0.007912
3102,G60,G45,0.007276
3510,G9,G45,0.00664
3643,G10,G45,0.00643
3740,G29,G45,0.006298
4158,G51,G45,0.005807
4169,G65,G45,0.005798
4229,G71,G45,0.005731
4619,G12,G45,0.005327
4651,G4,G45,0.005286
4794,G98,G45,0.005154
4972,G84,G45,0.004986
5921,G79,G45,0.004204
5935,G50,G45,0.004191
5975,G42,G45,0.004162
5991,G91,G45,0.004146
6152,G69,G45,0.004023
6276,G77,G45,0.003919
6322,G75,G45,0.003885
6528,G86,G45,0.003751
6572,G40,G45,0.003717
6902,G17,G45,0.003466
6905,G88,G45,0.003464
6947,G34,G45,0.003426
7079,G14,G45,0.003323
7096,G1,G45,0.003311
7135,G41,G45,0.003282
7296,G99,G45,0.003165
7297,G22,G45,0.003164
7328,G56,G45,0.003138
7361,G18,G45,0.003123
7377,G31,G45,0.003108
7848,G90,G45,0.002747
7866,G47,G45,0.002729
7870,G52,G45,0.002728
7933,G54,G45,0.002687
7962,G37,G45,0.002668
7972,G92,G45,0.002663
8093,G73,G45,0.002573
8128,G6,G45,0.002537
8157,G23,G45,0.002514
8402,G7,G45,0.002308
8417,G24,G45,0.002297
8555,G76,G45,0.002184
8611,G27,G45,0.002133
8617,G36,G45,0.002125
8808,G64,G45,0.001961
8825,G68,G45,0.001941
8839,G58,G45,0.00193
8874,G28,G45,0.001901
8899,G78,G45,0.001866
8930,G57,G45,0.00183
8933,G44,G45,0.001827
8947,G43,G45,0.001814
8966,G38,G45,0.001788
9018,G89,G45,0.001728
9110,G96,G45,0.001617
9141,G67,G45,0.001581
9157,G61,G45,0.00156
9167,G33,G45,0.001544
9194,G66,G45,0.001515
9205,G94,G45,0.0015
9206,G81,G45,0.001494
9219,G26,G45,0.001486
9271,G19,G45,0.001429
9272,G35,G45,0.001429
9304,G97,G45,0.001397
9385,G63,G45,0.001298
9396,G80,G45,0.001286
9467,G59,G45,0.001184
