,source,target,value
201,G19,G14,0.052476
223,G87,G14,0.050088
578,G49,G14,0.023952
599,G16,G14,0.023203
640,G15,G14,0.022134
643,G34,G14,0.02212
681,G43,G14,0.021071
702,G76,G14,0.020641
715,G91,G14,0.020435
746,G96,G14,0.019902
749,G25,G14,0.019832
793,G47,G14,0.018968
825,G41,G14,0.018516
896,G5,G14,0.017446
975,G45,G14,0.0164
997,G50,G14,0.016127
1116,G55,G14,0.01491
1145,G35,G14,0.014636
1158,G85,G14,0.014517
1216,G61,G14,0.014106
1287,G67,G14,0.013464
1403,G73,G14,0.012644
1523,G53,G14,0.011853
1564,G38,G14,0.011696
1579,G54,G14,0.011629
1592,G64,G14,0.011582
1597,G83,G14,0.011562
1616,G9,G14,0.011467
1650,G97,G14,0.011301
1758,G72,G14,0.010822
1787,G48,G14,0.010728
1812,G29,G14,0.010626
1877,G44,G14,0.010372
1907,G69,G14,0.010214
1924,G93,G14,0.010152
1985,G42,G14,0.009933
2008,G2,G14,0.009851
2128,G100,G14,0.009496
2130,G60,G14,0.009492
2254,G10,G14,0.009086
2339,G24,G14,0.008845
2560,G52,G14,0.008286
2579,G11,G14,0.008243
2626,G56,G14,0.008153
2738,G6,G14,0.007912
2779,G23,G14,0.007846
2896,G75,G14,0.00762
2933,G1,G14,0.007552
2953,G88,G14,0.007516
2984,G8,G14,0.007479
2999,G62,G14,0.007456
3018,G32,G14,0.00743
3066,G58,G14,0.007335
3092,G26,G14,0.007288
3168,G13,G14,0.007161
3178,G71,G14,0.007148
3199,G78,G14,0.007123
3211,G30,G14,0.007094
3548,G79,G14,0.006572
3549,G80,G14,0.006571
3707,G17,G14,0.006342
3832,G37,G14,0.006193
3834,G77,G14,0.00619
3864,G21,G14,0.006148
3914,G86,G14,0.006084
4092,G40,G14,0.005875
4097,G68,G14,0.005871
4170,G95,G14,0.005797
4227,G90,G14,0.005734
4454,G92,G14,0.005503
4494,G4,G14,0.005453
4597,G65,G14,0.00535
4598,G66,G14,0.00535
4784,G84,G14,0.005164
4853,G81,G14,0.005094
4958,G20,G14,0.004994
5123,G94,G14,0.004833
5279,G98,G14,0.004701
5283,G74,G14,0.004698
5347,G59,G14,0.00464
5378,G46,G14,0.004622
5407,G27,G14,0.004596
5673,G39,G14,0.00438
5780,G12,G14,0.004305
5913,G33,G14,0.004209
5951,G22,G14,0.004179
6032,G3,G14,0.004112
6059,G36,G14,0.004094
6085,G51,G14,0.004073
6183,G31,G14,0.003986
6252,G63,G14,0.003934
6482,G82,G14,0.003779
6584,G99,G14,0.00371
6676,G7,G14,0.00364
6731,G89,G14,0.003597
6741,G18,G14,0.00359
6800,G70,G14,0.00354
7473,G28,G14,0.003034
8207,G57,G14,0.002468
