,source,target,value
22,G18,G7,0.301211
69,G66,G7,0.127093
128,G27,G7,0.076166
170,G26,G7,0.06099
374,G56,G7,0.033283
382,G17,G7,0.032777
940,G22,G7,0.016878
1259,G63,G7,0.013757
1423,G50,G7,0.012487
1431,G93,G7,0.012431
2470,G24,G7,0.008489
3468,G13,G7,0.006691
3892,G100,G7,0.006114
3898,G98,G7,0.006107
3981,G83,G7,0.006006
4040,G58,G7,0.005935
4145,G35,G7,0.005819
4336,G99,G7,0.005625
4367,G92,G7,0.00559
4376,G59,G7,0.005582
4429,G74,G7,0.005528
4556,G70,G7,0.005387
4560,G28,G7,0.005383
5052,G4,G7,0.0049
5078,G19,G7,0.004878
5173,G57,G7,0.004789
5246,G16,G7,0.004729
5305,G40,G7,0.004676
5307,G62,G7,0.004675
5397,G76,G7,0.004604
5502,G81,G7,0.004522
5556,G88,G7,0.00447
5579,G29,G7,0.004451
5993,G60,G7,0.004145
6064,G87,G7,0.004091
6114,G3,G7,0.004055
6184,G45,G7,0.003986
6470,G49,G7,0.003788
6489,G61,G7,0.003773
6755,G25,G7,0.003578
6756,G34,G7,0.003577
6804,G44,G7,0.003536
6921,G79,G7,0.003448
7033,G15,G7,0.003355
7206,G71,G7,0.003233
7234,G20,G7,0.003211
7251,G89,G7,0.003198
7293,G38,G7,0.003167
7374,G2,G7,0.003111
7448,G46,G7,0.003061
7458,G77,G7,0.003048
7470,G52,G7,0.003035
7513,G33,G7,0.003003
7570,G91,G7,0.002958
7605,G6,G7,0.002937
7740,G64,G7,0.002825
7753,G73,G7,0.002817
7810,G80,G7,0.002777
7824,G31,G7,0.002769
7900,G75,G7,0.002708
7919,G72,G7,0.002699
7955,G47,G7,0.002672
8031,G43,G7,0.00261
8032,G48,G7,0.002609
8110,G8,G7,0.002558
8111,G32,G7,0.002556
8151,G94,G7,0.002522
8172,G53,G7,0.0025
8206,G82,G7,0.002472
8216,G84,G7,0.00246
8256,G30,G7,0.00243
8262,G21,G7,0.002424
8290,G23,G7,0.002406
8304,G41,G7,0.002397
8342,G54,G7,0.002358
8419,G12,G7,0.002295
8449,G9,G7,0.002269
8470,G10,G7,0.002257
8487,G55,G7,0.002236
8517,G5,G7,0.002215
8565,G37,G7,0.002175
8575,G97,G7,0.002171
8607,G90,G7,0.002134
8686,G67,G7,0.002067
8704,G42,G7,0.002049
8743,G95,G7,0.002014
8794,G86,G7,0.001974
8901,G14,G7,0.001864
8942,G96,G7,0.001821
8944,G65,G7,0.00182
8993,G1,G7,0.001759
9017,G69,G7,0.001728
9020,G11,G7,0.001726
9100,G68,G7,0.001631
9150,G78,G7,0.001574
9176,G39,G7,0.001536
9208,G85,G7,0.001492
9212,G51,G7,0.00149
9469,G36,G7,0.001181
