,source,target,value
7,G68,G67,0.543728
1320,G58,G67,0.01325
1591,G50,G67,0.011584
1753,G27,G67,0.010835
1857,G9,G67,0.010451
1887,G75,G67,0.010332
2243,G56,G67,0.009126
2282,G100,G67,0.009
2292,G91,G67,0.00897
2314,G12,G67,0.008904
2371,G43,G67,0.008766
2407,G87,G67,0.008651
2503,G46,G67,0.008422
2625,G21,G67,0.008155
2638,G36,G67,0.008122
2812,G3,G67,0.007778
2894,G14,G67,0.007624
3023,G23,G67,0.007415
3179,G84,G67,0.007147
3389,G78,G67,0.006803
3402,G62,G67,0.00678
3588,G11,G67,0.006516
3591,G49,G67,0.006514
3732,G92,G67,0.006309
3766,G94,G67,0.006265
3823,G45,G67,0.006207
4161,G53,G67,0.005805
4327,G61,G67,0.005631
4377,G13,G67,0.005582
4403,G60,G67,0.005552
4460,G37,G67,0.0055
4531,G19,G67,0.005423
4908,G42,G67,0.005036
4909,G32,G67,0.005035
4913,G28,G67,0.005031
5054,G41,G67,0.004899
5226,G54,G67,0.004753
5494,G98,G67,0.004526
5641,G17,G67,0.004403
5724,G31,G67,0.004347
5835,G4,G67,0.004262
5856,G95,G67,0.004249
5945,G35,G67,0.004182
6023,G29,G67,0.004117
6125,G16,G67,0.004048
6127,G15,G67,0.004046
6177,G52,G67,0.003993
6207,G5,G67,0.003966
6227,G88,G67,0.003949
6453,G33,G67,0.0038
6545,G99,G67,0.003736
6582,G59,G67,0.003712
6624,G74,G67,0.00368
6748,G25,G67,0.003586
6775,G30,G67,0.003561
6838,G66,G67,0.00351
6860,G7,G67,0.003495
6868,G48,G67,0.00349
6934,G77,G67,0.003438
7025,G96,G67,0.003358
7066,G57,G67,0.003335
7130,G26,G67,0.003285
7370,G76,G67,0.003114
7689,G22,G67,0.002867
7704,G72,G67,0.002856
7715,G89,G67,0.00285
7754,G10,G67,0.002817
7908,G79,G67,0.002706
7942,G82,G67,0.002682
7976,G6,G67,0.002662
8078,G73,G67,0.002586
8106,G47,G67,0.00256
8131,G86,G67,0.002535
8137,G34,G67,0.002531
8146,G70,G67,0.002525
8246,G69,G67,0.002434
8370,G80,G67,0.002335
8390,G39,G67,0.002321
8480,G64,G67,0.002243
8509,G65,G67,0.00222
8536,G55,G67,0.002197
8541,G81,G67,0.002194
8632,G44,G67,0.002115
8640,G1,G67,0.002104
8713,G83,G67,0.002042
8762,G40,G67,0.002001
8788,G85,G67,0.001981
8835,G2,G67,0.001933
8857,G51,G67,0.001917
8939,G24,G67,0.001821
8999,G63,G67,0.001748
9022,G18,G67,0.001722
9034,G38,G67,0.00171
9066,G90,G67,0.001664
9200,G97,G67,0.001505
9204,G93,G67,0.0015
9316,G71,G67,0.001384
9323,G8,G67,0.001377
9566,G20,G67,0.00104
