,source,target,value
141,G69,G10,0.07146
179,G55,G10,0.057047
190,G100,G10,0.054274
194,G25,G10,0.053843
305,G21,G10,0.039619
320,G15,G10,0.037658
352,G16,G10,0.034668
443,G89,G10,0.029207
463,G85,G10,0.027925
512,G71,G10,0.0257
568,G53,G10,0.024104
598,G52,G10,0.023255
686,G29,G10,0.020999
797,G84,G10,0.018901
921,G80,G10,0.017076
931,G63,G10,0.016967
1389,G37,G10,0.012707
1414,G1,G10,0.012539
1641,G62,G10,0.011333
1813,G59,G10,0.010618
1933,G48,G10,0.010105
1940,G45,G10,0.01008
2175,G22,G10,0.009339
2197,G12,G10,0.009265
2244,G60,G10,0.009122
2473,G73,G10,0.008483
2580,G66,G10,0.008241
2620,G33,G10,0.008161
2704,G5,G10,0.007976
2708,G23,G10,0.007963
2756,G28,G10,0.007884
2905,G75,G10,0.007599
3193,G54,G10,0.00713
3333,G78,G10,0.006882
3429,G18,G10,0.006747
3617,G2,G10,0.006475
3619,G91,G10,0.006474
3650,G51,G10,0.006425
3770,G7,G10,0.006261
4087,G87,G10,0.005879
4222,G32,G10,0.005743
4256,G58,G10,0.005701
4294,G90,G10,0.005664
4356,G42,G10,0.0056
4360,G4,G10,0.005594
4706,G74,G10,0.005236
4708,G49,G10,0.005235
4740,G26,G10,0.005205
4939,G77,G10,0.005012
4954,G36,G10,0.004997
4988,G17,G10,0.004968
5135,G34,G10,0.004816
5139,G13,G10,0.004814
5288,G95,G10,0.00469
5334,G46,G10,0.004651
5406,G43,G10,0.004597
5460,G39,G10,0.004558
5468,G57,G10,0.004547
5558,G11,G10,0.004468
5577,G65,G10,0.004454
5586,G86,G10,0.004446
5607,G20,G10,0.004429
5669,G47,G10,0.004383
5725,G97,G10,0.004347
5771,G14,G10,0.004311
5823,G96,G10,0.00428
5833,G70,G10,0.004264
5981,G41,G10,0.004155
6030,G93,G10,0.004114
6047,G79,G10,0.004101
6073,G40,G10,0.004084
6107,G35,G10,0.004058
6190,G9,G10,0.00398
6205,G99,G10,0.003967
6264,G50,G10,0.003925
6559,G30,G10,0.003726
6580,G72,G10,0.003713
6784,G83,G10,0.003557
6823,G31,G10,0.003519
6862,G64,G10,0.003492
6887,G19,G10,0.003474
6956,G82,G10,0.00342
7009,G3,G10,0.003373
7049,G27,G10,0.003348
7119,G6,G10,0.003295
7163,G44,G10,0.003267
7303,G76,G10,0.00316
7435,G8,G10,0.00307
7701,G68,G10,0.002858
7854,G61,G10,0.002742
7935,G88,G10,0.002687
7969,G56,G10,0.002664
8068,G92,G10,0.002591
8329,G98,G10,0.002368
8418,G67,G10,0.002296
8666,G38,G10,0.002083
8822,G81,G10,0.001943
8891,G94,G10,0.001876
9252,G24,G10,0.001447
