,source,target,value
80,G7,G58,0.108912
226,G11,G58,0.049914
474,G13,G58,0.027186
527,G26,G58,0.025291
538,G47,G58,0.024794
668,G99,G58,0.021418
698,G59,G58,0.020712
717,G4,G58,0.020371
772,G53,G58,0.019346
806,G72,G58,0.018786
836,G94,G58,0.018378
880,G27,G58,0.017655
884,G78,G58,0.017587
970,G3,G58,0.016425
1027,G29,G58,0.015792
1140,G98,G58,0.014692
1150,G66,G58,0.01459
1308,G92,G58,0.013347
1372,G28,G58,0.012835
1570,G35,G58,0.011654
1573,G34,G58,0.011643
1692,G18,G58,0.011089
1732,G52,G58,0.010929
1734,G5,G58,0.010926
1774,G45,G58,0.010782
1900,G75,G58,0.010266
1961,G2,G58,0.010005
2020,G31,G58,0.00981
2089,G15,G58,0.009596
2090,G20,G58,0.009591
2109,G39,G58,0.009553
2124,G44,G58,0.009506
2151,G46,G58,0.009426
2380,G67,G58,0.008742
2415,G48,G58,0.008622
2419,G100,G58,0.008605
2516,G32,G58,0.008368
2657,G74,G58,0.008084
2750,G54,G58,0.007892
2794,G43,G58,0.007812
2888,G50,G58,0.007631
2898,G14,G58,0.007611
2955,G76,G58,0.007514
2979,G61,G58,0.007484
3086,G73,G58,0.007299
3149,G97,G58,0.007197
3176,G80,G58,0.00715
3264,G25,G58,0.00701
3309,G33,G58,0.006929
3312,G77,G58,0.006919
3369,G85,G58,0.006829
3388,G69,G58,0.006804
3469,G91,G58,0.006691
3496,G17,G58,0.006654
3499,G9,G58,0.006652
3523,G64,G58,0.006624
3612,G49,G58,0.006484
3635,G40,G58,0.006451
3637,G87,G58,0.006437
3744,G42,G58,0.006287
3861,G89,G58,0.006157
3978,G93,G58,0.006012
4228,G55,G58,0.005734
4270,G62,G58,0.005685
4350,G1,G58,0.005609
4503,G56,G58,0.005443
4518,G86,G58,0.005432
4550,G21,G58,0.00539
4563,G60,G58,0.00538
4611,G19,G58,0.005337
4730,G23,G58,0.005216
4783,G79,G58,0.005164
4803,G71,G58,0.005145
4864,G68,G58,0.005081
4990,G88,G58,0.004965
5080,G8,G58,0.004875
5217,G10,G58,0.00476
5376,G22,G58,0.004623
5525,G84,G58,0.004503
5580,G37,G58,0.004451
5876,G16,G58,0.004234
5879,G95,G58,0.004233
5931,G83,G58,0.004193
6063,G81,G58,0.004093
6069,G6,G58,0.004086
6139,G30,G58,0.004037
6292,G41,G58,0.003906
6402,G65,G58,0.00383
6465,G57,G58,0.00379
6644,G36,G58,0.003669
6690,G24,G58,0.003629
7054,G12,G58,0.003346
7268,G51,G58,0.003187
7425,G82,G58,0.003076
7589,G38,G58,0.002946
7640,G90,G58,0.002914
7947,G96,G58,0.002679
8153,G70,G58,0.00252
8673,G63,G58,0.002079
