,source,target,value
17,G71,G21,0.332561
76,G25,G21,0.117395
165,G48,G21,0.062349
341,G85,G21,0.035398
344,G37,G21,0.035262
410,G62,G21,0.030814
421,G15,G21,0.030305
438,G45,G21,0.029431
486,G100,G21,0.026709
583,G55,G21,0.023804
651,G53,G21,0.021986
759,G32,G21,0.019567
1076,G10,G21,0.015319
1142,G84,G21,0.014683
1269,G29,G21,0.013688
1384,G54,G21,0.012726
1387,G9,G21,0.01271
1513,G22,G21,0.011922
1578,G16,G21,0.01163
2028,G66,G21,0.009793
2035,G69,G21,0.009775
4799,G63,G21,0.005149
5069,G87,G21,0.004883
5649,G74,G21,0.004393
5821,G95,G21,0.004282
5901,G11,G21,0.004215
6355,G26,G21,0.00386
6628,G2,G21,0.003677
7483,G80,G21,0.003026
7847,G18,G21,0.002749
7882,G77,G21,0.002717
8501,G89,G21,0.002225
8563,G72,G21,0.002177
8584,G1,G21,0.002163
8650,G44,G21,0.002097
8775,G36,G21,0.001989
8785,G7,G21,0.001983
8801,G97,G21,0.001968
8986,G5,G21,0.001766
9070,G51,G21,0.00166
9112,G49,G21,0.001615
9132,G17,G21,0.001599
9149,G3,G21,0.001575
9164,G28,G21,0.00155
9253,G68,G21,0.001446
9258,G39,G21,0.001443
9375,G96,G21,0.001317
9405,G13,G21,0.001268
9452,G40,G21,0.001205
9482,G23,G21,0.001164
9551,G35,G21,0.001063
9579,G59,G21,0.00102
9605,G76,G21,0.000976
9609,G12,G21,0.000969
9617,G78,G21,0.000949
9621,G4,G21,0.000941
9627,G92,G21,0.000926
9628,G65,G21,0.000924
9639,G86,G21,0.000911
9661,G82,G21,0.00088
9662,G83,G21,0.000879
9679,G34,G21,0.000852
9704,G98,G21,0.000823
9707,G42,G21,0.000814
9708,G60,G21,0.000814
9715,G93,G21,0.000805
9725,G19,G21,0.000796
9731,G50,G21,0.000773
9737,G61,G21,0.000769
9749,G99,G21,0.000736
9760,G31,G21,0.000711
9761,G30,G21,0.00071
9762,G8,G21,0.000704
9768,G64,G21,0.000687
9787,G6,G21,0.000645
9788,G38,G21,0.000638
9795,G52,G21,0.000624
9797,G58,G21,0.000622
9800,G91,G21,0.000598
9807,G75,G21,0.000571
9808,G73,G21,0.000564
9810,G94,G21,0.00056
9811,G46,G21,0.000555
9814,G27,G21,0.000547
9815,G41,G21,0.000545
9819,G67,G21,0.000532
9828,G56,G21,0.000477
9833,G24,G21,0.000454
9834,G14,G21,0.000453
9837,G20,G21,0.000444
9838,G90,G21,0.000436
9841,G33,G21,0.000424
9843,G47,G21,0.000419
9845,G43,G21,0.000403
9846,G88,G21,0.000397
9848,G79,G21,0.000388
9854,G70,G21,0.00034
9857,G81,G21,0.000332
9862,G57,G21,0.000316
