,source,target,value
19,G20,G8,0.327869
51,G99,G8,0.166547
71,G74,G8,0.125197
861,G82,G8,0.017846
1051,G88,G8,0.015581
1177,G51,G8,0.014341
1699,G60,G8,0.011064
1718,G39,G8,0.010981
2048,G1,G8,0.009728
2569,G41,G8,0.008256
2596,G23,G8,0.008215
3492,G50,G8,0.006661
3602,G68,G8,0.0065
4010,G14,G8,0.00597
4174,G86,G8,0.005789
4449,G81,G8,0.005508
4539,G11,G8,0.005407
4540,G72,G8,0.005404
4552,G33,G8,0.005389
4558,G70,G8,0.005385
4904,G6,G8,0.005037
5071,G58,G8,0.004882
5141,G17,G8,0.004813
5172,G15,G8,0.004789
5273,G87,G8,0.004707
5296,G78,G8,0.004688
5430,G10,G8,0.004581
5718,G79,G8,0.004351
5910,G34,G8,0.00421
6202,G19,G8,0.003971
6263,G97,G8,0.003926
6311,G3,G8,0.003893
6522,G56,G8,0.003754
6674,G62,G8,0.003641
6848,G89,G8,0.003505
6876,G83,G8,0.003482
7013,G2,G8,0.003369
7024,G42,G8,0.00336
7127,G18,G8,0.00329
7129,G13,G8,0.003289
7185,G9,G8,0.003251
7228,G55,G8,0.003214
7342,G5,G8,0.003131
7359,G54,G8,0.003123
7426,G27,G8,0.003075
7464,G16,G8,0.003042
7507,G65,G8,0.003007
7541,G90,G8,0.002981
7561,G67,G8,0.002966
7635,G22,G8,0.002915
7669,G76,G8,0.002884
7678,G85,G8,0.002874
7700,G91,G8,0.002858
7734,G52,G8,0.002833
7757,G57,G8,0.002813
7785,G29,G8,0.002792
7806,G49,G8,0.00278
7835,G53,G8,0.002761
7868,G28,G8,0.002729
7956,G93,G8,0.002671
8013,G100,G8,0.002626
8023,G92,G8,0.002619
8047,G37,G8,0.002601
8063,G94,G8,0.002595
8076,G73,G8,0.002587
8135,G77,G8,0.002532
8145,G63,G8,0.002525
8184,G95,G8,0.002488
8203,G98,G8,0.002473
8212,G66,G8,0.002464
8241,G38,G8,0.002439
8288,G21,G8,0.00241
8291,G4,G8,0.002406
8323,G43,G8,0.002374
8364,G45,G8,0.002339
8482,G31,G8,0.002242
8496,G46,G8,0.002228
8534,G80,G8,0.002199
8561,G40,G8,0.002177
8597,G35,G8,0.002147
8636,G59,G8,0.002105
8679,G96,G8,0.002074
8759,G48,G8,0.002002
8820,G84,G8,0.001947
8841,G69,G8,0.001929
8844,G36,G8,0.001926
8863,G61,G8,0.001913
8870,G75,G8,0.001905
8943,G32,G8,0.00182
9189,G47,G8,0.00152
9191,G64,G8,0.001517
9243,G71,G8,0.001458
9309,G12,G8,0.001394
9321,G7,G8,0.001378
9344,G30,G8,0.001349
9352,G25,G8,0.001343
9454,G26,G8,0.001203
9510,G24,G8,0.001122
9557,G44,G8,0.001055
