,source,target,value
79,G62,G16,0.111248
104,G10,G16,0.090596
228,G48,G16,0.048171
386,G37,G16,0.032523
390,G89,G16,0.03237
594,G99,G16,0.023471
674,G91,G16,0.021176
676,G29,G16,0.021153
701,G85,G16,0.020655
706,G52,G16,0.020578
744,G60,G16,0.019952
838,G82,G16,0.018364
901,G55,G16,0.017389
1033,G40,G16,0.015733
1128,G93,G16,0.014788
1272,G32,G16,0.013618
1338,G7,G16,0.0131
1409,G66,G16,0.012601
1880,G69,G16,0.010354
1883,G41,G16,0.01035
1981,G21,G16,0.009941
1997,G20,G16,0.009892
2122,G44,G16,0.009519
2198,G64,G16,0.009265
2245,G13,G16,0.009115
2265,G14,G16,0.009049
2319,G17,G16,0.008895
2472,G97,G16,0.008484
2520,G67,G16,0.008358
2529,G58,G16,0.008348
2652,G87,G16,0.008095
2654,G46,G16,0.008092
2679,G35,G16,0.008027
2680,G96,G16,0.008026
2714,G86,G16,0.007953
2761,G8,G16,0.007878
2778,G61,G16,0.007847
2863,G34,G16,0.007681
2865,G43,G16,0.00768
2923,G27,G16,0.007567
2994,G18,G16,0.007461
3017,G25,G16,0.007432
3083,G33,G16,0.007309
3117,G28,G16,0.007252
3186,G12,G16,0.007141
3283,G53,G16,0.006976
3343,G4,G16,0.006865
3534,G72,G16,0.006601
3773,G73,G16,0.006256
4133,G81,G16,0.005831
4183,G49,G16,0.005773
4374,G95,G16,0.005584
4502,G71,G16,0.005443
4603,G5,G16,0.005346
4617,G90,G16,0.005331
4622,G1,G16,0.005324
4704,G2,G16,0.005237
4839,G45,G16,0.005106
5085,G59,G16,0.004869
5142,G78,G16,0.004813
5277,G80,G16,0.004704
5569,G15,G16,0.004458
5582,G38,G16,0.004449
5719,G22,G16,0.004351
5726,G63,G16,0.004345
5736,G26,G16,0.004336
5778,G84,G16,0.004306
6027,G6,G16,0.004115
6121,G11,G16,0.00405
6197,G30,G16,0.003973
6248,G9,G16,0.003937
6430,G75,G16,0.003813
6511,G50,G16,0.003759
6517,G31,G16,0.003755
6565,G54,G16,0.003724
6618,G100,G16,0.003685
6729,G47,G16,0.003598
6780,G76,G16,0.003559
6903,G92,G16,0.003464
7243,G83,G16,0.003206
7254,G56,G16,0.003196
7304,G77,G16,0.00316
7387,G98,G16,0.003101
7430,G57,G16,0.003073
7441,G39,G16,0.003065
7562,G79,G16,0.002962
7566,G23,G16,0.002959
7569,G74,G16,0.002958
7759,G19,G16,0.002812
7775,G70,G16,0.002797
7850,G24,G16,0.002746
8071,G42,G16,0.00259
8171,G68,G16,0.0025
8208,G88,G16,0.002468
8330,G65,G16,0.002367
8395,G94,G16,0.002315
8726,G3,G16,0.00203
8830,G51,G16,0.001936
9024,G36,G16,0.001718
