,source,target,value
1,G26,G63,0.716839
500,G31,G63,0.026028
990,G10,G63,0.016193
1024,G5,G63,0.015801
1527,G6,G63,0.011832
2515,G64,G63,0.008369
2947,G57,G63,0.00753
3057,G42,G63,0.00735
3060,G54,G63,0.007346
3082,G56,G63,0.00731
3250,G96,G63,0.007035
3819,G53,G63,0.00621
5175,G7,G63,0.004788
5260,G27,G63,0.004718
5520,G52,G63,0.004509
5666,G84,G63,0.004385
5683,G43,G63,0.004373
5897,G13,G63,0.004216
5992,G40,G63,0.004146
6009,G37,G63,0.004132
6592,G4,G63,0.003703
6919,G93,G63,0.003449
7031,G87,G63,0.003356
7060,G20,G63,0.003342
7207,G65,G63,0.003233
7404,G50,G63,0.003088
7614,G28,G63,0.00293
7728,G62,G63,0.002841
7910,G3,G63,0.002706
8095,G80,G63,0.002569
8261,G78,G63,0.002426
8310,G66,G63,0.002386
8366,G25,G63,0.002338
8434,G98,G63,0.002285
8492,G70,G63,0.002232
8500,G32,G63,0.002225
8510,G47,G63,0.002219
8515,G68,G63,0.002216
8751,G91,G63,0.002011
8767,G71,G63,0.001996
8827,G15,G63,0.00194
8836,G39,G63,0.001932
8840,G29,G63,0.00193
8853,G34,G63,0.001918
8914,G58,G63,0.001852
8916,G9,G63,0.001849
8996,G18,G63,0.001756
9019,G97,G63,0.001727
9023,G36,G63,0.00172
9038,G35,G63,0.001706
9045,G30,G63,0.001696
9081,G44,G63,0.001652
9098,G17,G63,0.001636
9103,G81,G63,0.001624
9107,G79,G63,0.001621
9134,G23,G63,0.001597
9135,G61,G63,0.001596
9137,G22,G63,0.001589
9151,G88,G63,0.001571
9165,G41,G63,0.001546
9201,G46,G63,0.001505
9215,G94,G63,0.001489
9226,G2,G63,0.001481
9244,G19,G63,0.001458
9339,G92,G63,0.001359
9367,G24,G63,0.001329
9421,G59,G63,0.001246
9425,G95,G63,0.001245
9441,G83,G63,0.001218
9449,G55,G63,0.001211
9474,G51,G63,0.001173
9487,G8,G63,0.001155
9492,G16,G63,0.001149
9499,G21,G63,0.001135
9512,G86,G63,0.001117
9521,G1,G63,0.0011
9523,G69,G63,0.001097
9527,G74,G63,0.001091
9547,G14,G63,0.001067
9562,G89,G63,0.001043
9564,G90,G63,0.001041
9565,G73,G63,0.00104
9572,G100,G63,0.001031
9575,G72,G63,0.001028
9582,G75,G63,0.001011
9592,G99,G63,0.000999
9597,G45,G63,0.000995
9618,G85,G63,0.000947
9632,G76,G63,0.00092
9638,G12,G63,0.000912
9649,G60,G63,0.000897
9652,G77,G63,0.000893
9653,G11,G63,0.000893
9701,G49,G63,0.000826
9713,G82,G63,0.000807
9714,G48,G63,0.000805
9730,G67,G63,0.00078
9732,G33,G63,0.000773
9804,G38,G63,0.000576
