,Unnamed: 0,source,target,value,z_score
0,23,G39,G73,0.296594,9.625658800112145
1,261,G14,G73,0.043756,1.1334714189926107
2,349,G35,G73,0.034773,0.8317552242568637
3,398,G5,G73,0.031655,0.7270295095528608
4,469,G96,G73,0.027662,0.5929147633010698
5,546,G98,G73,0.024517,0.48728218705216375
6,783,G55,G73,0.019148,0.3069510894749372
7,818,G80,G73,0.018592,0.2882764591428572
8,1066,G93,G73,0.015422,0.18180419627829997
9,1112,G47,G73,0.014989,0.16726082409522325
10,1296,G4,G73,0.013433,0.11499872913709987
11,1339,G77,G73,0.013095,0.10364616609349724
12,1495,G38,G73,0.012015,0.06737170429737045
13,1526,G88,G73,0.011841,0.061527485452438954
14,1600,G78,G73,0.011551,0.05178712071088638
15,1902,G75,G73,0.010248,0.008022654303151962
16,1942,G56,G73,0.010078,0.0023127853167246013
17,1953,G42,G73,0.010044,0.0011708115194391524
18,2406,G20,G73,0.008659,-0.04534782698763084
19,2410,G15,G73,0.00864,-0.04598598881552566
20,2505,G66,G73,0.008417,-0.05347599342713335
21,2547,G45,G73,0.008324,-0.05659962763735535
22,2584,G58,G73,0.008237,-0.059521737059821125
23,2645,G3,G73,0.008114,-0.06365299520882445
24,2699,G53,G73,0.007988,-0.06788501575170588
25,2804,G41,G73,0.007792,-0.07446815881841036
26,3055,G25,G73,0.007352,-0.08924664325386943
27,3099,G24,G73,0.007282,-0.09159776577769245
28,3107,G13,G73,0.007271,-0.09196722788857895
29,3128,G40,G73,0.007235,-0.09317637661511649
30,3219,G91,G73,0.007081,-0.09834884616752718
31,3403,G10,G73,0.00678,-0.1084586730199662
32,3801,G11,G73,0.006227,-0.12703254095816813
33,4012,G60,G73,0.005969,-0.1356981068316873
34,4119,G87,G73,0.005843,-0.13993012737456875
35,4223,G95,G73,0.005742,-0.14332246130179915
36,4237,G81,G73,0.005718,-0.14412856045282418
37,4254,G50,G73,0.005702,-0.1446659598868409
38,4258,G79,G73,0.0057,-0.14473313481609293
39,4439,G62,G73,0.005517,-0.15087964084265887
40,4488,G57,G73,0.005458,-0.1528613012555954
41,4510,G52,G73,0.00544,-0.15346587561886418
42,4748,G31,G73,0.005192,-0.16179556684612295
43,4890,G29,G73,0.005047,-0.16666574921689922
44,4973,G17,G73,0.004986,-0.16871458455908786
45,5061,G1,G73,0.004893,-0.1718382187693099
46,5186,G26,G73,0.004782,-0.1755664273428007
47,5206,G90,G73,0.00477,-0.17596947691831322
48,5355,G44,G73,0.004633,-0.18057095957208114
49,5388,G71,G73,0.004611,-0.1813098837938541
50,5632,G92,G73,0.00441,-0.1880609641836888
51,5668,G19,G73,0.004383,-0.18896782572859197
52,5686,G21,G73,0.004372,-0.18933728783947845
53,5831,G46,G73,0.004265,-0.19293114655446508
54,5838,G61,G73,0.00426,-0.1930990838775953
55,5895,G100,G73,0.004219,-0.19447616992726308
56,5905,G22,G73,0.004212,-0.1947112821796454
57,5925,G28,G73,0.004199,-0.19514791921978394
58,5926,G48,G73,0.004198,-0.19518150668440998
59,6021,G64,G73,0.004121,-0.19776774146061532
60,6050,G69,G73,0.004099,-0.19850666568238826
61,6117,G6,G73,0.004054,-0.20001810159056022
62,6137,G33,G73,0.004038,-0.20055550102457692
63,6194,G30,G73,0.003979,-0.20253716143751346
64,6215,G94,G73,0.00396,-0.20317532326540827
65,6274,G89,G73,0.00392,-0.20451882185045
66,6293,G27,G73,0.003904,-0.2050562212844667
67,6332,G68,G73,0.003877,-0.20596308282936987
68,6560,G63,G73,0.003726,-0.2110347899879024
69,6698,G99,G73,0.003624,-0.2144607113797588
70,6725,G23,G73,0.003599,-0.21530039799540993
71,6762,G12,G73,0.003571,-0.21624084700493915
72,6779,G16,G73,0.003559,-0.21664389658045166
73,6858,G9,G73,0.003495,-0.21879349431651843
74,6869,G43,G73,0.003489,-0.21899501910427469
75,7008,G49,G73,0.003373,-0.2228911650008957
76,7048,G86,G73,0.003349,-0.22369726415192076
77,7059,G7,G73,0.003344,-0.22386520147505096
78,7155,G37,G73,0.00327,-0.22635067385737814
79,7230,G74,G73,0.003212,-0.22829874680568868
80,7267,G59,G73,0.003188,-0.2291048459567137
81,7432,G36,G73,0.003072,-0.23300099185333473
82,7472,G8,G73,0.003034,-0.23427731550912437
83,7484,G54,G73,0.003023,-0.23464677762001085
84,7563,G67,G73,0.002961,-0.23672920042682552
85,7650,G82,G73,0.002908,-0.23850933605200583
86,7685,G34,G73,0.00287,-0.23978565970779547
87,7858,G83,G73,0.00274,-0.24415203010918113
88,7879,G76,G73,0.002719,-0.244857366866328
89,7951,G97,G73,0.002674,-0.24636880277449996
90,8009,G84,G73,0.00263,-0.24784665121804586
91,8101,G51,G73,0.002567,-0.2499626614894866
92,8169,G70,G73,0.002503,-0.25211225922555336
93,8214,G72,G73,0.002461,-0.2535229327398472
94,8253,G65,G73,0.00243,-0.2545641441432545
95,8276,G85,G73,0.002417,-0.2550007811833931
96,8413,G32,G73,0.002299,-0.25896410200926623
97,8904,G18,G73,0.001862,-0.27364182405084714
98,9083,G2,G73,0.001651,-0.28072877908694227
