,source,target,value
41,G37,G85,0.199478
75,G25,G85,0.11779
84,G71,G85,0.107017
88,G21,G85,0.103133
148,G15,G85,0.068594
526,G100,G85,0.025298
555,G32,G85,0.024255
791,G54,G85,0.019025
1004,G22,G85,0.016072
1092,G7,G85,0.015179
1162,G80,G85,0.014488
1180,G26,G85,0.014327
1265,G53,G85,0.013732
1323,G10,G85,0.013209
1367,G29,G85,0.012868
1406,G89,G85,0.012638
1511,G55,G85,0.011927
1755,G48,G85,0.010828
2034,G38,G85,0.009776
2273,G12,G85,0.009034
2290,G63,G85,0.008978
2659,G69,G85,0.008072
3703,G42,G85,0.006346
3917,G95,G85,0.006082
4337,G14,G85,0.005623
4655,G31,G85,0.005275
4725,G76,G85,0.00522
4816,G28,G85,0.005136
4986,G97,G85,0.004972
5464,G2,G85,0.004552
5469,G46,G85,0.004545
5559,G84,G85,0.004468
5587,G50,G85,0.004442
6345,G91,G85,0.003867
6406,G13,G85,0.003827
6472,G5,G85,0.003787
6640,G68,G85,0.003671
6656,G33,G85,0.003659
7028,G24,G85,0.003357
7860,G4,G85,0.002736
7981,G45,G85,0.002659
8122,G8,G85,0.002542
8303,G40,G85,0.002397
8508,G58,G85,0.002223
8543,G20,G85,0.002194
8621,G98,G85,0.002124
8778,G74,G85,0.001987
8875,G77,G85,0.001897
8919,G34,G85,0.001848
8920,G49,G85,0.001846
9048,G19,G85,0.001693
9093,G36,G85,0.00164
9126,G62,G85,0.001602
9159,G93,G85,0.001555
9174,G87,G85,0.001537
9289,G86,G85,0.001408
9310,G96,G85,0.001393
9313,G92,G85,0.001389
9322,G94,G85,0.001378
9381,G99,G85,0.001303
9387,G88,G85,0.001293
9420,G11,G85,0.001247
9423,G56,G85,0.001246
9450,G6,G85,0.001209
9462,G1,G85,0.001191
9488,G16,G85,0.001153
9495,G44,G85,0.001144
9501,G66,G85,0.001135
9517,G23,G85,0.001107
9525,G72,G85,0.001096
9529,G17,G85,0.00109
9534,G51,G85,0.001084
9544,G81,G85,0.001068
9549,G43,G85,0.001065
9586,G47,G85,0.001004
9588,G82,G85,0.001001
9596,G35,G85,0.000995
9598,G27,G85,0.000994
9601,G75,G85,0.000988
9604,G90,G85,0.000981
9606,G41,G85,0.000973
9608,G60,G85,0.000972
9634,G3,G85,0.000916
9637,G52,G85,0.000913
9677,G78,G85,0.000856
9682,G79,G85,0.000851
9685,G61,G85,0.000849
9705,G30,G85,0.000822
9717,G70,G85,0.000804
9721,G65,G85,0.000799
9736,G9,G85,0.000769
9743,G57,G85,0.000749
9748,G67,G85,0.000737
9776,G73,G85,0.000668
9783,G64,G85,0.000655
9792,G59,G85,0.00063
9793,G39,G85,0.000629
9798,G83,G85,0.000622
9806,G18,G85,0.000571
