,Unnamed: 0,source,target,value,z_score
0,33,G36,G83,0.239222,9.137474379340594
1,115,G29,G83,0.082699,2.89789202914512
2,265,G3,G83,0.043302,1.327382737535254
3,561,G40,G83,0.024186,0.5653486837135369
4,736,G55,G83,0.020094,0.40222651651127345
5,788,G33,G83,0.019073,0.3615257020651564
6,875,G49,G83,0.017682,0.30607532704600965
7,895,G45,G83,0.017449,0.2967870902527234
8,932,G41,G83,0.016954,0.2770545700266432
9,974,G13,G83,0.016414,0.25552818432546476
10,1013,G97,G83,0.015949,0.23699157441611665
11,1045,G42,G83,0.015632,0.22435478873598036
12,1093,G56,G83,0.015165,0.20573845147218342
13,1310,G18,G83,0.01333,0.13258860376540108
14,1350,G25,G83,0.013027,0.12050990956640652
15,1603,G81,G83,0.01154,0.06123262153371694
16,1625,G34,G83,0.011412,0.05613007084899317
17,1679,G64,G83,0.011151,0.04572565109342355
18,1794,G62,G83,0.01071,0.028145769437461197
19,1836,G60,G83,0.010555,0.021966899467678467
20,1943,G76,G83,0.010073,0.002752607045515485
21,2082,G28,G83,0.009617,-0.01542522976881298
22,2134,G14,G83,0.009477,-0.021006144580229667
23,2154,G22,G83,0.009402,-0.023995920372059956
24,2513,G54,G83,0.008393,-0.06421837069148419
25,2566,G6,G83,0.008275,-0.06892228460396393
26,2607,G72,G83,0.008178,-0.07278906129473117
27,2682,G99,G83,0.008022,-0.07900779494173828
28,2765,G38,G83,0.007872,-0.08498734652539891
29,2788,G77,G83,0.007829,-0.08670148464604836
30,2833,G30,G83,0.007742,-0.09016962456457153
31,2859,G67,G83,0.007686,-0.09240199048913818
32,2880,G47,G83,0.007642,-0.09415599228701196
33,3272,G68,G83,0.006989,-0.12018697351454813
34,3339,G84,G83,0.006871,-0.12489088742702788
35,3508,G24,G83,0.006642,-0.13401966951141653
36,3573,G96,G83,0.006536,-0.1382452192972034
37,3672,G59,G83,0.006394,-0.14390586146306883
38,3862,G1,G83,0.006155,-0.15343328031970155
39,3907,G17,G83,0.006099,-0.15566564624426818
40,3948,G100,G83,0.006048,-0.1576986937827128
41,4033,G85,G83,0.005944,-0.1618445162140509
42,4111,G31,G83,0.005854,-0.16543224716424731
43,4347,G93,G83,0.005615,-0.17495966602087998
44,4417,G58,G83,0.005539,-0.17798930548993475
45,4718,G65,G83,0.005225,-0.1905065001383978
46,5079,G90,G83,0.004876,-0.20441892348971497
47,5185,G87,G83,0.004782,-0.208166109148809
48,5293,G79,G83,0.004689,-0.21187343113067864
49,5335,G53,G83,0.00465,-0.2134281145424304
50,5420,G88,G83,0.004587,-0.21593952620756787
51,5524,G95,G83,0.004504,-0.21924821141719344
52,5812,G7,G83,0.004287,-0.22789862937488925
53,5818,G75,G83,0.004284,-0.22801822040656247
54,5889,G86,G83,0.004224,-0.23041004104002671
55,5948,G23,G83,0.004181,-0.23212417916067613
56,6204,G94,G83,0.003968,-0.2406151424094743
57,6297,G52,G83,0.003903,-0.24320628142906056
58,6308,G70,G83,0.003896,-0.24348532716963142
59,6313,G80,G83,0.003891,-0.24368464555575342
60,6335,G27,G83,0.003875,-0.24432246439134392
61,6346,G98,G83,0.003866,-0.24468123748636356
62,6456,G51,G83,0.003797,-0.24743183121484746
63,6555,G63,G83,0.003729,-0.250142561266107
64,6573,G5,G83,0.003717,-0.25062092539279984
65,6766,G15,G83,0.003566,-0.2566403406536849
66,6844,G10,G83,0.003508,-0.2589524339327004
67,6847,G91,G83,0.003505,-0.2590720249643736
68,7053,G19,G83,0.003347,-0.2653704859658295
69,7109,G43,G83,0.003303,-0.2671244877637033
70,7120,G50,G83,0.003293,-0.26752312453594734
71,7134,G37,G83,0.003283,-0.2679217613081914
72,7232,G92,G83,0.003212,-0.27075208239112414
73,7270,G21,G83,0.003186,-0.27178853799895863
74,7301,G44,G83,0.003162,-0.27274526625234435
75,7321,G48,G83,0.003145,-0.2734229487651592
76,7322,G11,G83,0.003145,-0.2734229487651592
77,7341,G2,G83,0.003131,-0.2739810402463009
78,7434,G26,G83,0.00307,-0.27641272455698956
79,7443,G39,G83,0.003064,-0.276651906620336
80,7521,G69,G83,0.002996,-0.2793626366715955
81,7595,G78,G83,0.002944,-0.28143554788726455
82,7690,G12,G83,0.002866,-0.2845449147107681
83,7712,G73,G83,0.002852,-0.28510300619190976
84,7811,G4,G83,0.002776,-0.2881326456609645
85,7828,G35,G83,0.002768,-0.28845155507875975
86,7901,G32,G83,0.002708,-0.290843375712224
87,8053,G8,G83,0.002599,-0.2951885165296841
88,8210,G46,G83,0.002465,-0.3005302492777543
89,8341,G74,G83,0.002359,-0.3047557990635412
90,8347,G16,G83,0.002354,-0.3049551174496632
91,8484,G61,G83,0.002238,-0.3095793040076941
92,8578,G71,G83,0.00217,-0.31229003405895367
93,8639,G57,G83,0.002104,-0.3149210367557644
94,8657,G66,G83,0.002092,-0.3153994008824572
95,8677,G89,G83,0.002076,-0.3160372197180477
96,8741,G9,G83,0.002021,-0.31822972196538996
97,8790,G20,G83,0.001977,-0.3199837237632638
98,9010,G82,G83,0.001735,-0.32963073365156964
