,source,target,value
155,G16,G62,0.064759
168,G80,G62,0.061869
186,G49,G62,0.055308
251,G52,G62,0.044717
318,G45,G62,0.037849
322,G24,G62,0.037543
565,G95,G62,0.024166
738,G78,G62,0.02006
786,G4,G62,0.019112
912,G3,G62,0.017186
966,G12,G62,0.016482
1057,G34,G62,0.015534
1123,G69,G62,0.014832
1266,G63,G62,0.013727
1280,G41,G62,0.013577
1425,G5,G62,0.012468
1834,G28,G62,0.010563
1928,G14,G62,0.010127
2067,G100,G62,0.009658
2088,G98,G62,0.009597
2143,G66,G62,0.009459
2230,G40,G62,0.009155
2271,G46,G62,0.009042
2306,G10,G62,0.008927
2361,G75,G62,0.008792
2381,G56,G62,0.008738
2382,G54,G62,0.008737
2442,G61,G62,0.008559
2483,G96,G62,0.008463
2521,G19,G62,0.008357
2594,G57,G62,0.008219
2613,G83,G62,0.008166
2628,G58,G62,0.008142
2747,G20,G62,0.007899
2764,G68,G62,0.007874
2899,G27,G62,0.007611
2929,G22,G62,0.007557
2965,G79,G62,0.007501
3051,G11,G62,0.00737
3076,G84,G62,0.007316
3095,G93,G62,0.007286
3196,G59,G62,0.007124
3282,G50,G62,0.006976
3366,G15,G62,0.006836
3376,G92,G62,0.006819
3463,G48,G62,0.0067
3512,G60,G62,0.006638
3530,G7,G62,0.006613
3560,G23,G62,0.006556
3567,G72,G62,0.006546
3660,G17,G62,0.006409
3753,G29,G62,0.006276
3769,G25,G62,0.006261
3983,G81,G62,0.006005
4233,G82,G62,0.005724
4306,G8,G62,0.005657
4371,G87,G62,0.005587
4422,G94,G62,0.005533
4475,G91,G62,0.00547
4490,G38,G62,0.005458
4508,G51,G62,0.005441
4523,G47,G62,0.005429
4538,G88,G62,0.005408
4566,G21,G62,0.005378
4567,G31,G62,0.005378
4584,G30,G62,0.005365
4594,G65,G62,0.005352
4736,G39,G62,0.005211
4744,G36,G62,0.005201
4781,G13,G62,0.005165
4805,G55,G62,0.005143
4847,G77,G62,0.0051
4887,G53,G62,0.005051
4950,G76,G62,0.005002
4963,G89,G62,0.004992
4980,G86,G62,0.004977
5008,G67,G62,0.004949
5030,G35,G62,0.004929
5100,G70,G62,0.004848
5101,G32,G62,0.004847
5169,G85,G62,0.004791
5191,G1,G62,0.004777
5270,G97,G62,0.00471
5278,G26,G62,0.004701
5346,G73,G62,0.004642
5514,G42,G62,0.004512
5549,G6,G62,0.004479
5576,G44,G62,0.004454
5606,G99,G62,0.004429
5836,G9,G62,0.004261
5837,G71,G62,0.004261
5977,G74,G62,0.00416
6078,G33,G62,0.004077
6115,G43,G62,0.004054
6172,G2,G62,0.003995
6320,G90,G62,0.003888
6437,G37,G62,0.003808
6458,G64,G62,0.003796
6587,G18,G62,0.003708
