,source,target,value
24,G71,G38,0.29536
45,G51,G38,0.179707
415,G15,G38,0.030659
495,G89,G38,0.026259
812,G69,G38,0.018693
964,G16,G38,0.016497
971,G85,G38,0.016421
973,G25,G38,0.016414
1681,G21,G38,0.011142
1856,G48,G38,0.010452
1904,G83,G38,0.010238
2357,G95,G38,0.008796
2365,G94,G38,0.008785
2443,G100,G38,0.008555
2510,G29,G38,0.008413
2635,G17,G38,0.008123
2732,G5,G38,0.007918
2787,G32,G38,0.007831
2891,G53,G38,0.007627
3120,G22,G38,0.007248
3260,G80,G38,0.007014
3441,G37,G38,0.006732
3536,G18,G38,0.006597
3763,G56,G38,0.006267
3772,G36,G38,0.006257
3856,G60,G38,0.006159
3885,G27,G38,0.006122
3922,G70,G38,0.006077
4279,G55,G38,0.005677
4309,G86,G38,0.005656
4364,G43,G38,0.005591
4536,G73,G38,0.005416
4592,G6,G38,0.005353
4675,G84,G38,0.005262
4699,G78,G38,0.00524
4738,G12,G38,0.005207
4843,G41,G38,0.005101
5040,G49,G38,0.004916
5171,G34,G38,0.004791
5211,G7,G38,0.004765
5284,G24,G38,0.004696
5354,G35,G38,0.004633
5633,G13,G38,0.004408
5767,G2,G38,0.004312
5874,G99,G38,0.004235
5883,G26,G38,0.004229
5891,G14,G38,0.004221
5994,G31,G38,0.004142
6142,G63,G38,0.004036
6212,G75,G38,0.003962
6334,G30,G38,0.003875
6481,G10,G38,0.00378
6500,G72,G38,0.003766
6621,G79,G38,0.003683
6638,G58,G38,0.003671
6739,G67,G38,0.003593
6794,G88,G38,0.003547
6827,G46,G38,0.003517
7014,G77,G38,0.003367
7044,G68,G38,0.003351
7107,G91,G38,0.003304
7143,G87,G38,0.003278
7463,G42,G38,0.003043
7658,G23,G38,0.002895
7752,G76,G38,0.002817
7791,G9,G38,0.002788
7797,G62,G38,0.002785
7909,G28,G38,0.002706
7927,G57,G38,0.002693
7937,G11,G38,0.002685
8011,G90,G38,0.00263
8021,G33,G38,0.00262
8070,G47,G38,0.00259
8114,G39,G38,0.002552
8148,G82,G38,0.002524
8333,G59,G38,0.002365
8348,G65,G38,0.002353
8350,G54,G38,0.002351
8357,G52,G38,0.002345
8362,G93,G38,0.002341
8489,G81,G38,0.002235
8572,G64,G38,0.002171
8651,G98,G38,0.002096
8696,G44,G38,0.002058
8733,G97,G38,0.002029
8797,G61,G38,0.00197
8877,G45,G38,0.001894
8897,G50,G38,0.001867
8902,G1,G38,0.001863
8981,G4,G38,0.00177
8994,G96,G38,0.001757
9027,G20,G38,0.001714
9065,G66,G38,0.001666
9145,G92,G38,0.001577
9181,G19,G38,0.00153
9230,G40,G38,0.001475
9282,G8,G38,0.001416
9358,G3,G38,0.001338
9410,G74,G38,0.001265
