,source,target,value
211,G14,G19,0.051384
291,G75,G19,0.040589
334,G12,G19,0.036554
417,G71,G19,0.030632
515,G90,G19,0.025594
559,G92,G19,0.024223
649,G28,G19,0.021997
667,G15,G19,0.021418
760,G22,G19,0.019542
764,G59,G19,0.01951
815,G100,G19,0.018679
999,G27,G19,0.016117
1016,G74,G19,0.015891
1020,G24,G19,0.015819
1061,G8,G19,0.015501
1148,G85,G19,0.014606
1251,G95,G19,0.013832
1402,G76,G19,0.012646
1428,G61,G19,0.012448
1458,G54,G19,0.012308
1462,G3,G19,0.012266
1492,G64,G19,0.012022
1665,G40,G19,0.011246
1763,G7,G19,0.010818
1775,G72,G19,0.010766
1779,G2,G19,0.010762
1936,G55,G19,0.010097
1938,G30,G19,0.010094
1945,G1,G19,0.010067
1955,G41,G19,0.010042
1994,G23,G19,0.009897
2018,G21,G19,0.009814
2033,G98,G19,0.009785
2057,G11,G19,0.009694
2073,G56,G19,0.009643
2167,G51,G19,0.009358
2221,G96,G19,0.009199
2241,G87,G19,0.009134
2287,G80,G19,0.008985
2325,G34,G19,0.008882
2358,G63,G19,0.008794
2412,G4,G19,0.008629
2522,G99,G19,0.008356
2564,G62,G19,0.008277
2591,G33,G19,0.008223
2608,G39,G19,0.008176
2706,G81,G19,0.007969
2828,G77,G19,0.007753
2831,G49,G19,0.007747
2867,G13,G19,0.007677
2918,G84,G19,0.007573
2982,G29,G19,0.00748
2993,G25,G19,0.007462
3035,G97,G19,0.007407
3177,G46,G19,0.007149
3337,G86,G19,0.006872
3405,G52,G19,0.006776
3522,G32,G19,0.006628
3671,G93,G19,0.006394
3708,G6,G19,0.006341
3728,G17,G19,0.006312
3751,G42,G19,0.006278
3780,G91,G19,0.006249
3804,G65,G19,0.006225
3847,G79,G19,0.006172
3855,G78,G19,0.006159
3877,G67,G19,0.006134
3968,G44,G19,0.00602
3987,G36,G19,0.006
4020,G69,G19,0.005961
4034,G50,G19,0.005941
4102,G48,G19,0.005868
4122,G94,G19,0.00584
4192,G68,G19,0.005769
4219,G58,G19,0.005744
4221,G9,G19,0.005744
4316,G45,G19,0.005645
4468,G83,G19,0.005482
4688,G18,G19,0.00525
4766,G37,G19,0.005179
4885,G66,G19,0.005052
5031,G26,G19,0.004929
5116,G70,G19,0.004838
5129,G31,G19,0.004819
5349,G57,G19,0.004638
5371,G88,G19,0.004625
5387,G43,G19,0.004612
5623,G20,G19,0.004419
5627,G47,G19,0.004415
5759,G60,G19,0.004319
5789,G5,G19,0.004299
5893,G73,G19,0.00422
6098,G82,G19,0.004062
6450,G89,G19,0.003801
6510,G10,G19,0.003759
6571,G53,G19,0.003718
6717,G38,G19,0.003607
7000,G16,G19,0.00338
7083,G35,G19,0.003321
