,source,target,value
4,G39,G20,0.620502
113,G8,G20,0.083755
711,G64,G20,0.020502
903,G44,G20,0.01736
2189,G99,G20,0.009283
2343,G81,G20,0.008826
2372,G6,G20,0.008764
3087,G57,G20,0.007299
3595,G79,G20,0.00651
4249,G68,G20,0.005707
4288,G73,G20,0.005669
4381,G51,G20,0.005577
4451,G38,G20,0.005506
4742,G32,G20,0.005203
5062,G54,G20,0.004891
5589,G19,G20,0.00444
5779,G72,G20,0.004305
5813,G71,G20,0.004286
5888,G88,G20,0.004225
5998,G58,G20,0.004141
6281,G60,G20,0.003914
6405,G100,G20,0.003827
6439,G12,G20,0.003806
6446,G16,G20,0.003802
6722,G92,G20,0.003601
6809,G82,G20,0.003531
6846,G30,G20,0.003507
7160,G61,G20,0.003268
7245,G3,G20,0.003205
7482,G70,G20,0.003028
7486,G33,G20,0.003023
7505,G89,G20,0.003008
7552,G22,G20,0.002972
7556,G66,G20,0.002969
7636,G14,G20,0.002915
7674,G36,G20,0.002882
7725,G74,G20,0.002843
7944,G45,G20,0.002682
8002,G25,G20,0.002638
8043,G42,G20,0.002603
8060,G10,G20,0.002596
8132,G69,G20,0.002535
8197,G63,G20,0.002477
8300,G91,G20,0.002399
8464,G85,G20,0.00226
8506,G40,G20,0.002223
8511,G37,G20,0.002218
8529,G47,G20,0.002204
8588,G75,G20,0.002159
8593,G76,G20,0.002152
8605,G93,G20,0.002136
8644,G55,G20,0.002102
8687,G90,G20,0.002066
8752,G41,G20,0.00201
8832,G95,G20,0.001934
8851,G15,G20,0.001919
8908,G24,G20,0.001857
8911,G21,G20,0.001854
8952,G94,G20,0.001805
8968,G9,G20,0.001783
8973,G62,G20,0.001778
8990,G65,G20,0.001759
9007,G2,G20,0.001737
9042,G46,G20,0.001699
9068,G87,G20,0.001663
9079,G49,G20,0.001653
9101,G84,G20,0.001627
9102,G34,G20,0.001627
9138,G59,G20,0.001583
9158,G17,G20,0.001558
9171,G43,G20,0.001542
9188,G28,G20,0.001521
9237,G48,G20,0.001466
9262,G56,G20,0.001436
9264,G50,G20,0.001434
9290,G97,G20,0.001408
9292,G35,G20,0.001405
9335,G18,G20,0.001362
9345,G5,G20,0.001348
9350,G52,G20,0.001344
9356,G29,G20,0.001338
9360,G77,G20,0.001337
9392,G78,G20,0.001288
9419,G86,G20,0.001248
9428,G96,G20,0.001243
9440,G80,G20,0.001219
9447,G67,G20,0.001212
9460,G26,G20,0.001193
9484,G7,G20,0.00116
9526,G27,G20,0.001091
9578,G4,G20,0.001022
9581,G13,G20,0.001015
9602,G23,G20,0.000988
9630,G31,G20,0.000923
9660,G83,G20,0.000883
9711,G11,G20,0.00081
9741,G98,G20,0.000755
9746,G1,G20,0.000742
9770,G53,G20,0.000685
