,Unnamed: 0,source,target,value,z_score
0,43,G53,G55,0.193869,8.76033249226657
1,160,G22,G55,0.063303,2.5430082949708406
2,262,G85,G55,0.043651,1.6072144809208149
3,290,G10,G55,0.040806,1.4717405647304869
4,360,G54,G55,0.033819,1.1390318644064725
5,430,G21,G55,0.029752,0.9453684488894026
6,504,G62,G55,0.02599,0.7662285990799075
7,562,G48,G55,0.02418,0.6800395697988905
8,579,G69,G55,0.023934,0.6683254807363876
9,665,G12,G55,0.02151,0.5528988470473349
10,832,G30,G55,0.018429,0.40618702427671977
11,871,G25,G55,0.01769,0.3709971388409896
12,1107,G71,G55,0.015016,0.24366594309654782
13,1136,G51,G55,0.0147,0.228618576658536
14,1223,G73,G55,0.014082,0.19919049925761423
15,1276,G97,G55,0.013594,0.1759527941254947
16,1324,G15,G55,0.013203,0.15733405907086612
17,1352,G1,G55,0.013016,0.14842944665343508
18,1426,G32,G55,0.012467,0.12228702837980067
19,1689,G7,G55,0.011096,0.057002410068046856
20,1799,G61,G55,0.010674,0.03690750931855004
21,1811,G64,G55,0.010628,0.034717069900358485
22,1899,G26,G55,0.010271,0.017717355285262876
23,2176,G72,G55,0.009332,-0.026996179794778585
24,2507,G78,G55,0.008415,-0.07066211341394575
25,2557,G70,G55,0.008297,-0.0762810667040894
26,2939,G60,G55,0.007542,-0.11223284411136449
27,3271,G40,G55,0.006993,-0.13837526238499895
28,3287,G88,G55,0.00697,-0.13947048209409477
29,3348,G16,G55,0.006855,-0.14494658063957372
30,3425,G89,G55,0.006751,-0.14989887845461558
31,3607,G45,G55,0.006497,-0.16199391350289088
32,3822,G4,G55,0.006209,-0.17570796899069913
33,3964,G100,G55,0.006029,-0.18427925367057932
34,4101,G37,G55,0.005869,-0.1918981733860283
35,4272,G90,G55,0.005684,-0.20070754930701626
36,4276,G11,G55,0.005681,-0.2008504040516809
37,4284,G23,G55,0.005672,-0.2012789682856749
38,4385,G28,G55,0.005569,-0.2061836478524952
39,4410,G52,G55,0.005544,-0.2073741040580341
40,4726,G84,G55,0.005218,-0.22289765297826147
41,4942,G13,G55,0.005008,-0.23289748510478833
42,5017,G33,G55,0.00494,-0.23613552598385418
43,5067,G93,G55,0.004886,-0.23870691138781824
44,5075,G35,G55,0.00488,-0.23899262087714757
45,5081,G65,G55,0.004875,-0.23923071211825533
46,5239,G96,G55,0.004741,-0.2456115573799439
47,5543,G95,G55,0.004488,-0.25765897417999767
48,5962,G87,G55,0.004173,-0.27265872236978794
49,5968,G14,G55,0.004169,-0.27284919536267416
50,5995,G43,G55,0.004142,-0.2741348880646562
51,6268,G36,G55,0.003924,-0.28451566617695545
52,6310,G24,G55,0.003894,-0.2859442136236022
53,6339,G18,G55,0.003871,-0.287039433332698
54,6424,G39,G55,0.003816,-0.2896584369848835
55,6591,G80,G55,0.003704,-0.2949916807856979
56,6616,G3,G55,0.003686,-0.2958488092536859
57,6691,G59,G55,0.003628,-0.2986106676505361
58,6879,G19,G55,0.003481,-0.30561055013910493
59,6900,G94,G55,0.003466,-0.30632482386242826
60,7039,G5,G55,0.003353,-0.31170568591146414
61,7111,G82,G55,0.003302,-0.31413421657076357
62,7115,G57,G55,0.0033,-0.3142294530672066
63,7200,G98,G55,0.003239,-0.31713416620872154
64,7240,G31,G55,0.003206,-0.3187055684000329
65,7288,G74,G55,0.003174,-0.3202293523431227
66,7315,G77,G55,0.003151,-0.32132457205221854
67,7319,G75,G55,0.003146,-0.32156266329332633
68,7331,G2,G55,0.003137,-0.32199122752732035
69,7385,G27,G55,0.003102,-0.32365786621507475
70,7398,G44,G55,0.003092,-0.32413404869729034
71,7516,G79,G55,0.003001,-0.328467309285452
72,7645,G81,G55,0.00291,-0.33280056987361367
73,7741,G56,G55,0.002824,-0.33689573922066746
74,7778,G20,G55,0.002795,-0.3382766684190926
75,7851,G58,G55,0.002745,-0.3406575808301704
76,7859,G68,G55,0.002737,-0.3410385268159429
77,7891,G83,G55,0.002712,-0.3422289830214818
78,7903,G86,G55,0.002708,-0.34241945601436796
79,7946,G42,G55,0.00268,-0.3437527669645716
80,7970,G92,G55,0.002664,-0.3445146589361165
81,8045,G63,G55,0.002602,-0.347466990325853
82,8062,G99,G55,0.002595,-0.3478003180634039
83,8067,G47,G55,0.002592,-0.3479431728080685
84,8100,G41,G55,0.002568,-0.3490860107653859
85,8109,G29,G55,0.002559,-0.3495145749993799
86,8190,G17,G55,0.002483,-0.3531335618642182
87,8227,G49,G55,0.00245,-0.35470496405552954
88,8263,G38,G55,0.002424,-0.35594303850929004
89,8313,G6,G55,0.002383,-0.35789538668637383
90,8363,G91,G55,0.00234,-0.3599429713599007
91,8384,G46,G55,0.002324,-0.3607048633314457
92,8388,G34,G55,0.002324,-0.3607048633314457
93,8447,G66,G55,0.002272,-0.3631810122389666
94,8477,G67,G55,0.002249,-0.36427623194806236
95,8553,G8,G55,0.002185,-0.367323799834242
96,8654,G9,G55,0.002094,-0.3716570604224036
97,8675,G76,G55,0.002077,-0.37246657064217004
98,8860,G50,G55,0.001916,-0.3801331086058407
