,source,target,value
57,G71,G15,0.137939
86,G25,G15,0.103197
100,G100,G15,0.093208
184,G48,G15,0.055505
240,G53,G15,0.046446
269,G21,G15,0.042929
293,G85,G15,0.040423
314,G29,G15,0.038184
317,G10,G15,0.037853
372,G84,G15,0.033309
428,G69,G15,0.029869
468,G55,G15,0.027738
620,G37,G15,0.022685
769,G22,G15,0.019407
1257,G32,G15,0.013796
1286,G51,G15,0.013465
1621,G11,G15,0.011443
2013,G45,G15,0.00983
2162,G62,G15,0.009373
2416,G72,G15,0.008617
2536,G5,G15,0.008332
2615,G12,G15,0.008166
2935,G38,G15,0.007552
2944,G26,G15,0.007535
3243,G7,G15,0.007046
3273,G77,G15,0.006988
3973,G70,G15,0.006017
4260,G80,G15,0.005699
4631,G87,G15,0.005316
5073,G30,G15,0.004881
5074,G74,G15,0.00488
5396,G2,G15,0.004605
5398,G8,G15,0.004604
5455,G31,G15,0.004562
5955,G9,G15,0.004177
6074,G95,G15,0.004083
6089,G75,G15,0.004071
6157,G28,G15,0.004011
6464,G89,G15,0.003791
6588,G16,G15,0.003706
7075,G60,G15,0.003326
7684,G3,G15,0.002872
7963,G46,G15,0.002668
8173,G20,G15,0.002499
8445,G63,G15,0.002279
8678,G14,G15,0.002076
8706,G79,G15,0.002049
8780,G19,G15,0.001985
8861,G17,G15,0.001914
8977,G54,G15,0.001773
8997,G42,G15,0.001754
9003,G94,G15,0.001744
9091,G88,G15,0.001643
9115,G1,G15,0.001611
9155,G73,G15,0.001567
9180,G68,G15,0.00153
9197,G36,G15,0.00151
9287,G64,G15,0.001413
9299,G49,G15,0.0014
9301,G97,G15,0.001399
9303,G44,G15,0.001398
9325,G66,G15,0.001375
9326,G6,G15,0.001374
9341,G58,G15,0.001355
9342,G91,G15,0.001354
9407,G39,G15,0.001267
9412,G41,G15,0.001259
9435,G90,G15,0.00123
9443,G13,G15,0.001217
9519,G82,G15,0.0011
9528,G61,G15,0.001091
9530,G92,G15,0.00109
9533,G67,G15,0.001084
9537,G40,G15,0.001076
9542,G81,G15,0.00107
9543,G96,G15,0.001069
9546,G43,G15,0.001067
9560,G98,G15,0.001044
9569,G83,G15,0.001034
9577,G78,G15,0.001025
9580,G76,G15,0.001019
9619,G59,G15,0.000947
9626,G27,G15,0.000926
9645,G56,G15,0.000904
9665,G57,G15,0.000872
9671,G34,G15,0.000863
9681,G99,G15,0.000851
9693,G65,G15,0.000836
9710,G4,G15,0.000811
9712,G35,G15,0.000807
9719,G47,G15,0.000801
9726,G18,G15,0.000793
9734,G52,G15,0.000772
9775,G23,G15,0.000669
9777,G93,G15,0.000665
9791,G50,G15,0.000631
9796,G24,G15,0.000622
9799,G86,G15,0.000614
9801,G33,G15,0.000597
