,source,target,value
38,G26,G49,0.208
90,G31,G49,0.102965
196,G39,G49,0.05347
358,G45,G49,0.034387
448,G62,G49,0.02885
582,G56,G49,0.023806
648,G20,G49,0.022002
678,G12,G49,0.021104
693,G76,G49,0.020863
742,G36,G49,0.019974
831,G51,G49,0.018434
938,G42,G49,0.016888
1157,G22,G49,0.014525
1519,G70,G49,0.011888
1703,G6,G49,0.011046
1709,G14,G49,0.011024
1752,G74,G49,0.010838
1987,G47,G49,0.009928
2311,G9,G49,0.008908
2331,G83,G49,0.008862
2595,G40,G49,0.008217
2609,G65,G49,0.008172
2700,G87,G49,0.007985
2749,G54,G49,0.007894
2807,G44,G49,0.007786
2820,G28,G49,0.00777
2958,G8,G49,0.007511
3198,G18,G49,0.007124
3225,G43,G49,0.007073
3331,G99,G49,0.006888
3438,G53,G49,0.006734
3598,G81,G49,0.006505
3814,G85,G49,0.006217
3848,G1,G49,0.006172
3875,G77,G49,0.006135
3903,G30,G49,0.006105
4099,G33,G49,0.00587
4147,G29,G49,0.005819
4423,G67,G49,0.005533
4483,G97,G49,0.005461
4485,G24,G49,0.005461
4496,G5,G49,0.005452
4786,G84,G49,0.005162
4886,G38,G49,0.005051
5039,G100,G49,0.004917
5066,G64,G49,0.004886
5088,G57,G49,0.004863
5457,G88,G49,0.004561
5510,G21,G49,0.004517
5699,G41,G49,0.004365
5775,G90,G49,0.004308
5799,G7,G49,0.004293
5825,G52,G49,0.004277
5844,G55,G49,0.004258
5873,G17,G49,0.004237
6004,G35,G49,0.004134
6051,G93,G49,0.004099
6298,G98,G49,0.003903
6365,G34,G49,0.003853
6516,G4,G49,0.003755
6544,G89,G49,0.003737
6608,G10,G49,0.00369
6661,G23,G49,0.003656
6738,G78,G49,0.003594
6942,G86,G49,0.003433
7144,G80,G49,0.003277
7194,G79,G49,0.003244
7214,G59,G49,0.003225
7215,G46,G49,0.003224
7238,G95,G49,0.003207
7283,G2,G49,0.003178
7366,G61,G49,0.00312
7406,G16,G49,0.003087
7420,G50,G49,0.003079
7529,G15,G49,0.002991
7663,G48,G49,0.002891
7665,G91,G49,0.00289
7770,G32,G49,0.002802
7784,G58,G49,0.002793
7836,G11,G49,0.002761
7838,G82,G49,0.002759
7842,G68,G49,0.002757
7844,G37,G49,0.002754
7997,G19,G49,0.002643
8119,G69,G49,0.002546
8138,G96,G49,0.002531
8335,G66,G49,0.002365
8343,G60,G49,0.002356
8398,G27,G49,0.002312
8433,G13,G49,0.002286
8437,G72,G49,0.002284
8579,G73,G49,0.002168
8583,G94,G49,0.002164
8807,G63,G49,0.001961
8893,G3,G49,0.001872
8976,G71,G49,0.001774
8985,G75,G49,0.001767
9073,G25,G49,0.001656
9106,G92,G49,0.001621
