,Unnamed: 0,source,target,value,z_score
0,114,G53,G93,0.08327,5.703941395104542
1,131,G42,G93,0.074789,5.0435872008567415
2,153,G70,G93,0.065474,4.318295452310786
3,414,G29,G93,0.030699,1.6106174538474831
4,432,G95,G93,0.029685,1.5316646000605156
5,452,G85,G93,0.02874,1.4580842777442595
6,458,G77,G93,0.028356,1.42818497216813
7,564,G66,G93,0.024173,1.102484984603155
8,710,G73,G93,0.020509,0.8171957772309182
9,728,G82,G93,0.020205,0.7935254936498156
10,996,G91,G93,0.016158,0.47841484347638674
11,1183,G57,G93,0.014308,0.3343687098413873
12,1193,G79,G93,0.014269,0.3313320616188117
13,1356,G96,G93,0.012988,0.23158984692344164
14,1412,G18,G93,0.012552,0.19764167705054456
15,1445,G9,G93,0.012364,0.18300347536223102
16,1506,G71,G93,0.011982,0.15325989533597703
17,1670,G49,G93,0.01123,0.09470708858272324
18,1820,G21,G93,0.010599,0.04557567759694775
19,1858,G60,G93,0.010443,0.03342908470664496
20,1970,G4,G93,0.009981,-0.0025435173146359153
21,2146,G94,G93,0.009443,-0.044433690231192556
22,2150,G19,G93,0.009427,-0.04567949463019799
23,2171,G40,G93,0.009346,-0.0519863794001628
24,2174,G63,G93,0.009339,-0.052531418824727664
25,2214,G87,G93,0.009221,-0.0617192262673925
26,2229,G88,G93,0.009155,-0.06685816941328979
27,2309,G7,G93,0.008916,-0.08546737262343294
28,2430,G55,G93,0.008577,-0.11186285332735994
29,2518,G54,G93,0.008366,-0.12829189883924363
30,2622,G35,G93,0.008158,-0.14448735602631382
31,2712,G68,G93,0.007953,-0.16044922488857055
32,2830,G80,G93,0.007749,-0.17633323097588946
33,2921,G99,G93,0.00757,-0.19027066768976234
34,2983,G3,G93,0.00748,-0.19727831743416777
35,3024,G72,G93,0.007414,-0.20241726058006507
36,3025,G13,G93,0.007413,-0.20249512335500283
37,3026,G14,G93,0.007413,-0.20249512335500283
38,3063,G100,G93,0.00734,-0.20817910592546499
39,3110,G69,G93,0.007263,-0.21417453959567848
40,3230,G90,G93,0.007066,-0.22951350625843248
41,3277,G17,G93,0.006982,-0.23605397935321085
42,3296,G8,G93,0.006949,-0.23862345092615947
43,3338,G33,G93,0.006872,-0.24461888459637302
44,3407,G58,G93,0.006773,-0.2523272993152189
45,3473,G11,G93,0.006687,-0.25902349795987295
46,3679,G23,G93,0.006384,-0.28261591876603775
47,3735,G43,G93,0.006307,-0.28861135243625125
48,3738,G45,G93,0.006304,-0.28884494076106476
49,3760,G83,G93,0.00627,-0.2914922751089512
50,3869,G61,G93,0.006139,-0.30169229862580793
51,4004,G46,G93,0.005979,-0.31415034261586194
52,4017,G52,G93,0.005963,-0.31539614701486735
53,4065,G12,G93,0.005897,-0.32053509016076465
54,4142,G26,G93,0.00582,-0.3265305238309782
55,4320,G89,G93,0.005637,-0.34077941164460246
56,4351,G44,G93,0.005607,-0.34311529489273757
57,4362,G81,G93,0.005591,-0.34436109929174297
58,4414,G97,G93,0.00554,-0.3483321008135727
59,4425,G65,G93,0.005532,-0.3489550030130754
60,4445,G32,G93,0.005511,-0.3505901212867699
61,4489,G78,G93,0.005458,-0.35471684835847533
62,4618,G48,G93,0.005331,-0.3646054207755807
63,4648,G59,G93,0.00529,-0.367797794548032
64,4666,G28,G93,0.005267,-0.36958863837160233
65,4695,G51,G93,0.005243,-0.3714573449701104
66,4707,G36,G93,0.005236,-0.37200238439467526
67,4772,G16,G93,0.005175,-0.3767520136658834
68,4807,G47,G93,0.005141,-0.3793993480137699
69,4812,G10,G93,0.005139,-0.3795550735636455
70,5046,G98,G93,0.00491,-0.3973856490244103
71,5047,G92,G93,0.00491,-0.3973856490244103
72,5051,G5,G93,0.004901,-0.39808641399885086
73,5112,G15,G93,0.004841,-0.40275818049512113
74,5210,G31,G93,0.004766,-0.4085978886154589
75,5294,G41,G93,0.004688,-0.41467118506061024
76,5363,G56,G93,0.004629,-0.4192650887819427
77,5507,G6,G93,0.004519,-0.42782999402510485
78,5739,G27,G93,0.004332,-0.44239033293848046
79,5911,G67,G93,0.00421,-0.45188959148089664
80,6058,G38,G93,0.004095,-0.460843810598748
81,6129,G64,G93,0.004045,-0.46473694934563986
82,6254,G2,G93,0.003933,-0.47345758013867767
83,6257,G24,G93,0.00393,-0.47369116846349113
84,6269,G37,G93,0.003923,-0.47423620788805604
85,6367,G76,G93,0.003852,-0.47976446490864255
86,6370,G34,G93,0.00385,-0.4799201904585182
87,6438,G84,G93,0.003807,-0.48326828978084524
88,6530,G22,G93,0.003748,-0.48786219350217763
89,6532,G1,G93,0.003745,-0.48809578182699115
90,6682,G25,G93,0.003635,-0.49666068707015326
91,6885,G75,G93,0.003476,-0.5090408682852694
92,6911,G62,G93,0.003456,-0.5105981237840262
93,7138,G86,G93,0.003281,-0.5242241093981478
94,7259,G74,G93,0.003194,-0.5309981708177397
95,7376,G39,G93,0.003109,-0.5376165066874559
96,7524,G20,G93,0.002995,-0.5464928630303694
97,7652,G30,G93,0.002904,-0.5535783755497126
98,8456,G50,G93,0.002262,-0.6035662770598043
