,Unnamed: 0,source,target,value,z_score
0,164,G86,G41,0.062371,6.174601943154487
1,283,G28,G41,0.041834,3.753036380279132
2,361,G66,G41,0.033724,2.796767367525607
3,425,G82,G41,0.030112,2.370868024237601
4,451,G29,G41,0.028745,2.209681866354239
5,531,G16,G41,0.025119,1.7821317504178291
6,608,G60,G41,0.023051,1.5382890477822817
7,683,G8,G41,0.021034,1.3004598740802034
8,821,G14,G41,0.018579,1.0109850989495122
9,893,G64,G41,0.017474,0.8806919720576943
10,926,G51,G41,0.017039,0.8294001076251686
11,965,G74,G41,0.016489,0.7645483250093317
12,1206,G57,G41,0.014189,0.49334996134310405
13,1282,G25,G41,0.013537,0.41647112086033
14,1283,G69,G41,0.013532,0.41588155920018605
15,1299,G71,G41,0.013411,0.40161416702470176
16,1306,G22,G41,0.01335,0.39442151477094545
17,1318,G35,G41,0.01326,0.38380940488835374
18,1321,G65,G41,0.013223,0.37944664860328847
19,1376,G62,G41,0.012802,0.3298055568191658
20,1394,G6,G41,0.012661,0.3131799180031059
21,1514,G15,G41,0.011922,0.22604270463382667
22,1574,G77,G41,0.011639,0.19267351466967775
23,1672,G43,G41,0.011194,0.14020252691686425
24,1678,G89,G41,0.011165,0.13678306928802905
25,1693,G10,G41,0.011088,0.127703819721812
26,1726,G95,G41,0.010953,0.11178565489792455
27,1766,G70,G41,0.010797,0.09339133110143259
28,1784,G94,G41,0.01075,0.08784945149607923
29,1822,G23,G41,0.010593,0.06933721536755857
30,1894,G26,G41,0.010306,0.03549637607529443
31,2002,G83,G41,0.009875,-0.015323839029115948
32,2077,G98,G41,0.009632,-0.04397653571211306
33,2103,G72,G41,0.009565,-0.05187666195804222
34,2279,G67,G41,0.00901,-0.11731800623402323
35,2359,G56,G41,0.008792,-0.1430228946163006
36,2374,G100,G41,0.008758,-0.14703191390527953
37,2395,G99,G41,0.008691,-0.1549320401512087
38,2409,G24,G41,0.008643,-0.16059183208859099
39,2414,G50,G41,0.008623,-0.16295007872916678
40,2501,G17,G41,0.008427,-0.1860608958068105
41,2531,G19,G41,0.008343,-0.19596553169722936
42,2533,G79,G41,0.008337,-0.19667300568940202
43,2642,G3,G41,0.008117,-0.222613718735737
44,2663,G27,G41,0.008059,-0.22945263399340696
45,2674,G85,G41,0.008036,-0.2321646176300693
46,2713,G12,G41,0.007953,-0.2419513411884592
47,2731,G96,G41,0.007918,-0.24607827280946706
48,2777,G9,G41,0.007847,-0.2544500483835115
49,2832,G68,G41,0.007746,-0.26635919391841967
50,2864,G5,G41,0.00768,-0.2741414078323201
51,3044,G92,G41,0.007386,-0.30880763344878576
52,3079,G81,G41,0.007314,-0.31729732135485894
53,3103,G45,G41,0.007275,-0.32189590230398196
54,3122,G30,G41,0.007245,-0.32543327226484586
55,3187,G38,G41,0.00714,-0.33781406712786927
56,3302,G42,G41,0.006938,-0.3616323581976858
57,3368,G20,G41,0.006834,-0.3738952407286804
58,3535,G4,G41,0.006598,-0.40172255108747595
59,3582,G88,G41,0.006519,-0.41103762531775073
60,3626,G46,G41,0.006462,-0.417758628243392
61,3664,G49,G41,0.006405,-0.42447963116903326
62,3680,G73,G41,0.006383,-0.42707370247366677
63,3683,G21,G41,0.006377,-0.4277811764658396
64,3717,G97,G41,0.00633,-0.4333230560711929
65,3840,G61,G41,0.006181,-0.4508919935434833
66,3900,G91,G41,0.006106,-0.45973541844564286
67,3974,G36,G41,0.006016,-0.47034752832823445
68,4000,G44,G41,0.005986,-0.47388489828909824
69,4042,G75,G41,0.005932,-0.4802521642186532
70,4070,G90,G41,0.005892,-0.48496865749980494
71,4307,G87,G41,0.005657,-0.5126780555265718
72,4378,G59,G41,0.005579,-0.5218752174248177
73,4458,G33,G41,0.005502,-0.5309544669910349
74,4469,G18,G41,0.005482,-0.5333127136316107
75,4480,G54,G41,0.005464,-0.535435135608129
76,4576,G1,G41,0.005373,-0.5461651578227493
77,4763,G11,G41,0.005181,-0.5688043255722779
78,4879,G47,G41,0.005061,-0.5829538054157332
79,4951,G34,G41,0.005001,-0.590028545337461
80,5034,G2,G41,0.004922,-0.5993436195677357
81,5399,G76,G41,0.004603,-0.6369576534849212
82,5652,G80,G41,0.00439,-0.6620729802070545
83,5656,G84,G41,0.00439,-0.6620729802070545
84,5749,G53,G41,0.004325,-0.6697372817889261
85,5758,G78,G41,0.004319,-0.6704447557810989
86,5819,G55,G41,0.004284,-0.6745716874021067
87,5907,G52,G41,0.004211,-0.6831792876402086
88,6033,G39,G41,0.004111,-0.6949705208430882
89,6100,G58,G41,0.004062,-0.7007482251124991
90,6265,G93,G41,0.003925,-0.716902214600444
91,6351,G37,G41,0.003864,-0.7240948668542005
92,6407,G31,G41,0.003827,-0.7284576231392658
93,6556,G63,G41,0.003728,-0.7401309440101165
94,6959,G32,G41,0.003416,-0.7769195916031003
95,7027,G40,G41,0.003357,-0.7838764191927993
96,7365,G7,G41,0.00312,-0.8118216418836237
97,7397,G48,G41,0.003094,-0.8148873625163723
98,7618,G13,G41,0.002929,-0.8343428973011233
