,source,target,value
197,G94,G65,0.053408
232,G51,G65,0.047248
391,G18,G65,0.032238
482,G71,G65,0.026824
522,G72,G65,0.025439
529,G90,G65,0.025195
551,G63,G65,0.024374
603,G61,G65,0.023147
631,G32,G65,0.022359
716,G89,G65,0.020402
800,G44,G65,0.01886
817,G81,G65,0.018656
882,G35,G65,0.017642
1117,G25,G65,0.014902
1134,G41,G65,0.014706
1241,G54,G65,0.01392
1270,G10,G65,0.013688
1319,G42,G65,0.013254
1470,G9,G65,0.012194
1478,G28,G65,0.01215
1682,G56,G65,0.011141
1778,G95,G65,0.010762
1789,G15,G65,0.010725
1802,G88,G65,0.01067
1826,G52,G65,0.010588
1850,G74,G65,0.010491
1881,G60,G65,0.010352
1914,G82,G65,0.010188
2003,G66,G65,0.009874
2037,G27,G65,0.009771
2056,G99,G65,0.009705
2071,G70,G65,0.009646
2108,G23,G65,0.009554
2236,G64,G65,0.009142
2253,G55,G65,0.009087
2299,G50,G65,0.008958
2398,G17,G65,0.008679
2413,G13,G65,0.008628
2420,G4,G65,0.008605
2425,G75,G65,0.008587
2474,G45,G65,0.008479
2561,G100,G65,0.008285
2623,G33,G65,0.008157
2786,G83,G65,0.007831
2875,G69,G65,0.007656
2922,G38,G65,0.00757
2925,G29,G65,0.007562
2928,G16,G65,0.007559
3039,G34,G65,0.007399
3040,G20,G65,0.007398
3077,G21,G65,0.007315
3084,G98,G65,0.007301
3085,G5,G65,0.0073
3091,G93,G65,0.007288
3136,G96,G65,0.007229
3203,G2,G65,0.007114
3245,G67,G65,0.007044
3317,G12,G65,0.006913
3334,G49,G65,0.006876
3346,G26,G65,0.006863
3497,G37,G65,0.006653
3564,G53,G65,0.006553
3574,G3,G65,0.006533
3652,G39,G65,0.006421
3919,G36,G65,0.006079
4021,G46,G65,0.005959
4123,G68,G65,0.005839
4149,G76,G65,0.005816
4172,G59,G65,0.005792
4173,G78,G65,0.00579
4211,G79,G65,0.005749
4220,G62,G65,0.005744
4241,G86,G65,0.005716
4481,G22,G65,0.005462
4789,G85,G65,0.005158
4827,G19,G65,0.005119
4878,G84,G65,0.005062
4893,G1,G65,0.005046
5143,G47,G65,0.004811
5168,G87,G65,0.004791
5238,G77,G65,0.004744
5272,G73,G65,0.004708
5289,G24,G65,0.00469
5425,G80,G65,0.004586
5480,G91,G65,0.004535
5554,G14,G65,0.004472
5605,G58,G65,0.00443
5746,G97,G65,0.004328
6081,G48,G65,0.004075
6094,G31,G65,0.004065
6130,G7,G65,0.004045
6163,G92,G65,0.004008
6225,G40,G65,0.003951
6547,G30,G65,0.003734
6564,G11,G65,0.003724
6740,G6,G65,0.00359
7154,G43,G65,0.003271
7543,G8,G65,0.002979
7840,G57,G65,0.002759
