,source,target,value
126,G75,G23,0.076996
208,G32,G23,0.051735
227,G61,G23,0.048301
253,G97,G23,0.044448
319,G45,G23,0.03784
351,G87,G23,0.034714
485,G46,G23,0.026715
505,G24,G23,0.025937
571,G1,G23,0.024073
575,G80,G23,0.023981
804,G35,G23,0.018806
835,G14,G23,0.018384
951,G41,G23,0.016692
979,G71,G23,0.016384
992,G65,G23,0.016189
1006,G43,G23,0.016071
1037,G68,G23,0.015706
1090,G26,G23,0.015187
1463,G57,G23,0.012264
1623,G29,G23,0.011419
1638,G96,G23,0.01136
1768,G5,G23,0.010794
1776,G69,G23,0.010765
1827,G94,G23,0.010585
1852,G49,G23,0.010485
1873,G7,G23,0.010394
1980,G51,G23,0.009943
2163,G55,G23,0.009368
2234,G89,G23,0.009146
2242,G79,G23,0.009133
2317,G60,G23,0.008899
2332,G42,G23,0.008858
2485,G84,G23,0.008463
2534,G54,G23,0.008335
2734,G92,G23,0.007914
2753,G63,G23,0.007887
2758,G10,G23,0.007881
2861,G44,G23,0.007684
2936,G74,G23,0.007549
2949,G38,G23,0.007525
3011,G88,G23,0.007443
3013,G93,G23,0.007439
3231,G91,G23,0.007065
3392,G11,G23,0.006794
3478,G19,G23,0.006678
3537,G2,G23,0.006594
3930,G53,G23,0.006069
4166,G59,G23,0.0058
4243,G76,G23,0.005714
4265,G33,G23,0.005695
4456,G56,G23,0.005503
4507,G37,G23,0.005441
4709,G47,G23,0.005234
4775,G34,G23,0.005173
4792,G66,G23,0.005155
4830,G72,G23,0.005117
4840,G52,G23,0.005106
5024,G58,G23,0.004933
5083,G64,G23,0.00487
5188,G12,G23,0.004781
5202,G95,G23,0.004771
5247,G67,G23,0.004729
5269,G50,G23,0.00471
5454,G8,G23,0.004563
5523,G78,G23,0.004505
5599,G36,G23,0.004434
5602,G82,G23,0.004432
5629,G22,G23,0.004413
5630,G27,G23,0.004412
5705,G62,G23,0.004359
5963,G28,G23,0.004172
5988,G73,G23,0.00415
6096,G31,G23,0.004064
6408,G90,G23,0.003826
6485,G20,G23,0.003776
6782,G86,G23,0.003558
6797,G99,G23,0.003543
6806,G77,G23,0.003535
6814,G40,G23,0.003528
6910,G15,G23,0.003459
7038,G6,G23,0.003353
7056,G98,G23,0.003345
7149,G70,G23,0.003274
7181,G81,G23,0.003254
7182,G25,G23,0.003254
7307,G83,G23,0.003155
7416,G4,G23,0.003081
7467,G48,G23,0.003038
7609,G17,G23,0.002934
7732,G39,G23,0.002835
7980,G100,G23,0.002659
8030,G21,G23,0.00261
8075,G30,G23,0.002588
8266,G3,G23,0.00242
8272,G16,G23,0.002418
8369,G85,G23,0.002335
8396,G18,G23,0.002313
8455,G13,G23,0.002263
8459,G9,G23,0.002261
