,source,target,value
0,G82,G48,0.880131
907,G70,G48,0.017294
2527,G25,G48,0.008349
2538,G71,G48,0.00833
8057,G11,G48,0.002597
8546,G49,G48,0.002193
8614,G41,G48,0.00213
8659,G99,G48,0.00209
8730,G55,G48,0.002029
8847,G100,G48,0.001922
8917,G98,G48,0.001849
8983,G66,G48,0.001768
8995,G69,G48,0.001756
9146,G74,G48,0.001576
9185,G90,G48,0.001525
9211,G53,G48,0.00149
9273,G27,G48,0.001428
9402,G9,G48,0.001271
9408,G68,G48,0.001267
9498,G85,G48,0.001136
9505,G60,G48,0.001129
9506,G75,G48,0.001125
9532,G80,G48,0.001087
9573,G76,G48,0.001031
9636,G87,G48,0.000915
9655,G46,G48,0.000893
9663,G20,G48,0.000877
9666,G54,G48,0.000872
9668,G5,G48,0.000869
9697,G17,G48,0.00083
9729,G51,G48,0.000783
9739,G84,G48,0.000761
9750,G65,G48,0.000728
9756,G12,G48,0.000717
9772,G2,G48,0.000683
9778,G37,G48,0.000665
9782,G7,G48,0.000656
9803,G13,G48,0.000592
9817,G39,G48,0.000535
9818,G44,G48,0.000534
9821,G62,G48,0.000528
9823,G61,G48,0.000506
9824,G3,G48,0.0005
9825,G95,G48,0.000499
9826,G1,G48,0.000489
9830,G93,G48,0.000469
9832,G33,G48,0.000459
9836,G56,G48,0.000445
9839,G79,G48,0.00043
9840,G59,G48,0.000428
9842,G31,G48,0.000424
9844,G6,G48,0.000404
9847,G45,G48,0.000393
9850,G88,G48,0.000374
9851,G24,G48,0.000356
9852,G57,G48,0.00035
9853,G94,G48,0.000346
9855,G64,G48,0.00034
9856,G16,G48,0.000338
9859,G89,G48,0.000321
9860,G47,G48,0.000319
9861,G72,G48,0.000316
9863,G52,G48,0.000312
9864,G19,G48,0.000301
9865,G38,G48,0.000299
9866,G15,G48,0.000284
9867,G30,G48,0.000284
9868,G29,G48,0.000283
9869,G92,G48,0.000261
9870,G22,G48,0.000256
9871,G97,G48,0.000252
9872,G34,G48,0.00025
9873,G40,G48,0.000239
9874,G73,G48,0.000224
9875,G14,G48,0.000223
9876,G32,G48,0.00022
9877,G42,G48,0.00022
9878,G77,G48,0.000219
9879,G86,G48,0.000218
9880,G18,G48,0.000217
9881,G4,G48,0.000204
9882,G96,G48,0.000203
9883,G63,G48,0.000177
9884,G43,G48,0.000172
9885,G35,G48,0.000169
9886,G8,G48,0.000168
9887,G28,G48,0.000164
9888,G10,G48,0.000163
9889,G26,G48,0.000161
9890,G21,G48,0.000158
9891,G83,G48,0.00015
9892,G78,G48,0.000146
9893,G67,G48,0.000138
9894,G50,G48,0.000127
9895,G81,G48,0.000126
9896,G36,G48,0.0001
9897,G91,G48,9.8e-05
9898,G58,G48,6.3e-05
9899,G23,G48,5.6e-05
