,source,target,value
8,G26,G31,0.54124
221,G49,G31,0.05023
1125,G48,G31,0.014829
1386,G37,G31,0.012721
1484,G50,G31,0.012115
1617,G13,G31,0.011465
1716,G30,G31,0.010989
1729,G63,G31,0.010942
1988,G44,G31,0.009922
2202,G65,G31,0.009256
2203,G62,G31,0.009254
2627,G73,G31,0.008145
2651,G34,G31,0.008096
2691,G17,G31,0.008007
2694,G84,G31,0.007997
2719,G53,G31,0.007943
2751,G23,G31,0.007891
2848,G33,G31,0.007707
3641,G72,G31,0.006432
3807,G46,G31,0.006223
3859,G96,G31,0.006157
4193,G100,G31,0.005766
4411,G67,G31,0.005544
4443,G28,G31,0.005512
4883,G55,G31,0.005054
4900,G88,G31,0.005041
5154,G94,G31,0.004801
5422,G12,G31,0.004586
5516,G8,G31,0.004511
5782,G56,G31,0.004304
5829,G81,G31,0.004267
5863,G85,G31,0.004244
5966,G77,G31,0.004171
6045,G97,G31,0.004102
6060,G78,G31,0.004094
6077,G93,G31,0.004079
6150,G60,G31,0.004026
6328,G61,G31,0.003878
6420,G92,G31,0.003817
6451,G52,G31,0.003801
6570,G18,G31,0.00372
6583,G15,G31,0.003712
6630,G47,G31,0.003676
6843,G80,G31,0.003508
6857,G14,G31,0.003499
6994,G74,G31,0.003384
7046,G10,G31,0.003349
7186,G89,G31,0.003249
7461,G83,G31,0.003044
7517,G64,G31,0.003001
7711,G51,G31,0.002852
7729,G16,G31,0.002841
7961,G36,G31,0.002668
7999,G54,G31,0.002641
8040,G38,G31,0.002604
8049,G43,G31,0.002601
8118,G19,G31,0.002548
8141,G99,G31,0.002529
8147,G45,G31,0.002525
8166,G90,G31,0.002504
8188,G57,G31,0.002486
8204,G58,G31,0.002472
8237,G20,G31,0.002441
8258,G76,G31,0.002428
8314,G5,G31,0.002383
8407,G98,G31,0.002302
8428,G68,G31,0.002289
8438,G40,G31,0.002283
8457,G71,G31,0.002262
8490,G69,G31,0.002234
8499,G29,G31,0.002226
8580,G4,G31,0.002167
8606,G75,G31,0.002134
8711,G95,G31,0.002044
8716,G6,G31,0.00204
8758,G25,G31,0.002002
8760,G22,G31,0.002002
8843,G21,G31,0.001929
8900,G1,G31,0.001866
8909,G27,G31,0.001855
8974,G91,G31,0.001778
9052,G2,G31,0.001686
9109,G79,G31,0.001619
9113,G41,G31,0.001613
9143,G87,G31,0.001579
9195,G35,G31,0.001512
9199,G9,G31,0.001505
9214,G70,G31,0.001489
9220,G32,G31,0.001485
9275,G24,G31,0.001426
9297,G42,G31,0.001402
9311,G59,G31,0.001393
9353,G11,G31,0.001343
9374,G66,G31,0.001317
9399,G7,G31,0.001276
9427,G86,G31,0.001244
9429,G39,G31,0.001241
9461,G3,G31,0.001192
9536,G82,G31,0.001077
