,source,target,value
105,G12,G36,0.090421
233,G98,G36,0.046982
234,G83,G36,0.046831
270,G53,G36,0.042886
339,G20,G36,0.035565
357,G49,G36,0.034439
471,G99,G36,0.027359
618,G21,G36,0.022758
622,G68,G36,0.022607
699,G89,G36,0.02069
955,G86,G36,0.016646
1038,G67,G36,0.0157
1070,G1,G36,0.015374
1175,G2,G36,0.014354
1195,G18,G36,0.014253
1258,G97,G36,0.013777
1379,G33,G36,0.012772
1439,G78,G36,0.012384
1865,G23,G36,0.01041
1867,G79,G36,0.010405
1948,G100,G36,0.010065
2040,G28,G36,0.009757
2166,G3,G36,0.009362
2352,G16,G36,0.008802
2379,G69,G36,0.008749
2392,G54,G36,0.008693
2464,G6,G36,0.008512
2468,G71,G36,0.008495
2517,G60,G36,0.008367
2681,G42,G36,0.008022
2683,G11,G36,0.008016
2687,G73,G36,0.008009
2692,G24,G36,0.008001
2771,G62,G36,0.007865
2908,G38,G36,0.007593
3006,G77,G36,0.007445
3140,G37,G36,0.007221
3155,G7,G36,0.007191
3165,G13,G36,0.00717
3347,G84,G36,0.006862
3399,G81,G36,0.006785
3445,G25,G36,0.006725
3453,G57,G36,0.006708
3528,G17,G36,0.006614
3566,G32,G36,0.006548
3575,G30,G36,0.006532
3608,G61,G36,0.006495
3611,G55,G36,0.006484
3625,G74,G36,0.006464
3645,G96,G36,0.006429
3699,G70,G36,0.006358
3729,G44,G36,0.006312
3749,G31,G36,0.006281
3779,G19,G36,0.00625
3794,G93,G36,0.006236
3890,G46,G36,0.006117
3970,G56,G36,0.006018
4062,G4,G36,0.005902
4113,G40,G36,0.00585
4261,G58,G36,0.005699
4289,G9,G36,0.005668
4380,G75,G36,0.005578
4383,G87,G36,0.005571
4390,G14,G36,0.005565
4437,G15,G36,0.005517
4486,G35,G36,0.00546
4671,G10,G36,0.005264
4705,G29,G36,0.005237
4818,G92,G36,0.005135
4823,G88,G36,0.005126
4922,G41,G36,0.005023
4934,G45,G36,0.005015
4991,G5,G36,0.004964
5223,G65,G36,0.004758
5360,G34,G36,0.00463
5400,G22,G36,0.004598
5477,G72,G36,0.004538
5530,G91,G36,0.004499
5753,G82,G36,0.004323
5777,G85,G36,0.004307
5865,G51,G36,0.004243
5920,G50,G36,0.004204
6001,G59,G36,0.004139
6026,G90,G36,0.004116
6075,G66,G36,0.004083
6084,G64,G36,0.004073
6304,G52,G36,0.003897
6449,G80,G36,0.003801
6535,G48,G36,0.003743
6625,G8,G36,0.00368
6696,G43,G36,0.003625
6720,G94,G36,0.003602
6810,G27,G36,0.003531
6957,G95,G36,0.003419
7077,G26,G36,0.003325
7091,G76,G36,0.003316
7100,G47,G36,0.003309
7816,G63,G36,0.002775
8084,G39,G36,0.002581
