,source,target,value
114,G53,G93,0.08327
131,G42,G93,0.074789
153,G70,G93,0.065474
414,G29,G93,0.030699
432,G95,G93,0.029685
452,G85,G93,0.02874
458,G77,G93,0.028356
564,G66,G93,0.024173
710,G73,G93,0.020509
728,G82,G93,0.020205
996,G91,G93,0.016158
1183,G57,G93,0.014308
1193,G79,G93,0.014269
1356,G96,G93,0.012988
1412,G18,G93,0.012552
1445,G9,G93,0.012364
1506,G71,G93,0.011982
1670,G49,G93,0.01123
1820,G21,G93,0.010599
1858,G60,G93,0.010443
1970,G4,G93,0.009981
2146,G94,G93,0.009443
2150,G19,G93,0.009427
2171,G40,G93,0.009346
2174,G63,G93,0.009339
2214,G87,G93,0.009221
2229,G88,G93,0.009155
2309,G7,G93,0.008916
2430,G55,G93,0.008577
2518,G54,G93,0.008366
2622,G35,G93,0.008158
2712,G68,G93,0.007953
2830,G80,G93,0.007749
2921,G99,G93,0.00757
2983,G3,G93,0.00748
3024,G72,G93,0.007414
3025,G13,G93,0.007413
3026,G14,G93,0.007413
3063,G100,G93,0.00734
3110,G69,G93,0.007263
3230,G90,G93,0.007066
3277,G17,G93,0.006982
3296,G8,G93,0.006949
3338,G33,G93,0.006872
3407,G58,G93,0.006773
3473,G11,G93,0.006687
3679,G23,G93,0.006384
3735,G43,G93,0.006307
3738,G45,G93,0.006304
3760,G83,G93,0.00627
3869,G61,G93,0.006139
4004,G46,G93,0.005979
4017,G52,G93,0.005963
4065,G12,G93,0.005897
4142,G26,G93,0.00582
4320,G89,G93,0.005637
4351,G44,G93,0.005607
4362,G81,G93,0.005591
4414,G97,G93,0.00554
4425,G65,G93,0.005532
4445,G32,G93,0.005511
4489,G78,G93,0.005458
4618,G48,G93,0.005331
4648,G59,G93,0.00529
4666,G28,G93,0.005267
4695,G51,G93,0.005243
4707,G36,G93,0.005236
4772,G16,G93,0.005175
4807,G47,G93,0.005141
4812,G10,G93,0.005139
5046,G98,G93,0.00491
5047,G92,G93,0.00491
5051,G5,G93,0.004901
5112,G15,G93,0.004841
5210,G31,G93,0.004766
5294,G41,G93,0.004688
5363,G56,G93,0.004629
5507,G6,G93,0.004519
5739,G27,G93,0.004332
5911,G67,G93,0.00421
6058,G38,G93,0.004095
6129,G64,G93,0.004045
6254,G2,G93,0.003933
6257,G24,G93,0.00393
6269,G37,G93,0.003923
6367,G76,G93,0.003852
6370,G34,G93,0.00385
6438,G84,G93,0.003807
6530,G22,G93,0.003748
6532,G1,G93,0.003745
6682,G25,G93,0.003635
6885,G75,G93,0.003476
6911,G62,G93,0.003456
7138,G86,G93,0.003281
7259,G74,G93,0.003194
7376,G39,G93,0.003109
7524,G20,G93,0.002995
7652,G30,G93,0.002904
8456,G50,G93,0.002262
