,source,target,value
133,G49,G76,0.074142
217,G44,G76,0.050547
225,G51,G76,0.049941
267,G56,G76,0.043208
285,G14,G76,0.041451
346,G6,G76,0.035067
369,G19,G76,0.033509
525,G26,G76,0.025322
613,G66,G76,0.022957
696,G61,G76,0.020749
773,G52,G76,0.019315
777,G43,G76,0.019231
949,G36,G76,0.01672
1172,G32,G76,0.014368
1201,G88,G76,0.014215
1215,G83,G76,0.014122
1331,G40,G76,0.013157
1450,G90,G76,0.012346
1524,G54,G76,0.011852
1557,G33,G76,0.011719
1558,G15,G76,0.011709
1611,G97,G76,0.011504
1637,G27,G76,0.01136
1661,G1,G76,0.011255
1712,G22,G76,0.011018
1874,G48,G76,0.010391
2027,G10,G76,0.009793
2327,G72,G76,0.008872
2354,G47,G76,0.008799
2423,G13,G76,0.008598
2530,G60,G76,0.008346
2618,G28,G76,0.008162
2725,G38,G76,0.007933
2805,G42,G76,0.007791
2915,G7,G76,0.007574
2976,G87,G76,0.007492
3046,G94,G76,0.00738
3047,G68,G76,0.007374
3058,G80,G76,0.007349
3068,G93,G76,0.007333
3135,G23,G76,0.007229
3222,G91,G76,0.007079
3479,G70,G76,0.006678
3783,G31,G76,0.006248
3844,G92,G76,0.006175
3894,G34,G76,0.006112
3986,G4,G76,0.006001
3997,G21,G76,0.005989
4031,G98,G76,0.005946
4259,G18,G76,0.005699
4268,G2,G76,0.005688
4301,G84,G76,0.00566
4379,G12,G76,0.005578
4493,G8,G76,0.005453
4517,G58,G76,0.005433
4733,G11,G76,0.005212
4746,G89,G76,0.005196
4930,G17,G76,0.005019
5020,G50,G76,0.004935
5064,G96,G76,0.004889
5145,G45,G76,0.004807
5155,G67,G76,0.0048
5212,G53,G76,0.004764
5225,G75,G76,0.004753
5329,G25,G76,0.004657
5367,G35,G76,0.004626
5470,G86,G76,0.004543
5548,G71,G76,0.004484
5574,G100,G76,0.004454
5590,G81,G76,0.00444
5642,G99,G76,0.004401
5702,G69,G76,0.00436
5740,G37,G76,0.004331
5795,G5,G76,0.004294
5852,G29,G76,0.004255
5946,G59,G76,0.004182
6006,G95,G76,0.004134
6105,G79,G76,0.004059
6113,G55,G76,0.004055
6221,G85,G76,0.003954
6445,G39,G76,0.003802
6460,G46,G76,0.003795
6505,G57,G76,0.003762
6563,G41,G76,0.003725
7037,G16,G76,0.003353
7070,G73,G76,0.003333
7092,G30,G76,0.003316
7097,G63,G76,0.003311
7098,G62,G76,0.00331
7118,G65,G76,0.003295
7146,G20,G76,0.003275
7188,G77,G76,0.003247
7372,G24,G76,0.003112
7380,G64,G76,0.003107
7452,G78,G76,0.003058
7613,G74,G76,0.002931
7619,G82,G76,0.002929
7902,G9,G76,0.002708
8037,G3,G76,0.002605
